rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0,0,-0.264296,-1.12486e-05,0,0,True,70.0|274,411
1,9|411|sample|3|274,0,0,0.199384,-1.90599e-06,0,0,True,70.0|274,411
1,9|411|sample|5|274,0,0,-0.289074,1.60722e-06,0,0,True,70.0|274,411
1,9|411|sample|6|274,0,0,0.0524421,1.12476e-06,0,0,True,70.0|274,411
1,9|411|sample|8|274,0,0,0.454656,3.39595e-06,0,0,True,70.0|274,411
1,9|411|sample|7|274,0,0,-0.0877351,-3.19527e-06,0,0,True,70.0|274,411
1,9|411|sample|9|274,0,0,-0.14257,2.84617e-06,0,0,True,70.0|274,411
1,9|411|sample|10|274,0,0,-0.11848,-2.27351e-06,0,0,True,70.0|274,411
1,9|411|sample|12|274,0,0,0.218847,1.83502e-06,0,0,True,70.0|274,411
1,9|411|sample|11|274,0,0,0.209865,2.77359e-06,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0,0,-1.51194,-3.7468e-07,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0,0,-0.056167,4.58043e-06,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,0,0,-0.114868,-2.43208e-06,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,0,0,0.154891,-4.66949e-06,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,0,0,0.397086,-3.93677e-06,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,0,0,-0.427528,-6.15521e-06,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0,0,0.305088,-2.65971e-06,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0,0,-0.825925,1.54112e-06,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0,0,-1.00235,3.10354e-06,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0,0,-0.0734476,3.228e-07,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0,0,-0.657955,2.1865e-06,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0,0,0.17444,-1.17769e-06,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0,0,-0.803045,1.0816e-06,0,0,False,69.0|274,411
