id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.61812,0.929085,2.47745,-5.86257,1.61105,0.929108,2.49226,-5.8233,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.61812,0.929085,3.53685,-5.87117,1.61105,0.929108,3.51778,-5.8233,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.61812,0.929085,2.34735,-5.81673,1.61105,0.929108,2.3532,-5.8233,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.61812,0.929085,2.24347,-5.81903,1.61105,0.929108,2.23131,-5.8233,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.61812,0.929085,2.89188,-5.86706,1.61105,0.929108,2.91242,-5.8233,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.61812,0.929085,3.05368,-5.8663,1.61105,0.929108,3.05879,-5.8233,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.61812,0.929085,2.43272,-5.81861,1.61105,0.929108,2.44854,-5.8233,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.61812,0.929085,2.27514,-5.81432,1.61105,0.929108,2.26558,-5.8233,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.61812,0.929085,3.04711,-5.80605,1.61105,0.929108,3.0544,-5.8233,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.61812,0.929085,2.87177,-5.84271,1.61105,0.929108,2.8583,-5.8233,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.61812,0.681314,2.82464,-5.80634,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.61812,0.681314,2.95545,-5.8458,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.61812,0.681314,3.30936,-5.84647,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.61812,0.681314,2.91387,-5.83173,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.61812,0.681314,2.93789,-5.83445,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.61812,0.681314,2.79709,-5.83044,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.61812,0.681314,2.7683,-5.84762,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.61812,0.681314,3.20352,-5.81977,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.61812,0.681314,3.04369,-5.82779,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.61812,0.681314,2.81339,-5.80331,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.61812,0.681314,3.26944,-5.83282,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.61812,0.681314,2.89028,-5.82097,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.61812,0.681314,2.84476,-5.82726,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.61812,0.681314,2.9877,-5.86518,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.61812,0.681314,2.91814,-5.82999,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.61812,0.681314,2.88163,-5.8258,1.61105,0.681789,2.5775,-5.8233,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,1.61812,0.650547,3.44592,-4.96694,1.61105,0.652507,3.47332,-5.0027,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,1.61812,0.650547,3.31252,-5.03398,1.61105,0.652507,3.3022,-5.00269,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,1.61812,0.650547,3.17411,-4.99002,1.61105,0.652507,3.19927,-5.00269,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,1.61812,0.650547,3.3359,-4.99842,1.61105,0.652507,3.34233,-5.00269,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,1.61812,0.563436,5.45612,-5.0074,1.61105,0.563935,5.46246,-5.00269,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,1.61812,0.563436,5.21196,-5.06956,1.61105,0.563935,5.11139,-5.0027,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,1.61812,0.563436,5.18165,-4.96188,1.61105,0.563935,5.16535,-5.00269,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,1.61812,0.563436,4.76304,-4.96789,1.61105,0.563935,4.77288,-5.0027,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,1.61812,0.681227,3.7814,-5.04092,1.61105,0.681695,3.79952,-5.00269,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,1.61812,0.681227,3.60436,-5.01034,1.61105,0.681695,3.60384,-5.00269,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,1.61812,0.681314,5.21483,-5.0045,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,1.61812,0.681314,5.08879,-4.99379,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,1.61812,0.681314,4.69248,-4.99598,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,1.61812,0.681314,4.6697,-4.99876,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,1.61812,0.681314,4.38445,-4.96854,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,1.61812,0.681314,5.10506,-4.94055,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,1.61812,0.681314,4.82897,-4.97376,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,1.61812,0.681314,4.72043,-5.00673,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,1.61812,0.681314,4.73371,-4.97823,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,1.61812,0.681314,5.1225,-4.97037,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,1.61812,0.681314,4.92153,-4.96172,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,1.61812,0.681314,5.01026,-4.9673,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,1.61812,0.681314,4.38513,-5.00589,1.61105,0.681789,4.10153,-5.0027,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,1.61812,0.681314,4.61096,-4.98209,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,1.61812,0.681314,4.70705,-4.97292,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,1.61812,0.681314,4.46467,-5.03392,1.61105,0.681789,4.10154,-5.0027,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,1.61812,0.886933,7.06947,-0.349945,1.61105,0.885061,6.96219,-0.276297,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,1.61812,0.886933,7.0013,-0.31538,1.61105,0.885061,7.06735,-0.27608,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,1.61812,0.886933,6.86975,-0.265838,1.61105,0.885061,6.83349,-0.276269,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,1.61812,0.886933,7.15798,-0.313663,1.61105,0.885061,7.15505,-0.276251,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,1.61812,0.772355,16.8395,-0.28343,1.61105,0.770621,16.8099,-0.276362,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,1.61812,0.772355,14.8991,-0.258415,1.61105,0.770621,14.8131,-0.276157,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,1.61812,0.772355,11.0073,-0.325963,1.61105,0.770621,11.0126,-0.276367,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,1.61812,0.772355,10.4817,-0.30439,1.61105,0.770621,10.479,-0.276397,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,1.61812,0.977297,8.82059,-0.280568,1.61105,0.986544,8.73078,-0.276172,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,1.61812,0.977297,9.33247,-0.291319,1.61105,0.986544,9.44077,-0.276214,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,1.61812,0.681314,11.728,-0.283931,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,1.61812,0.681314,10.605,-0.302768,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,1.61812,0.681314,10.2053,-0.304781,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,1.61812,0.681314,10.9883,-0.296786,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,1.61812,0.681314,9.59114,-0.267251,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,1.61812,0.681314,10.8638,-0.299734,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,1.61812,0.681314,10.5884,-0.308494,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,1.61812,0.681314,10.8311,-0.312606,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,1.61812,0.681314,11.5428,-0.267342,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,1.61812,0.681314,10.7229,-0.281175,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,1.61812,0.681314,10.7514,-0.311231,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,1.61812,0.681314,10.4262,-0.298578,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,1.61812,0.681314,10.9937,-0.295236,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,1.61812,0.681314,10.7617,-0.338,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,1.61812,0.681314,10.6846,-0.30545,1.61105,0.681789,9.30269,-0.276335,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,1.61812,0.681314,10.1509,-0.285939,1.61105,0.681789,9.3027,-0.276335,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,1.61812,0.681314,0.978722,0.310814,1.61105,0.681789,0.997168,0.422023,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,1.61812,0.681314,0.937552,0.434321,1.61105,0.681789,0.951558,0.422016,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,1.61812,0.681314,1.32106,0.445138,1.61105,0.681789,1.31598,0.42199,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,1.61812,0.681314,1.29379,0.417603,1.61105,0.681789,1.27389,0.421989,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,1.61812,0.709694,21.4833,0.42088,1.61105,0.707394,21.4977,0.421778,32.0|292,462
