id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,4.29723e-07,0,0,0,0,1.27684e-08,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,2.40721e-06,0,0,0,0,-1.35912e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,4.12676e-06,0,0,0,0,-1.73762e-08,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-1.13043e-06,0,0,0,0,1.55877e-08,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,2.28491e-07,0,0,0,0,1.19186e-08,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,-3.71486e-06,0,0,0,0,-4.01711e-09,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,5.96784e-07,0,0,0,0,1.95237e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,8.14027e-07,0,0,0,0,3.6383e-08,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,-3.73511e-07,0,0,0,0,2.60987e-08,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,4.02718e-07,0,0,0,0,2.85507e-08,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,2.81653e-07,0,0,0,0,2.21143e-08,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,-2.72585e-06,0,0,0,0,-5.16023e-09,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,-2.12132e-07,0,0,0,0,3.721e-09,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,-2.58584e-06,0,0,0,0,2.59466e-08,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,-5.27433e-07,0,0,0,0,1.51361e-08,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,-5.80467e-07,0,0,0,0,1.20803e-08,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,-2.12403e-06,0,0,0,0,1.20126e-08,0,0,True,32.0|162,84
