id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,4.3837e-07,0,0,0,0,0,-9.23989e-09,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,-4.2872e-07,0,0,0,0,0,1.01979e-08,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,-1.11826e-07,0,0,0,0,0,-1.18749e-08,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-2.97826e-07,0,0,0,0,0,1.07193e-08,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,8.72456e-07,0,0,0,0,0,7.65654e-09,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-1.46372e-06,0,0,0,0,0,-7.9062e-09,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,4.83659e-07,0,0,0,0,0,9.97429e-09,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,1.22959e-06,0,0,0,0,0,5.18995e-08,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-6.81556e-07,0,0,0,0,0,9.36055e-09,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,6.14699e-07,0,0,0,0,0,8.18188e-09,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,1.55897e-06,0,0,0,0,0,3.3877e-09,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-1.16355e-06,0,0,0,0,0,-5.91305e-09,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-2.33016e-06,0,0,0,0,0,-5.95612e-09,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,1.43901e-06,0,0,0,0,0,1.05229e-08,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,1.73954e-06,0,0,0,0,0,-2.62587e-08,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,-6.51645e-07,0,0,0,0,0,1.1947e-08,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,-1.64245e-06,0,0,0,0,0,4.85203e-09,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,4.06875e-07,0,0,0,0,0,4.78747e-09,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-8.87975e-07,0,0,0,0,0,-5.79308e-09,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,1.54931e-06,0,0,0,0,0,-6.45601e-09,0,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-9.20965e-07,0,0,0,0,0,-1.27096e-08,0,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-1.31708e-06,0,0,0,0,0,8.3685e-09,0,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,8.89137e-07,0,0,0,0,0,2.43377e-08,0,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,3.97291e-07,0,0,0,0,0,1.82944e-09,0,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-1.10805e-06,0,0,0,0,0,8.79682e-09,0,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-1.50528e-08,0,0,0,0,0,-6.36212e-09,0,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,-4.09138e-07,0,0,0,0,0,-8.86009e-09,0,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,-7.79341e-07,0,0,0,0,0,-7.88926e-09,0,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,4.30245e-07,0,0,0,0,0,-4.61585e-09,0,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,-6.8168e-07,0,0,0,0,0,-3.02167e-09,0,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,2.3394e-06,0,0,0,0,0,2.27716e-09,0,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,9.47664e-07,0,0,0,0,0,2.44017e-09,0,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,7.23166e-07,0,0,0,0,0,9.92479e-09,0,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,-7.86046e-07,0,0,0,0,0,8.60405e-09,0,0,0,0,False,69.0|274,719
8|719|sample|10|274,0,6.43843e-07,0,0,0,0,0,2.83626e-09,0,0,0,0,True,32.0|274,719
8|719|sample|11|274,0,-1.32301e-07,0,0,0,0,0,7.33653e-09,0,0,0,0,True,22.0|274,719
8|719|sample|12|274,0,6.70127e-07,0,0,0,0,0,5.96132e-09,0,0,0,0,True,22.0|274,719
8|719|sample|3|274,0,1.61571e-06,0,0,0,0,0,-7.66082e-09,0,0,0,0,True,55.0|274,719
8|719|sample|4|274,0,4.54347e-07,0,0,0,0,0,9.04413e-09,0,0,0,0,True,55.0|274,719
8|719|sample|5|274,0,1.3848e-06,0,0,0,0,0,-8.08541e-09,0,0,0,0,True,55.0|274,719
8|719|sample|6|274,0,-5.59035e-07,0,0,0,0,0,-5.53619e-09,0,0,0,0,True,55.0|274,719
8|719|sample|7|274,0,-4.72274e-08,0,0,0,0,0,6.0931e-09,0,0,0,0,True,32.0|274,719
8|719|sample|8|274,0,-7.11167e-07,0,0,0,0,0,2.61207e-09,0,0,0,0,True,32.0|274,719
8|719|sample|9|274,0,-1.83069e-07,0,0,0,0,0,5.72993e-09,0,0,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,2.12273e-07,0,0,0,0,0,9.39518e-09,0,0,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,1.57746e-06,0,0,0,0,0,5.88456e-09,0,0,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,6.08351e-07,0,0,0,0,0,1.11015e-08,0,0,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,6.41843e-07,0,0,0,0,0,2.13959e-08,0,0,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,-5.61079e-07,0,0,0,0,0,-2.16107e-08,0,0,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,8.66664e-07,0,0,0,0,0,-8.96446e-09,0,0,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,-3.31973e-07,0,0,0,0,0,2.19084e-08,0,0,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,-6.49144e-07,0,0,0,0,0,6.31591e-09,0,0,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,-4.38258e-07,0,0,0,0,0,-2.52342e-09,0,0,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,1.76047e-06,0,0,0,0,0,1.88934e-08,0,0,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,1.80401e-06,0,0,0,0,0,-4.21658e-09,0,0,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,1.92937e-06,0,0,0,0,0,1.0057e-08,0,0,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,-1.49289e-06,0,0,0,0,0,9.28649e-09,0,0,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,9.60208e-07,0,0,0,0,0,-3.75558e-09,0,0,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,9.7043e-07,0,0,0,0,0,6.46625e-09,0,0,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,1.12849e-06,0,0,0,0,0,8.9995e-09,0,0,0,0,False,69.0|322,488
8|488|sample|10|322,0,4.38955e-07,0,0,0,0,0,5.40268e-09,0,0,0,0,True,32.0|322,488
8|488|sample|11|322,0,-9.93114e-07,0,0,0,0,0,9.17966e-09,0,0,0,0,True,22.0|322,488
8|488|sample|12|322,0,1.36319e-06,0,0,0,0,0,1.13213e-08,0,0,0,0,True,22.0|322,488
8|488|sample|3|322,0,-9.62115e-07,0,0,0,0,0,-5.71803e-09,0,0,0,0,True,55.0|322,488
8|488|sample|4|322,0,7.73822e-07,0,0,0,0,0,-5.66735e-09,0,0,0,0,True,55.0|322,488
8|488|sample|5|322,0,-1.484e-06,0,0,0,0,0,3.2085e-09,0,0,0,0,True,55.0|322,488
8|488|sample|6|322,0,-1.41974e-06,0,0,0,0,0,1.00865e-08,0,0,0,0,True,55.0|322,488
8|488|sample|7|322,0,-1.13853e-07,0,0,0,0,0,8.05548e-09,0,0,0,0,True,32.0|322,488
8|488|sample|8|322,0,-6.48148e-07,0,0,0,0,0,7.8587e-09,0,0,0,0,True,32.0|322,488
