rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.576298,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.344213,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.645163,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.787402,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.53115,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.434027,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.641181,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.757913,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.376318,1.61544,2.74043,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.480142,1.61544,2.74043,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.174375,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.0481421,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.662398,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.130786,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.138231,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.80523,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.15871,1.61544,6.77369,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,22.2792,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.799951,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.30084,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.0122694,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.0590572,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.304747,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,7.68265,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,8.37925,1.61544,6.77369,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,27.6632,1.61544,6.77369,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.325836,1.61544,5.42117,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.355468,1.61544,5.42117,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.456475,1.61544,5.42117,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.375489,1.61544,5.42117,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.114077,1.61544,3.10773,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.136915,1.61544,3.10773,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.155539,1.61544,3.10773,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.170678,1.61544,3.10773,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.245221,1.61544,6.10179,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.273899,1.61544,6.10179,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.261313,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.290109,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,40.3207,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,19.0418,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.223925,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.211924,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0.336494,1.61544,6.66298,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,3.49902,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,54.6793,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,51.3162,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,2.26552,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,1.93511,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,12.0849,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.287559,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0.111498,1.61544,6.66298,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0.394859,1.61544,6.66298,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0.145801,1.61544,1.92434,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0.108482,1.61544,1.92434,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0.124638,1.61544,1.92434,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,0.109499,1.61544,1.92434,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,0.0309943,1.61544,1.6584,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,0.0392393,1.61544,1.6584,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0.0500259,1.61544,1.6584,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0.0614837,1.61544,1.6584,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,0.10318,1.61544,2.37821,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,0.0926587,1.61544,2.37821,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,1.38405,1.61544,6.36955,69.0|276,1056
