id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-8.4764e-09,0.801933,-2.65505e-09,0,-9.63674e-14,0.796839,3.79474e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-1.39496e-08,1.1391,1.2444e-09,0,1.03251e-14,1.14478,-1.7788e-12,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-5.1532e-10,0.737713,-7.74484e-09,0,2.38032e-13,0.736811,3.16414e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,4.83981e-09,0.694627,7.27417e-09,0,6.32827e-14,0.689438,-6.72573e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,5.38664e-09,0.951961,4.67489e-09,0,-8.65974e-15,0.952935,3.062e-13,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,4.72797e-10,1.01146,-6.13426e-09,0,3.59268e-13,1.00091,5.32907e-14,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,6.27693e-09,0.780996,-1.67614e-08,0,-2.62679e-13,0.781284,-1.80522e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,7.19902e-09,0.70589,-9.02316e-09,0,3.39395e-13,0.698615,2.96874e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,2.49135e-09,0.999062,1.17925e-08,0,9.54792e-14,1.00557,2.83329e-13,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,7.14203e-09,0.937498,3.89127e-09,0,-8.5465e-13,0.935603,5.41567e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-1.35433e-09,0.0722682,1.41484e-09,0,3.33067e-15,3.42873e-07,7.10543e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,3.43173e-09,0.164843,4.23713e-09,0,-2.22045e-16,-4.31508e-07,7.10543e-15,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-2.26335e-09,0.0268725,6.47529e-11,0,-9.32587e-15,-6.63813e-07,-8.88178e-16,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,3.96647e-09,-0.008759,3.85136e-11,0,-1.92157e-12,-0.00877865,-1.1191e-12,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,1.43162e-10,0.0145276,-5.28818e-09,0,-5.77316e-15,8.69199e-08,-8.88178e-16,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,1.26604e-09,0.297155,1.14248e-09,0,2.22045e-16,5.53859e-07,8.88178e-16,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,3.47941e-09,0.195301,-3.90168e-09,0,-1.33227e-15,3.98655e-07,-2.66454e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-2.5034e-09,0.0138601,-2.75752e-09,0,1.33227e-15,-3.41188e-07,6.21725e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,-3.51765e-09,0.317144,3.84394e-09,0,3.77476e-15,-1.98697e-07,-6.21725e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,6.29702e-09,0.081511,-2.86308e-09,0,-4.88498e-15,7.57986e-08,7.10543e-15,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-3.35862e-09,0.372913,2.32695e-09,0,-1.24345e-14,1.07161e-07,5.32907e-15,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,1.95694e-09,0.330974,2.73452e-09,0,1.33227e-15,2.10346e-07,8.88178e-16,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,4.58127e-09,-0.141815,2.57766e-09,0,1.19904e-14,-1.51983e-06,-7.10543e-15,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,2.35135e-09,-0.00317114,-8.51445e-10,0,1.10978e-12,-0.00331917,1.0556e-12,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,1.09577e-09,0.154278,-3.75458e-09,0,-6.66134e-15,-3.17247e-07,-1.77636e-15,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,3.7652e-09,-0.046775,4.5201e-10,0,-1.77636e-15,-2.54017e-07,-6.21725e-15,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,-2.3204e-09,1.16227,3.91419e-09,0,6.34381e-13,1.15899,6.24389e-13,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,5.90325e-09,1.116,-9.74443e-09,0,4.58522e-13,1.1094,-1.71418e-13,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,-9.11885e-09,1.07229,-5.11429e-09,0,-5.95413e-13,1.086,-5.73763e-13,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,1.14677e-08,1.12993,1.50664e-09,0,-7.16094e-13,1.13132,-3.45501e-13,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,5.01056e-09,1.62591,6.28079e-09,0,-2.5091e-13,1.62359,-2.9754e-14,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,-6.33674e-10,1.54949,2.09896e-09,0,-7.73825e-13,1.55276,-5.36016e-13,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,-9.43935e-09,1.55727,-9.21686e-10,0,3.79807e-13,1.56275,1.20348e-13,28.0|322,152
