id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,6.99581e-10,0,0,-2.73221e-11,0,0,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.87775e-09,0,0,3.24938e-11,0,0,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.60583e-09,0,0,2.37153e-11,0,0,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,2.93866e-09,0,0,-2.49545e-11,0,0,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.71996e-10,0,0,2.21025e-11,0,0,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,3.24221e-09,0,0,1.54528e-11,0,0,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.44383e-09,0,0,5.90685e-11,0,0,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,2.39489e-09,0,0,2.33451e-11,0,0,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,3.27805e-09,0,0,-1.4496e-11,0,0,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,5.7935e-10,0,0,-1.59817e-11,0,0,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-2.16957e-09,0,0,1.31024e-11,0,0,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,3.0739e-10,0,0,-1.64881e-11,0,0,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-1.24429e-09,0,0,-1.23812e-11,0,0,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,3.48934e-10,0,0,-1.81619e-11,0,0,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-3.30945e-10,0,0,3.66382e-11,0,0,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-8.74394e-10,0,0,1.17848e-11,0,0,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-4.8172e-09,0,0,-4.15525e-11,0,0,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,6.57092e-10,0,0,-1.25167e-11,0,0,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-4.81444e-09,0,0,-3.87894e-11,0,0,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,9.42261e-11,0,0,2.96447e-11,0,0,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-2.97108e-09,0,0,-1.0512e-11,0,0,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,4.80916e-09,0,0,-9.22418e-12,0,0,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,2.12843e-09,0,0,-1.054e-11,0,0,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,3.32313e-09,0,0,1.73195e-11,0,0,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.4129e-09,0,0,-3.46034e-11,0,0,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,-7.08847e-10,0,0,-8.19664e-11,0,0,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,-2.02275e-09,0,0,5.36249e-12,0,0,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,3.49338e-09,0,0,-2.0562e-11,0,0,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,4.89005e-10,0,0,3.42781e-11,0,0,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,5.64107e-09,0,0,4.33138e-11,0,0,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-7.55567e-10,0,0,-3.84597e-11,0,0,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,2.12638e-09,0,0,1.76673e-10,0,0,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,1.98391e-09,0,0,3.41969e-11,0,0,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-1.84616e-09,0,0,-1.78808e-11,0,0,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-6.49052e-10,0,0,-1.13267e-10,0,0,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,8.31118e-10,0,0,-1.58109e-11,0,0,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,1.18549e-09,0,0,-1.71587e-11,0,0,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,-3.80444e-09,0,0,1.57385e-11,0,0,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,-1.64824e-09,0,0,1.02207e-11,0,0,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,-1.93216e-09,0,0,-1.93801e-11,0,0,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,9.66707e-10,0,0,1.83791e-11,0,0,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-2.03826e-09,0,0,-2.52647e-10,0,0,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,-3.0764e-09,0,0,-1.91802e-11,0,0,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,2.48927e-09,0,0,1.50173e-11,0,0,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,-5.4215e-10,0,0,-2.81348e-11,0,0,69.0|322,152
