id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,0,-3.78089e-09,0,0,0,0,0,7.34349e-09,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0,-3.45334e-07,0,0,0,0,0,3.36715e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,0,1.84975e-06,0,0,0,0,0,-1.3568e-08,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,0,6.13573e-07,0,0,0,0,0,-5.95654e-09,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,0,-1.4294e-06,0,0,0,0,0,-6.93804e-08,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,0,8.74837e-07,0,0,0,0,0,-7.46534e-09,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,0,3.38692e-07,0,0,0,0,0,1.69712e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,0,1.2218e-06,0,0,0,0,0,6.65128e-09,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,0,-2.86618e-06,0,0,0,0,0,1.30713e-08,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,0,-2.18723e-07,0,0,0,0,0,-9.91894e-09,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,0,-6.57002e-07,0,0,0,0,0,1.21356e-08,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,0,-1.89042e-06,0,0,0,0,0,8.23531e-09,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,0,2.70294e-07,0,0,0,0,0,-2.3459e-08,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,0,1.61352e-06,0,0,0,0,0,-2.94131e-08,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,0,4.6157e-07,0,0,0,0,0,-8.30712e-10,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,0,4.90936e-09,0,0,0,0,0,-1.45895e-08,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,0,-2.68411e-06,0,0,0,0,0,-2.78392e-08,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,0,9.59067e-07,0,0,0,0,0,-8.10187e-09,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,0,-3.07496e-06,0,0,0,0,0,-3.31919e-08,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,0,1.23506e-06,0,0,0,0,0,2.39808e-09,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,0,1.78121e-06,0,0,0,0,0,5.47977e-09,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,0,-1.72053e-06,0,0,0,0,0,7.37307e-09,0,0,False,69.0|162,84
