id,importanceSampling
411|4,137.051355
411|3,132.863256
411|5,127.832887
411|6,159.664697
411|8,136.412571
411|7,135.146144
411|9,156.807796
411|10,158.856306
411|12,133.254920
411|11,134.799919
411|1,344.673160
411|2,148.161913
152|8,148.436968
152|7,148.026729
152|6,153.745069
152|5,152.419978
152|12,144.953179
152|11,142.228591
152|10,147.567907
152|9,150.389643
152|3,149.777918
152|4,149.130021
152|1,308.970748
152|2,151.933316
1056|8,114.716985
1056|7,148.452172
1056|6,118.797157
1056|5,151.144483
1056|12,146.818894
1056|11,145.591207
1056|10,120.381497
1056|9,154.002717
1056|4,148.813603
1056|3,145.406155
1056|1,308.939304
1056|2,163.267377
462|6,134.559137
462|5,167.726424
462|4,172.658632
462|3,171.162310
462|9,147.267052
462|10,152.621644
462|7,128.431621
462|8,157.996539
462|11,169.291824
462|12,176.649110
462|1,339.202549
462|2,161.621025
1159|8,161.941664
1159|7,163.856405
1159|5,166.892955
1159|6,165.679009
1159|11,146.825404
1159|12,150.690223
1159|9,160.479642
1159|10,163.924221
1159|4,153.978109
1159|3,153.578178
1159|1,339.340457
1159|2,159.657821
1197|7,141.243349
1197|8,139.753365
1197|6,146.203194
1197|5,145.472710
1197|12,111.508571
1197|10,152.416924
1197|9,149.054046
1197|3,138.094368
1197|4,139.348414
1197|11,146.152628
1197|1,307.715651
1197|2,159.626851
