rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,273.596,1.36758,36.5816,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|2|1|162,264.773,1.36758,1.70849,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|3|1|162,271.043,1.36758,22.3913,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|4|1|162,283.378,1.36758,20.2257,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|5|1|162,276.428,1.36758,5.02109,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|6|1|162,276.188,1.36758,204.494,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|7|1|162,277.318,1.36758,2.2685,9799.06,12.4363,False,69.0|162,84
1,8|84|cc|8|1|162,276.254,1.36758,51.6104,9799.06,12.4363,False,69.0|162,84
1,8|84|sample|10|162,276.985,1.36766,3.19715,9799.06,12.4363,True,32.0|162,84
1,8|84|sample|11|162,268.797,1.36753,1.964,9799.06,12.4363,True,22.0|162,84
1,8|84|sample|12|162,271.914,1.36753,3.10172,9799.06,12.4363,True,22.0|162,84
1,8|84|sample|3|162,285.342,0.800011,0.753258,9799.06,12.4363,True,55.0|162,84
1,8|84|sample|4|162,272.51,0.800011,1.4363,9799.06,12.4363,True,55.0|162,84
1,8|84|sample|5|162,279.829,0.800011,0.980754,9799.06,12.4363,True,55.0|162,84
1,8|84|sample|6|162,273.103,0.800011,0.758205,9799.06,12.4363,True,55.0|162,84
1,8|84|sample|7|162,275.657,1.36766,2.19239,9799.06,12.4363,True,32.0|162,84
1,8|84|sample|8|162,282.448,1.36766,2.4311,9799.06,12.4363,True,32.0|162,84
1,8|84|sample|9|162,276.204,1.36766,3.25151,9799.06,12.4363,True,32.0|162,84
1,8|84|vc|1|2|162,274.655,1.36758,4.80062,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|2|2|162,268.725,1.36758,8.65129,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|3|2|162,263.911,1.36758,0.682502,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|4|2|162,274.612,1.36758,110.567,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|5|2|162,281.511,1.36758,37.684,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|6|2|162,273.06,1.36758,76.5471,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|7|2|162,277.675,1.36758,35.2314,9799.06,12.4363,False,69.0|162,84
1,8|84|vc|8|2|162,270.3,1.36758,4.61278,9799.06,12.4363,False,69.0|162,84
1,8|719|cc|1|1|274,276.833,1.36753,5.43274,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|2|1|274,274.492,1.36753,7.93415,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|3|1|274,273.46,1.36753,0.417815,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|4|1|274,264.376,1.36753,25.2601,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|5|1|274,273.866,1.36753,18.9905,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|6|1|274,270.81,1.36753,4.19691,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|7|1|274,273.425,1.36753,23.4384,9799.06,12.4363,False,69.0|274,719
1,8|719|cc|8|1|274,268.636,1.36753,6.28288,9799.06,12.4363,False,69.0|274,719
1,8|719|sample|10|274,273.684,1.36751,6.6555,9799.06,12.4363,True,32.0|274,719
1,8|719|sample|11|274,279.497,1.36749,9.8979,9799.06,12.4363,True,22.0|274,719
1,8|719|sample|12|274,277.343,1.36749,10.3465,9799.06,12.4363,True,22.0|274,719
1,8|719|sample|3|274,273.246,1.36748,0.892138,9799.06,12.4363,True,55.0|274,719
1,8|719|sample|4|274,275.391,1.36748,0.748572,9799.06,12.4363,True,55.0|274,719
1,8|719|sample|5|274,274.281,1.36748,0.902925,9799.06,12.4363,True,55.0|274,719
