id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,8.31742e-11,-4.19325e-09,2.05728e-08,-3.56091,0,0,-3.97904e-12,-2.78944e-13,-4.5415,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,8.00498e-09,3.1082e-09,-8.42839e-09,-4.60152,0,7.27596e-12,0,1.7622e-13,-5.08207,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-6.9999e-09,6.42008e-09,9.54778e-09,-0.837881,0,0,-3.18323e-12,9.0368e-12,-2.15932,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-1.82634e-09,-5.40819e-09,9.95934e-10,0.114577,0,0,1.47793e-12,3.81523e-12,-1.03592,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,6.2783e-09,9.11433e-09,-8.37053e-09,-4.36689,0,0,1.47793e-12,3.83341e-12,-5.22542,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.78052e-09,6.05559e-09,5.16579e-09,-3.64725,0,0,5.68434e-13,-7.73637e-12,-5.06066,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-3.7372e-09,-1.11175e-08,-5.92117e-09,-0.0527515,0,-7.27596e-12,0,4.32432e-14,-1.67523,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.09018e-09,7.42392e-09,1.28912e-08,-0.722256,0,0,-4.54747e-13,-3.76124e-12,-1.58446,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,9.83909e-09,2.00852e-08,-9.04612e-09,-4.91843,0,7.27596e-12,0,1.64924e-13,-5.67656,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.84838e-09,1.51125e-08,-6.00461e-09,-3.85119,0,0,-3.97904e-12,-6.38672e-12,-4.90231,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.77692e-09,-2.30477e-09,-1.92484e-09,0.108662,0,7.27596e-12,2.16005e-12,-2.04251e-11,0.109964,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,5.31473e-09,4.85479e-09,-1.24154e-08,-0.886656,0,-7.27596e-12,0,2.9976e-15,6.91856e-08,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-3.71159e-09,-9.65401e-10,7.6403e-09,0.266668,0,7.27596e-12,-1.29603e-11,-2.80326e-12,0.272613,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-2.32296e-09,9.2949e-09,1.90412e-08,0.229791,0,2.91038e-11,-6.52562e-11,4.78392e-11,0.228296,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.69565e-09,5.4301e-09,4.99786e-09,-0.029911,0,0,2.04636e-12,1.22386e-11,-0.0305688,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,9.29254e-10,1.21244e-09,7.24735e-09,0.189706,0,-1.45519e-11,2.26237e-11,-1.73807e-11,0.191567,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-1.4064e-09,9.38866e-09,-5.77354e-09,0.735609,0,0,0,-2.05391e-15,-4.55298e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,8.07931e-09,-1.09335e-09,3.85787e-09,0.0787007,0,0,-5.22959e-12,-1.91422e-12,0.0798192,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-5.56568e-09,5.83053e-09,3.12554e-09,-0.738772,0,0,1.13687e-12,6.8483e-12,-0.000137684,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,8.40024e-09,-4.19001e-09,-7.59573e-09,-0.581473,0,0,-2.95586e-12,-1.76548e-12,-0.000357206,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-5.14039e-09,9.01733e-09,-6.49988e-09,0.207111,0,-8.00355e-11,-8.29914e-12,1.25358e-10,0.208642,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-3.44559e-09,8.85115e-09,1.9514e-08,0.839824,0,0,-9.09495e-13,9.443e-12,-0.000248226,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.11035e-08,-4.44995e-09,-5.87682e-09,0.459756,0,-6.54836e-11,0,-4.94049e-15,-1.47143e-07,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,2.10054e-09,1.40919e-09,1.35614e-08,-0.204314,0,5.09317e-11,0,1.60982e-15,8.9346e-08,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-7.10405e-10,3.89e-09,-8.80105e-10,-0.899716,0,-7.27596e-12,0,-2.63678e-15,-6.65358e-08,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,2.86858e-09,-2.19431e-10,-1.04202e-08,-0.207962,0,0,4.54747e-13,5.86556e-12,-0.000508709,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,-1.50265e-08,1.9401e-09,6.26096e-09,-10.2881,0,0,9.09495e-13,4.9194e-13,-10.591,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,3.27982e-09,-7.25313e-09,1.59538e-08,-9.8099,0,0,-2.95586e-12,1.81477e-12,-10.433,0,False,6.0|233,705
