id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,0,-0.00304311,0,0,0,0,0,-0.00446708,0,0,0,True,70.0|274,411
9|411|sample|3|274,0,0,0.0930543,0,0,0,0,0,0.0925178,0,0,0,True,70.0|274,411
9|411|sample|5|274,0,0,-0.0722528,0,0,0,0,0,-0.0721633,0,0,0,True,70.0|274,411
9|411|sample|6|274,0,0,-0.0654354,0,0,0,0,0,-0.0659024,0,0,0,True,70.0|274,411
9|411|sample|8|274,0,0,0.047187,0,0,0,0,0,0.0466362,0,0,0,True,70.0|274,411
9|411|sample|7|274,0,0,0.0574429,0,0,0,0,0,0.056141,0,0,0,True,70.0|274,411
9|411|sample|9|274,0,0,-0.044579,0,0,0,0,0,-0.0452775,0,0,0,True,70.0|274,411
9|411|sample|10|274,0,0,-0.0806798,0,0,0,0,0,-0.0791968,0,0,0,True,70.0|274,411
9|411|sample|12|274,0,0,0.0297218,0,0,0,0,0,0.0322754,0,0,0,True,70.0|274,411
9|411|sample|11|274,0,0,0.0423734,0,0,0,0,0,0.0518856,0,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,0,0.00582039,0,0,0,0,0,-2.34783e-07,0,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,0,0.0032242,0,0,0,0,0,-1.35635e-07,0,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,0,0.00136861,0,0,0,0,0,-2.10377e-08,0,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,0,0.0114381,0,0,0,0,0,3.40408e-07,0,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,0,-0.003272,0,0,0,0,0,4.43339e-08,0,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,0,0.00271824,0,0,0,0,0,1.44266e-07,0,0,0,False,69.0|274,411
9|411|cc|7|1|274,0,0,0.00239047,0,0,0,0,0,-2.27163e-07,0,0,0,False,69.0|274,411
9|411|cc|8|1|274,0,0,0.00239157,0,0,0,0,0,-7.8105e-09,0,0,0,False,69.0|274,411
9|411|vc|1|2|274,0,0,-0.00757078,0,0,0,0,0,-3.02027e-07,0,0,0,False,69.0|274,411
9|411|vc|2|2|274,0,0,0.00153107,0,0,0,0,0,-2.26018e-07,0,0,0,False,69.0|274,411
9|411|vc|3|2|274,0,0,0.00694344,0,0,0,0,0,-3.80047e-07,0,0,0,False,69.0|274,411
9|411|vc|4|2|274,0,0,0.000821367,0,0,0,0,0,3.41076e-07,0,0,0,False,69.0|274,411
9|411|vc|5|2|274,0,0,0.00667673,0,0,0,0,0,-3.24677e-07,0,0,0,False,69.0|274,411
9|411|vc|6|2|274,0,0,-0.00172052,0,0,0,0,0,-3.07882e-07,0,0,0,False,69.0|274,411
9|411|vc|7|2|274,0,0,-0.00153677,0,0,0,0,0,1.74257e-07,0,0,0,False,69.0|274,411
9|411|vc|8|2|274,0,0,-0.00435379,0,0,0,0,0,6.36246e-08,0,0,0,False,69.0|274,411
14|783|sample|3|71,0,0,-0.260128,0,0,0,0,0,-0.265961,0,0,0,True,6.0|71,783
14|783|sample|4|71,0,0,-0.250821,0,0,0,0,0,-0.257502,0,0,0,True,6.0|71,783
14|783|sample|5|71,0,0,-0.182234,0,0,0,0,0,-0.17878,0,0,0,True,6.0|71,783
14|783|sample|6|71,0,0,-0.168511,0,0,0,0,0,-0.169783,0,0,0,True,6.0|71,783
14|783|sample|7|71,0,0,0.146874,0,0,0,0,0,0.164544,0,0,0,True,6.0|71,783
14|783|sample|8|71,0,0,0.180257,0,0,0,0,0,0.167447,0,0,0,True,6.0|71,783
14|783|sample|10|71,0,0,-0.251101,0,0,0,0,0,-0.257436,0,0,0,True,6.0|71,783
14|783|sample|9|71,0,0,-0.2709,0,0,0,0,0,-0.264924,0,0,0,True,6.0|71,783
14|783|sample|12|71,0,0,0.130122,0,0,0,0,0,0.15779,0,0,0,True,6.0|71,783
14|783|sample|11|71,0,0,0.14991,0,0,0,0,0,0.159138,0,0,0,True,6.0|71,783
14|783|cc|1|1|71,0,0,0.000669738,0,0,0,0,0,-3.0276e-07,0,0,0,False,69.0|71,783
14|783|cc|2|1|71,0,0,0.00419066,0,0,0,0,0,-2.15891e-07,0,0,0,False,69.0|71,783
14|783|cc|3|1|71,0,0,0.00535532,0,0,0,0,0,1.08529e-07,0,0,0,False,69.0|71,783
14|783|cc|4|1|71,0,0,0.00316499,0,0,0,0,0,4.35244e-07,0,0,0,False,69.0|71,783
14|783|cc|5|1|71,0,0,-0.0110994,0,0,0,0,0,-1.05034e-07,0,0,0,False,69.0|71,783
14|783|cc|6|1|71,0,0,-0.00372316,0,0,0,0,0,2.73002e-07,0,0,0,False,69.0|71,783
14|783|cc|7|1|71,0,0,0.00101303,0,0,0,0,0,4.18259e-07,0,0,0,False,69.0|71,783
14|783|cc|8|1|71,0,0,0.000949858,0,0,0,0,0,3.63938e-07,0,0,0,False,69.0|71,783
14|783|vc|1|2|71,0,0,0.00320346,0,0,0,0,0,-1.33516e-08,0,0,0,False,69.0|71,783
14|783|vc|2|2|71,0,0,0.000324972,0,0,0,0,0,1.20253e-08,0,0,0,False,69.0|71,783
14|783|vc|3|2|71,0,0,0.00178239,0,0,0,0,0,6.28291e-08,0,0,0,False,69.0|71,783
14|783|vc|4|2|71,0,0,-0.000625062,0,0,0,0,0,3.86634e-07,0,0,0,False,69.0|71,783
14|783|vc|5|2|71,0,0,-0.0051911,0,0,0,0,0,2.90186e-07,0,0,0,False,69.0|71,783
14|783|vc|6|2|71,0,0,0.00895746,0,0,0,0,0,4.29318e-07,0,0,0,False,69.0|71,783
