id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,0.097618,0.909007,22.9326,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|2|1|162,1,0.097618,0.909007,46.3087,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|3|1|162,1,0.097618,0.909007,14.5652,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|4|1|162,1,0.097618,0.909007,60.556,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|5|1|162,1,0.097618,0.909007,78.7071,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|6|1|162,1,0.097618,0.909007,30.448,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|7|1|162,1,0.097618,0.909007,140.554,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|cc|8|1|162,1,0.097618,0.909007,21.4992,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|sample|10|162,1,0.0974609,1.8352,0.0783573,926.338,0.258132,0.295254,1,0.0976186,1.8352,0.0859903,840.886,0.257986,0.298119,True,32.0|162,84
8|84|sample|11|162,1,0.0974609,1.92438,0.0716819,926.338,0.258132,0.295254,1,0.0976186,1.92438,0.0861633,840.886,0.257986,0.298119,True,22.0|162,84
8|84|sample|12|162,1,0.0974609,1.92438,0.108453,926.338,0.258132,0.295254,1,0.0976186,1.92438,0.10769,840.886,0.257986,0.298119,True,22.0|162,84
8|84|sample|3|162,1,0.0974609,2.5399,0.0583337,926.338,0.258132,0.295254,1,0.0976186,2.5399,0.0618927,840.886,0.257986,0.298119,True,55.0|162,84
8|84|sample|4|162,1,0.0974609,2.5399,0.0693594,926.338,0.258132,0.295254,1,0.0976186,2.5399,0.0647132,840.886,0.257986,0.298119,True,55.0|162,84
8|84|sample|5|162,1,0.0974609,2.5399,0.103411,926.338,0.258132,0.295254,1,0.0976186,2.5399,0.132788,840.886,0.257986,0.298119,True,55.0|162,84
8|84|sample|6|162,1,0.0974609,2.5399,0.102727,926.338,0.258132,0.295254,1,0.0976186,2.5399,0.133551,840.886,0.257986,0.298119,True,55.0|162,84
8|84|sample|7|162,1,0.0974609,1.8352,0.0704063,926.338,0.258132,0.295254,1,0.0976186,1.8352,0.0827866,840.886,0.257986,0.298119,True,32.0|162,84
8|84|sample|8|162,1,0.0974609,1.8352,0.0663711,926.338,0.258132,0.295254,1,0.0976186,1.8352,0.0787865,840.886,0.257986,0.298119,True,32.0|162,84
8|84|sample|9|162,1,0.0974609,1.8352,0.0798516,926.338,0.258132,0.295254,1,0.0976186,1.8352,0.086956,840.886,0.257986,0.298119,True,32.0|162,84
8|84|vc|1|2|162,1,0.097618,0.909007,13.8477,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|vc|2|2|162,1,0.097618,0.909007,29.5043,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|vc|3|2|162,1,0.097618,0.909007,16.9522,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|vc|4|2|162,1,0.097618,0.909007,76.475,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|vc|5|2|162,1,0.097618,0.909007,46.5323,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|vc|6|2|162,1,0.097618,0.909007,20.5863,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
8|84|vc|7|2|162,1,0.097618,0.909007,26.2601,926.338,0.258132,0.295254,1,0.0977942,0.909007,1.0,840.886,0.257986,0.298119,False,69.0|162,84
