id,importanceSampling
411|4,133.836105
411|3,143.838314
411|5,159.367207
411|6,162.666012
411|8,135.782838
411|7,136.959844
411|9,155.334353
411|10,161.889143
411|12,135.924121
411|11,133.609920
411|1,344.915617
411|2,115.216816
152|8,144.223467
152|7,144.150906
152|6,151.096861
152|5,150.167648
152|12,139.892569
152|11,137.924639
152|10,143.959431
152|9,147.516966
152|3,145.942010
152|4,145.606987
152|1,340.433120
152|2,151.558288
1056|8,147.335283
1056|7,115.108849
1056|6,119.891711
1056|5,149.596962
1056|12,176.895376
1056|11,171.752505
1056|10,99.662586
1056|9,162.837445
1056|4,143.843456
1056|3,141.132474
1056|1,340.939975
1056|2,163.693291
462|6,166.867879
462|5,167.616627
462|4,172.774996
462|3,172.136474
462|9,138.969735
462|10,109.174347
462|7,151.424332
462|8,150.602958
462|11,169.487170
462|12,173.653634
462|1,306.613659
462|2,161.551451
1159|8,151.852239
1159|7,153.203530
1159|5,126.136403
1159|6,157.915847
1159|11,153.525131
1159|12,163.365548
1159|9,150.849460
1159|10,120.494166
1159|4,153.011748
1159|3,117.277193
1159|1,339.377813
1159|2,126.294155
1197|7,131.947990
1197|8,131.153709
1197|6,138.688710
1197|5,138.319700
1197|12,134.092383
1197|10,109.096504
1197|9,139.006875
1197|3,131.441720
1197|4,131.984536
1197|11,102.197707
1197|1,339.224062
1197|2,126.868207
