id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.00386917,0,-0.305802,0.138803,0,0,-3.53891e-07,0,-3.37696e-08,3.34786e-08,0,0,False,69.0|162,84
8|84|cc|2|1|162,0.229183,0,0.135761,-0.0868102,0,0,1.15336e-07,0,-1.94518e-07,-5.85741e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0.179859,0,-0.165772,-0.120901,0,0,2.87947e-07,0,6.28452e-08,9.09603e-08,0,0,False,69.0|162,84
8|84|cc|4|1|162,-0.0315455,0,0.30591,0.0869972,0,0,-1.10961e-07,0,2.24893e-07,-1.87498e-08,0,0,False,69.0|162,84
8|84|cc|5|1|162,0.250794,0,0.167628,-0.0272585,0,0,-5.48071e-07,0,-1.49503e-07,-8.42915e-08,0,0,False,69.0|162,84
8|84|cc|6|1|162,-0.27335,0,-0.193669,-0.162519,0,0,-6.5477e-07,0,-1.98495e-07,8.06049e-08,0,0,False,69.0|162,84
8|84|cc|7|1|162,-0.127106,0,0.286936,0.116313,0,0,3.63691e-07,0,-3.12139e-07,7.66335e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,-0.56798,0,0.100713,0.169857,0,0,-1.31381e-07,0,2.43913e-07,1.52335e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0.187523,0,-0.814192,-0.329131,0,0,-0.00128575,0,-0.578898,-0.468516,0,0,True,32.0|162,84
8|84|sample|11|162,0.903823,0,-2.11992,0.324406,0,0,-0.00682253,0,-1.6959,-0.000775329,0,0,True,22.0|162,84
8|84|sample|12|162,-0.177297,0,-0.61924,-0.471686,0,0,-0.00622379,0,-0.454956,-0.581241,0,0,True,22.0|162,84
8|84|sample|3|162,-0.247547,0,-1.40164,-0.798055,0,0,0.000194822,0,-1.21633,-0.964174,0,0,True,55.0|162,84
8|84|sample|4|162,-0.291107,0,-0.607594,-1.24228,0,0,0.000301822,0,-0.781693,-1.14384,0,0,True,55.0|162,84
8|84|sample|5|162,0.395045,0,0.768676,-1.84172,0,0,0.00441993,0,0.825997,-1.89087,0,0,True,55.0|162,84
8|84|sample|6|162,-0.27765,0,0.259708,-1.76741,0,0,-0.000243585,0,0.44392,-1.84517,0,0,True,55.0|162,84
8|84|sample|7|162,-0.455308,0,-1.14348,-0.219262,0,0,-0.00323965,0,-1.01611,-0.321747,0,0,True,32.0|162,84
8|84|sample|8|162,0.389174,0,-1.09068,-0.203589,0,0,-0.000204392,0,-0.772874,-0.430807,0,0,True,32.0|162,84
