id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,53593,780.439,0.153,3.08665,0.126888,53593,780.439,0.153,0.0106574,0.145124,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,53593,780.439,0.153,0.174871,0.126888,53593,780.439,0.153,0.00620706,0.145124,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,53593,780.439,0.153,25183.1,0.126888,53593,780.439,0.153,0.115404,0.145124,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,53593,780.439,0.153,2219.92,0.126888,53593,780.439,0.153,0.354901,0.145124,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,53593,780.439,0.153,0.127822,0.126888,53593,780.439,0.153,0.00537812,0.145124,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,53593,780.439,0.153,3.1748,0.126888,53593,780.439,0.153,0.00634135,0.145124,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,53593,780.439,0.153,72.6869,0.126888,53593,780.439,0.153,0.187265,0.145124,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,53593,780.439,0.153,28.4998,0.126888,53593,780.439,0.153,0.205058,0.145124,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,53593,780.439,0.153,0.656489,0.126888,53593,780.439,0.153,0.00342532,0.145124,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,53593,780.439,0.153,5.36682,0.126888,53593,780.439,0.153,0.00742938,0.145124,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,53593,777.678,0.153,583162,0.126888,53593,777.678,0.153,1.11624,0.145124,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,53593,777.678,0.153,60828.3,0.126888,53593,777.678,0.153,1,0.145124,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,53593,777.678,0.153,5.20551e+06,0.126888,53593,777.678,0.153,1.31339,0.145124,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,53593,777.678,0.153,8.87753e+08,0.126888,53593,777.678,0.153,1.25646,0.145124,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,53593,777.678,0.153,1.35366e+07,0.126888,53593,777.678,0.153,0.969894,0.145124,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,53593,777.678,0.153,9.43095e+06,0.126888,53593,777.678,0.153,1.21115,0.145124,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,53593,777.678,0.153,2.73326e+06,0.126888,53593,777.678,0.153,1,0.145124,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,53593,777.678,0.153,1.05154e+08,0.126888,53593,777.678,0.153,1.08309,0.145124,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,53593,777.678,0.153,84563.6,0.126888,53593,777.678,0.153,0.999862,0.145124,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,53593,777.678,0.153,721008,0.126888,53593,777.678,0.153,0.999643,0.145124,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,53593,777.678,0.153,1.28155e+06,0.126888,53593,777.678,0.153,1.232,0.145124,False,69.0|274,411
