rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,8.09643e-08,0,4.35882e-10,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-1.01946e-08,0,-1.19981e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-2.23764e-08,0,5.07118e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,6.98312e-09,0,8.04382e-09,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,2.25629e-08,0,-5.35484e-08,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-2.63719e-08,0,5.8362e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,-1.64092e-08,0,2.16297e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,2.30661e-08,0,2.95505e-08,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-8.37202e-09,0,-5.68671e-08,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,4.65209e-09,0,-1.52476e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-1.78063e-09,0,1.65715e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-8.57992e-09,0,-1.01561e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,1.26838e-08,0,-2.44295e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,2.42036e-09,0,2.17958e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,3.6685e-08,0,-2.88988e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,1.31558e-08,0,4.49806e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,9.79033e-09,0,4.18285e-09,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-2.2704e-08,0,3.37585e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,2.00616e-08,0,-7.42298e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,2.15947e-08,0,-4.22258e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-6.80831e-08,0,3.41807e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-1.58728e-08,0,-1.12122e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,4.13531e-08,0,2.70407e-08,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,-3.68916e-08,0,-4.44488e-09,69.0|274,411
