id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0.0130856,444.095,1.40723,1.80048,12658.9,12.5582,0.0131717,445.222,1.40723,1.76365,12711.2,12.5558,True,70.0|274,411
9|411|sample|3|274,0.0130856,444.095,1.40723,3.00681,12658.9,12.5582,0.0131717,445.222,1.40723,3.1019,12711.2,12.5558,True,70.0|274,411
9|411|sample|5|274,0.0130856,444.095,1.40723,1.56989,12658.9,12.5582,0.0131717,445.222,1.40723,1.61674,12711.2,12.5558,True,70.0|274,411
9|411|sample|6|274,0.0130856,444.095,1.40723,1.55253,12658.9,12.5582,0.0131717,445.222,1.40723,1.57323,12711.2,12.5558,True,70.0|274,411
9|411|sample|8|274,0.0130856,444.095,1.40723,2.39228,12658.9,12.5582,0.0131717,445.222,1.40723,2.28909,12711.2,12.5558,True,70.0|274,411
9|411|sample|7|274,0.0130856,444.095,1.40723,2.44951,12658.9,12.5582,0.0131717,445.222,1.40723,2.43638,12711.2,12.5558,True,70.0|274,411
9|411|sample|9|274,0.0130856,444.095,1.40723,1.77465,12658.9,12.5582,0.0131717,445.222,1.40723,1.801,12711.2,12.5558,True,70.0|274,411
9|411|sample|10|274,0.0130856,444.095,1.40723,1.57774,12658.9,12.5582,0.0131717,445.222,1.40723,1.53638,12711.2,12.5558,True,70.0|274,411
9|411|sample|12|274,0.0130856,444.095,1.40723,2.50218,12658.9,12.5582,0.0131717,445.222,1.40723,2.5514,12711.2,12.5558,True,70.0|274,411
9|411|sample|11|274,0.0130856,444.095,1.40723,2.26408,12658.9,12.5582,0.0131717,445.222,1.40723,2.31844,12711.2,12.5558,True,70.0|274,411
9|411|cc|1|1|274,0.0130856,444.095,3.10675,3.74079,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|2|1|274,0.0130856,444.095,3.10675,5.86687,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|3|1|274,0.0130856,444.095,3.10675,4.31169,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|4|1|274,0.0130856,444.095,3.10675,3.9341,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|5|1|274,0.0130856,444.095,3.10675,3.93828,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|6|1|274,0.0130856,444.095,3.10675,3.54099,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|7|1|274,0.0130856,444.095,3.10675,3.84136,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|cc|8|1|274,0.0130856,444.095,3.10675,3.3108,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|1|2|274,0.0130856,444.095,3.10675,3.98587,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|2|2|274,0.0130856,444.095,3.10675,4.61386,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|3|2|274,0.0130856,444.095,3.10675,3.9162,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|4|2|274,0.0130856,444.095,3.10675,3.24203,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|5|2|274,0.0130856,444.095,3.10675,3.50317,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|6|2|274,0.0130856,444.095,3.10675,4.21322,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|7|2|274,0.0130856,444.095,3.10675,3.76021,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
9|411|vc|8|2|274,0.0130856,444.095,3.10675,7.33772,12658.9,12.5582,0.0131717,445.222,3.10675,1.29872,12711.2,12.5558,False,69.0|274,411
14|783|sample|3|71,0.0130856,444.095,1.09726,0.0516142,12658.9,12.5582,0.0131717,445.222,1.09727,0.050096,12711.2,12.5558,True,6.0|71,783
14|783|sample|4|71,0.0130856,444.095,1.09727,0.0504566,12658.9,12.5582,0.0131717,445.222,1.09727,0.049604,12711.2,12.5558,True,6.0|71,783
14|783|sample|5|71,0.0130856,444.095,1.09727,0.11593,12658.9,12.5582,0.0131717,445.222,1.09727,0.109247,12711.2,12.5558,True,6.0|71,783
14|783|sample|6|71,0.0130856,444.095,1.09727,0.110172,12658.9,12.5582,0.0131717,445.222,1.09727,0.109494,12711.2,12.5558,True,6.0|71,783
14|783|sample|7|71,0.0130856,444.095,1.09727,24.1885,12658.9,12.5582,0.0131717,445.222,1.09727,23.6518,12711.2,12.5558,True,6.0|71,783
14|783|sample|8|71,0.0130856,444.095,1.09727,20.3081,12658.9,12.5582,0.0131717,445.222,1.09727,20.502,12711.2,12.5558,True,6.0|71,783
14|783|sample|10|71,0.0130856,444.095,1.09727,0.0483229,12658.9,12.5582,0.0131717,445.222,1.09727,0.0506121,12711.2,12.5558,True,6.0|71,783
14|783|sample|9|71,0.0130856,444.095,1.09727,0.0487132,12658.9,12.5582,0.0131717,445.222,1.09727,0.0479896,12711.2,12.5558,True,6.0|71,783
14|783|sample|12|71,0.0130856,444.095,1.09727,64.4006,12658.9,12.5582,0.0131717,445.222,1.09727,64.4986,12711.2,12.5558,True,6.0|71,783
14|783|sample|11|71,0.0130856,444.095,1.09726,68.8724,12658.9,12.5582,0.0131717,445.222,1.09727,67.9895,12711.2,12.5558,True,6.0|71,783
14|783|cc|1|1|71,0.0130856,444.095,2.11435,3.35185,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|cc|2|1|71,0.0130856,444.095,2.11435,3.7646,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|cc|3|1|71,0.0130856,444.095,2.11435,2.64283,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|cc|4|1|71,0.0130856,444.095,2.11435,3.15559,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|cc|5|1|71,0.0130856,444.095,2.11435,3.08507,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|cc|6|1|71,0.0130856,444.095,2.11435,2.8432,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|cc|7|1|71,0.0130856,444.095,2.11435,2.7191,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|cc|8|1|71,0.0130856,444.095,2.11435,3.26006,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|vc|1|2|71,0.0130856,444.095,2.11435,2.44095,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|vc|2|2|71,0.0130856,444.095,2.11435,3.38842,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|vc|3|2|71,0.0130856,444.095,2.11435,3.24934,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|vc|4|2|71,0.0130856,444.095,2.11435,3.0576,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|vc|5|2|71,0.0130856,444.095,2.11435,6.10601,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|vc|6|2|71,0.0130856,444.095,2.11435,2.14398,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
14|783|vc|7|2|71,0.0130856,444.095,2.11435,3.34102,12658.9,12.5582,0.0131717,445.222,2.11435,1.01066,12711.2,12.5558,False,69.0|71,783
14|783|vc|8|2|71,0.0130856,444.095,2.11435,3.07783,12658.9,12.5582,0.0131717,445.222,2.11435,1.01065,12711.2,12.5558,False,69.0|71,783
