rep,id,U_offset,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0.0131717,445.222,1.40722,1.62116,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|3|274,0.0131717,445.222,1.40724,2.83327,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|5|274,0.0131717,445.222,1.40723,1.38607,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|6|274,0.0131717,445.222,1.40724,1.37071,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|8|274,0.0131717,445.222,1.40726,2.37866,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|7|274,0.0131717,445.222,1.40724,2.18802,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|9|274,0.0131717,445.222,1.40721,1.95925,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|10|274,0.0131717,445.222,1.40722,1.56787,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|12|274,0.0131717,445.222,1.40722,2.70312,12711.2,12.5558,True,70.0|274,411
1,9|411|sample|11|274,0.0131717,445.222,1.40722,2.13025,12711.2,12.5558,True,70.0|274,411
1,9|411|cc|1|1|274,0.0131717,445.222,3.10672,0.671892,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|2|1|274,0.0131717,445.222,3.10675,12.1507,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|3|1|274,0.0131717,445.222,3.10675,2.22069,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|4|1|274,0.0131717,445.222,3.10675,0.385256,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|5|1|274,0.0131717,445.222,3.10676,22.1106,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|6|1|274,0.0131717,445.222,3.10674,0.0627665,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|7|1|274,0.0131717,445.222,3.10676,1.50835,12711.2,12.5558,False,69.0|274,411
1,9|411|cc|8|1|274,0.0131717,445.222,3.10673,4.09377,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|1|2|274,0.0131717,445.222,3.10676,1.08592,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|2|2|274,0.0131717,445.222,3.10674,1.19212,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|3|2|274,0.0131717,445.222,3.10674,1.18154,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|4|2|274,0.0131717,445.222,3.10674,0.99078,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|5|2|274,0.0131717,445.222,3.10676,2.53346,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|6|2|274,0.0131717,445.222,3.10674,2.05155,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|7|2|274,0.0131717,445.222,3.10674,0.497685,12711.2,12.5558,False,69.0|274,411
1,9|411|vc|8|2|274,0.0131717,445.222,3.10674,0.95791,12711.2,12.5558,False,69.0|274,411
1,14|783|sample|3|71,0.0131717,445.222,1.09727,0.0392126,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|4|71,0.0131717,445.222,1.09726,0.0515565,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|5|71,0.0131717,445.222,1.09727,0.127635,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|6|71,0.0131717,445.222,1.09725,0.112658,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|7|71,0.0131717,445.222,1.09726,26.4575,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|8|71,0.0131717,445.222,1.09726,22.1137,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|10|71,0.0131717,445.222,1.09727,0.053777,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|9|71,0.0131717,445.222,1.09726,0.0596045,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|12|71,0.0131717,445.222,1.09728,66.5177,12711.2,12.5558,True,6.0|71,783
1,14|783|sample|11|71,0.0131717,445.222,1.09725,61.9574,12711.2,12.5558,True,6.0|71,783
1,14|783|cc|1|1|71,0.0131717,445.222,2.11436,1.21601,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|2|1|71,0.0131717,445.222,2.11436,0.350193,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|3|1|71,0.0131717,445.222,2.11435,0.0735263,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|4|1|71,0.0131717,445.222,2.11433,0.689242,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|5|1|71,0.0131717,445.222,2.11435,2.36199,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|6|1|71,0.0131717,445.222,2.11435,18.377,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|7|1|71,0.0131717,445.222,2.11435,0.307152,12711.2,12.5558,False,69.0|71,783
1,14|783|cc|8|1|71,0.0131717,445.222,2.11435,0.158033,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|1|2|71,0.0131717,445.222,2.11436,0.849526,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|2|2|71,0.0131717,445.222,2.11436,0.075672,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|3|2|71,0.0131717,445.222,2.11436,0.123384,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|4|2|71,0.0131717,445.222,2.11435,0.0171411,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|5|2|71,0.0131717,445.222,2.11437,0.235119,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|6|2|71,0.0131717,445.222,2.11434,2.95985,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|7|2|71,0.0131717,445.222,2.11436,2.31783,12711.2,12.5558,False,69.0|71,783
1,14|783|vc|8|2|71,0.0131717,445.222,2.11435,0.717167,12711.2,12.5558,False,69.0|71,783
1,14|491|sample|10|99,0.0131717,445.222,1.09191,214.293,12711.2,12.5558,True,6.0|99,491
1,14|491|sample|9|99,0.0131717,445.222,1.0919,187.285,12711.2,12.5558,True,6.0|99,491
1,14|491|sample|12|99,0.0131717,445.222,1.09189,54.3941,12711.2,12.5558,True,6.0|99,491
1,14|491|sample|11|99,0.0131717,445.222,1.09188,40.0135,12711.2,12.5558,True,6.0|99,491
1,14|491|sample|4|99,0.0131717,445.222,1.17181,14.3579,12711.2,12.5558,True,44.0|99,491
1,14|491|sample|3|99,0.0131717,445.222,1.17181,13.8845,12711.2,12.5558,True,44.0|99,491
1,14|491|sample|6|99,0.0131717,445.222,1.17182,10.4723,12711.2,12.5558,True,44.0|99,491
1,14|491|sample|5|99,0.0131717,445.222,1.17183,10.7034,12711.2,12.5558,True,44.0|99,491
1,14|491|sample|7|99,0.0131717,445.222,1.42335,371.949,12711.2,12.5558,True,63.0|99,491
1,14|491|sample|8|99,0.0131717,445.222,1.42334,393.257,12711.2,12.5558,True,63.0|99,491
1,14|491|cc|1|1|99,0.0131717,445.222,3.83499,0.0419581,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|2|1|99,0.0131717,445.222,3.835,0.159665,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|3|1|99,0.0131717,445.222,3.83499,0.0432288,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|4|1|99,0.0131717,445.222,3.83498,0.0197773,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|5|1|99,0.0131717,445.222,3.83501,0.367386,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|6|1|99,0.0131717,445.222,3.83501,0.395018,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|7|1|99,0.0131717,445.222,3.83498,0.0699988,12711.2,12.5558,False,69.0|99,491
1,14|491|cc|8|1|99,0.0131717,445.222,3.83499,1.13641,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|1|2|99,0.0131717,445.222,3.83499,0.14378,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|2|2|99,0.0131717,445.222,3.83497,0.218016,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|3|2|99,0.0131717,445.222,3.83498,0.355465,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|4|2|99,0.0131717,445.222,3.83499,0.306031,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|5|2|99,0.0131717,445.222,3.83498,0.0890729,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|6|2|99,0.0131717,445.222,3.83499,0.853508,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|7|2|99,0.0131717,445.222,3.83499,0.244389,12711.2,12.5558,False,69.0|99,491
1,14|491|vc|8|2|99,0.0131717,445.222,3.83497,0.0276883,12711.2,12.5558,False,69.0|99,491
1,14|433|sample|4|99,0.0131717,445.222,1.09189,73.6308,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|3|99,0.0131717,445.222,1.0919,58.7219,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|6|99,0.0131717,445.222,1.09187,1.70463,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|5|99,0.0131717,445.222,1.09188,2.07288,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|8|99,0.0131717,445.222,1.09187,149.192,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|7|99,0.0131717,445.222,1.09188,134.272,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|10|99,0.0131717,445.222,1.09189,17.2848,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|9|99,0.0131717,445.222,1.09188,15.2574,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|11|99,0.0131717,445.222,1.09187,3.73515,12711.2,11.5033,True,6.0|99,433
1,14|433|sample|12|99,0.0131717,445.222,1.0919,3.02687,12711.2,11.5033,True,6.0|99,433
1,14|433|cc|1|1|99,0.0131717,445.222,3.83498,0.0554701,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|2|1|99,0.0131717,445.222,3.835,0.0910962,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|3|1|99,0.0131717,445.222,3.83499,1.04377,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|4|1|99,0.0131717,445.222,3.835,0.1989,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|5|1|99,0.0131717,445.222,3.83501,0.380406,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|6|1|99,0.0131717,445.222,3.835,2.46766,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|7|1|99,0.0131717,445.222,3.83498,0.602741,12711.2,11.5033,False,69.0|99,433
1,14|433|cc|8|1|99,0.0131717,445.222,3.83499,4.88043,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|1|2|99,0.0131717,445.222,3.83498,0.325532,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|2|2|99,0.0131717,445.222,3.835,0.124567,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|3|2|99,0.0131717,445.222,3.83498,0.463285,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|4|2|99,0.0131717,445.222,3.835,0.0509342,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|5|2|99,0.0131717,445.222,3.83498,0.269803,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|6|2|99,0.0131717,445.222,3.835,7.33972,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|7|2|99,0.0131717,445.222,3.83499,0.483292,12711.2,11.5033,False,69.0|99,433
1,14|433|vc|8|2|99,0.0131717,445.222,3.83497,0.328677,12711.2,11.5033,False,69.0|99,433
1,14|297|sample|3|71,0.0131717,445.222,1.09725,3.75515,12711.2,11.5998,True,6.0|71,297
1,14|297|sample|4|71,0.0131717,445.222,1.09726,2.8433,12711.2,11.5998,True,6.0|71,297
1,14|297|sample|5|71,0.0131717,445.222,1.09726,55.2511,12711.2,11.5998,True,6.0|71,297
1,14|297|sample|6|71,0.0131717,445.222,1.09728,58.3644,12711.2,11.5998,True,6.0|71,297
