id,importanceSampling
411|4,140.099842
411|3,142.855029
411|5,164.581718
411|6,167.369022
411|8,139.709251
411|7,139.982980
411|9,130.870386
411|10,165.931333
411|12,139.232649
411|11,138.936917
411|1,82.970658
411|2,147.327174
152|8,152.720739
152|7,156.913221
152|6,169.056789
152|5,166.350767
152|12,159.271403
152|11,157.016378
152|10,164.746695
152|9,162.604945
152|3,158.947227
152|4,125.325838
152|1,77.847349
152|2,151.488252
1056|8,147.639607
1056|7,147.881963
1056|6,155.237842
1056|5,154.599633
1056|12,160.605164
1056|11,158.451453
1056|10,159.488653
1056|9,158.802532
1056|4,148.122086
1056|3,114.901588
1056|1,77.110585
1056|2,163.582486
462|6,192.249093
462|5,192.196408
462|4,191.700297
462|3,191.878269
462|9,186.031333
462|10,186.852144
462|7,195.005936
462|8,194.570717
462|11,164.026847
462|12,165.794021
462|1,90.984741
462|2,161.894780
1159|8,153.247078
1159|7,154.560671
1159|5,161.318640
1159|6,161.038253
1159|11,170.832096
1159|12,172.363991
1159|9,173.803091
1159|10,175.574560
1159|4,158.964746
1159|3,155.977425
1159|1,81.598926
1159|2,158.812851
1197|7,136.401687
1197|8,136.137456
1197|6,142.571308
1197|5,143.605915
1197|12,136.086841
1197|10,143.741487
1197|9,143.560170
1197|3,104.098363
1197|4,136.246247
1197|11,137.455740
1197|1,81.399850
1197|2,159.503668
