rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.0771049,0,-2.98109,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-0.329458,0,7.22864,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.21667,0,12.6086,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.263536,0,7.15786,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.0946463,0,-15.103,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-0.0256378,0,11.8807,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.0935077,0,10.0267,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.246848,0,-27.4384,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-0.0353068,0,-1.56459,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-0.105185,0,-22.8846,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.177957,0,16.8412,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.0843372,0,36.4772,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-0.181232,0,2.47531,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.0531126,0,8.46908,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.11693,0,15.6111,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-0.148467,0,-10.2656,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-0.096318,0,10.8388,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.236182,0,11.1025,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-0.0652797,0,-10.5084,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.108842,0,-20.5343,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.00856934,0,30.3747,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-0.0154405,0,4.64488,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-0.183,0,16.149,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-0.174737,0,-4.98627,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.178698,0,-8.86957,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.296914,0,-5.27428,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,-0.0333519,0,5.00658,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.0574582,0,-1.1157,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.101682,0,-9.37123,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,-0.00883122,0,19.7143,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,-0.112516,0,5.72172,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.177667,0,5.3403,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,-0.0831823,0,19.6563,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.0485936,0,-24.8411,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.166681,0,8.06854,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.0821781,0,2.33724,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,-0.27693,0,25.5906,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,-0.0790847,0,-3.53134,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,-0.00810681,0,8.4452,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,-0.125052,0,-12.6441,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.0615558,0,-18.8267,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,-0.0748088,0,0.932389,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,-0.157797,0,-16.1262,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.0158854,0,-4.65736,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,-0.0433886,0,15.4294,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.260724,0,-3.91105,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,-0.194151,0,3.75692,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.107904,0,6.13928,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.136088,0,16.809,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.0484668,0,1.27333,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,-0.0934146,0,-0.638708,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,-0.0259713,0,-7.69118,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0.0319697,0,-28.0876,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0.005315,0,12.7179,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0.0213158,0,4.25647,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,-0.0413728,0,-28.693,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,-0.230681,0,-0.151606,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,-0.129307,0,-8.84932,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0.179435,0,-8.55182,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0.224847,0,-7.65179,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,-0.0242488,0,-4.50751,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,-0.128062,0,-13.6118,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,-0.156685,0,-2.87423,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0.0862848,0,-29.712,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0.303713,0,12.4282,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,0.0427188,0,-10.5213,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0.0427228,0,-15.2131,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,-0.0866929,0,-17.6292,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,-0.0437665,0,-11.0699,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,-0.176781,0,-2.11317,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,0.180171,0,-11.9802,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,0.117454,0,-3.93584,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,-0.0812648,0,-27.8364,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,0.179996,0,34.0635,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,-0.0812515,0,22.5878,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,-0.0358805,0,1.57798,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,-0.108072,0,-6.79875,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,0.101142,0,6.0442,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,0.126651,0,27.8814,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,-0.0970009,0,28.1173,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,0.0942893,0,28.1568,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,0.092247,0,28.3691,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,-0.0702263,0,-11.253,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,-0.063427,0,1.84321,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,0.0249541,0,8.98076,32.0|292,462
1,8|462|8|462|sample|8|292|8|292|32.0,0.119351,0,-17.7142,32.0|292,462
1,8|462|8|462|sample|11|292|11|292|22.0,0.00516223,0,-6.85671,22.0|292,462
1,8|462|8|462|sample|12|292|12|292|22.0,0.0543804,0,20.4279,22.0|292,462
1,8|462|8|462|cc|1|1|292|1|292|69.0,0.0538722,0,9.9927,69.0|292,462
1,8|462|8|462|cc|2|1|292|1|292|69.0,0.263038,0,-10.2659,69.0|292,462
1,8|462|8|462|cc|3|1|292|1|292|69.0,-0.128831,0,-26.4354,69.0|292,462
