id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|2|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|3|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|4|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|5|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|6|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|7|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|cc|8|1|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|sample|10|162,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,True,32.0|162,84
8|84|sample|11|162,1,0.0558698,1.19542,0.0120581,425.198,0.240287,0.257526,1,0.0558698,1.19542,0.0120581,425.198,0.240287,0.257526,True,22.0|162,84
8|84|sample|12|162,1,0.0558698,1.19542,0.0120581,425.198,0.240287,0.257526,1,0.0558698,1.19542,0.0120581,425.198,0.240287,0.257526,True,22.0|162,84
8|84|sample|3|162,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,True,55.0|162,84
8|84|sample|4|162,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,True,55.0|162,84
8|84|sample|5|162,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,True,55.0|162,84
8|84|sample|6|162,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,1,0.0803295,1.9334,0.0336027,425.198,0.240287,0.257526,True,55.0|162,84
8|84|sample|7|162,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,True,32.0|162,84
8|84|sample|8|162,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,True,32.0|162,84
8|84|sample|9|162,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,1,0.0803313,1.28278,0.0184721,425.198,0.240287,0.257526,True,32.0|162,84
8|84|vc|1|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|2|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|3|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|4|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|5|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|6|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|7|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|84|vc|8|2|162,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,1,0.0803316,0.920571,0.0972976,425.198,0.240287,0.257526,False,69.0|162,84
8|719|cc|1|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|2|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|3|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|4|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|5|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|6|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|7|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|cc|8|1|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|sample|10|274,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,True,32.0|274,719
8|719|sample|11|274,1,0.0803302,0.979033,0.0118849,425.198,0.19306,0.257525,1,0.0803302,0.979033,0.0118849,425.198,0.19306,0.257525,True,22.0|274,719
8|719|sample|12|274,1,0.0803302,0.979033,0.0118849,425.198,0.19306,0.257525,1,0.0803302,0.979033,0.0118849,425.198,0.19306,0.257525,True,22.0|274,719
8|719|sample|3|274,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,True,55.0|274,719
8|719|sample|4|274,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,True,55.0|274,719
8|719|sample|5|274,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,True,55.0|274,719
8|719|sample|6|274,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,1,0.0803295,2.5559,0.0691492,425.198,0.19306,0.257525,True,55.0|274,719
8|719|sample|7|274,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,True,32.0|274,719
8|719|sample|8|274,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,True,32.0|274,719
8|719|sample|9|274,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,1,0.0803298,1.52579,0.194307,425.198,0.19306,0.257525,True,32.0|274,719
8|719|vc|1|2|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|vc|2|2|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|vc|3|2|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|vc|4|2|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
8|719|vc|5|2|274,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,1,0.0803317,1.71181,0.0357431,425.198,0.19306,0.257525,False,69.0|274,719
