id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,3.65238e-09,1.55682,-0.490912,0,0,6.83897e-14,1.59968,-0.479704,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,4.24427e-09,1.53571,-1.11498,0,0,-1.1724e-13,1.60991,-1.04369,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-5.59637e-10,1.53482,-0.362736,0,0,2.70894e-14,1.51566,-0.443411,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,6.21012e-10,1.23941,-0.620458,0,0,3.55271e-14,1.33666,-0.536453,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.21232e-09,1.58571,-0.717278,0,0,-3.04201e-13,1.61546,-0.724385,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-7.17772e-09,1.81496,-0.62492,0,0,-1.51434e-13,1.65132,-0.770358,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-1.94867e-09,1.53984,-0.468393,0,0,-2.57572e-14,1.44631,-0.594228,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-1.65834e-09,1.55351,-0.329,0,0,-1.27898e-13,1.51357,-0.392746,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.36329e-09,1.54334,-0.893968,0,0,3.55271e-14,1.49161,-0.990211,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-3.11885e-09,1.60057,-0.692759,0,0,4.44089e-14,1.52359,-0.78641,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-2.1781e-09,0.0694304,0.00268234,0,0,1.77636e-15,2.73513e-07,5.29575e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,3.1971e-09,-0.0059039,-0.254617,0,0,2.88658e-15,-3.35482e-07,2.45478e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,4.39382e-09,-0.156123,0.420919,0,0,-5.55112e-15,1.44584e-07,3.67659e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,6.24895e-09,-0.0883335,0.108884,0,0,0,1.13613e-07,-3.02899e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,9.78747e-10,0.0224159,0.151979,0,0,-3.9968e-15,-3.01033e-07,8.94255e-08,0,0,False,69.0|274,411
