id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,2.70513,0.872065,3.47721,-4.70187,2.73917,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.58885,0.872065,3.47721,-4.65254,1.57269,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,2.9864,0.872065,3.47721,-4.61135,2.9717,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,3.31565,0.872065,3.47721,-4.62376,3.2836,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,2.1719,0.872065,3.47721,-4.75708,2.11455,0.873185,3.47288,-4.76879,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.94806,0.872065,3.47721,-4.75552,1.95996,0.873185,3.47288,-4.76878,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,2.76149,0.872065,3.47721,-4.793,2.8113,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,3.17534,0.872065,3.47721,-4.68845,3.15894,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.98297,0.872065,3.47721,-4.72505,1.94353,0.873185,3.47288,-4.76878,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,2.19546,0.872065,3.47721,-4.51263,2.17054,0.873185,3.47288,-4.76877,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.14602,0.872017,3.47711,-4.83572,0.662087,0.873137,3.47277,-4.76877,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,2.11253,0.872017,3.47711,-4.70168,0.662087,0.873137,3.47277,-4.76877,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.39305,0.872017,3.47711,-4.68263,0.662087,0.873137,3.47277,-4.76877,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.89278,0.872017,3.47711,-4.73561,0.662087,0.873137,3.47277,-4.76877,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,2.72772,0.872017,3.47711,-4.74017,0.662086,0.873137,3.47277,-4.76877,69.0|274,411
