id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,445.245,7.04388,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|2|1|162,445.245,6.75166,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|3|1|162,445.245,6.97438,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|4|1|162,445.245,6.9617,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|5|1|162,445.245,6.91314,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|6|1|162,445.245,6.87467,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|7|1|162,445.245,7.07163,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|cc|8|1|162,445.245,6.93337,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|sample|10|162,445.245,0.996439,6.5988,40619.9,13.1601,445.521,0.996024,6.57338,40897.6,13.1655,True,32.0|162,84
8|84|sample|11|162,445.245,1.65,1.85526,40619.9,13.1601,445.521,1.6934,1.85208,40897.6,13.1655,True,22.0|162,84
8|84|sample|12|162,445.245,1.92382,1.85526,40619.9,13.1601,445.521,1.80556,1.85208,40897.6,13.1655,True,22.0|162,84
8|84|sample|3|162,445.245,0.51502,3.26357,40619.9,13.1601,445.521,0.596528,2.60698,40897.6,13.1655,True,55.0|162,84
8|84|sample|4|162,445.245,0.541496,3.26357,40619.9,13.1601,445.521,0.624216,2.60698,40897.6,13.1655,True,55.0|162,84
8|84|sample|5|162,445.245,0.539611,3.26357,40619.9,13.1601,445.521,0.61535,2.60698,40897.6,13.1655,True,55.0|162,84
8|84|sample|6|162,445.245,0.528259,3.26357,40619.9,13.1601,445.521,0.588746,2.60698,40897.6,13.1655,True,55.0|162,84
8|84|sample|7|162,445.245,0.838816,6.5988,40619.9,13.1601,445.521,0.865014,6.57338,40897.6,13.1655,True,32.0|162,84
8|84|sample|8|162,445.245,0.928287,6.5988,40619.9,13.1601,445.521,0.905218,6.57338,40897.6,13.1655,True,32.0|162,84
8|84|sample|9|162,445.245,0.980692,6.5988,40619.9,13.1601,445.521,1.0014,6.57338,40897.6,13.1655,True,32.0|162,84
8|84|vc|1|2|162,445.245,6.85425,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|vc|2|2|162,445.245,6.80844,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|vc|3|2|162,445.245,6.92059,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
8|84|vc|4|2|162,445.245,6.83258,6.59867,40619.9,13.1601,445.521,6.90496,6.57324,40897.6,13.1655,False,69.0|162,84
