id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,5.05486e-09,-12.9415,-0.102669,0,0,0,0,-4.6431,-0.299649,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-3.26426e-10,-11.1236,-0.283267,0,0,0,0,-3.68604,-0.469742,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-2.85623e-09,-12.8268,-0.0398125,0,0,0,0,-3.59937,-0.323409,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,5.66132e-09,-15.8202,-0.399806,0,0,0,0,-3.6134,-0.341825,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-1.92195e-09,-12.5482,-0.213804,0,0,0,0,-4.04609,-0.388544,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,3.71463e-09,-15.5031,-0.370517,0,0,0,0,-3.9275,-0.409978,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-1.37653e-09,-17.4531,-0.0912465,0,0,0,0,-3.60434,-0.370068,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-1.78545e-09,-17.2741,-0.337094,0,0,0,0,-3.60004,-0.31676,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-3.84838e-09,-13.5404,-0.313281,0,0,0,0,-3.71964,-0.454877,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,1.07174e-08,-13.4567,-0.140672,0,0,0,0,-3.72668,-0.42859,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-2.19869e-09,2.47712,0.0673531,0,0,0,0,-4.46492e-08,5.92288e-08,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,4.07137e-09,0.756917,0.359232,0,0,0,0,4.73585e-07,4.87758e-08,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-2.18149e-09,-1.63169,0.287605,0,0,0,0,4.7518e-07,-1.04438e-08,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,4.52433e-09,3.36262,-0.114561,0,0,0,0,5.16859e-07,4.87654e-08,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,2.29707e-09,2.42053,-0.111173,0,0,0,0,4.94678e-07,-5.44476e-10,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,4.64129e-09,-4.15733,0.232187,0,0,0,0,-3.75042e-07,4.32282e-08,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,2.06958e-09,-4.45112,-0.250987,0,0,0,0,-9.40554e-07,5.10384e-09,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-6.57852e-09,3.58652,-0.258742,0,0,0,0,1.46354e-07,2.30345e-08,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,-4.30841e-09,6.04856,0.267859,0,0,0,0,2.92677e-07,6.49967e-08,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.48592e-09,0.12099,0.391649,0,0,0,0,-9.19822e-07,-1.96062e-08,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-4.2782e-10,-0.936491,0.0907244,0,0,0,0,-4.66155e-07,-5.44489e-08,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,3.17256e-09,0.172787,0.256767,0,0,0,0,2.4795e-07,2.68873e-08,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,3.47302e-09,3.08735,-0.10406,0,0,0,0,4.27213e-07,3.24417e-08,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,-1.19413e-09,1.2509,0.161984,0,0,0,0,7.13551e-09,-3.38836e-08,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,-5.60016e-10,4.13755,0.0325167,0,0,0,0,9.96165e-08,4.55062e-08,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,2.30302e-09,-2.57243,0.168444,0,0,0,0,-7.79648e-07,-3.00634e-08,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,3.95098e-10,-21.3035,0.432254,0,0,0,0,-2.17617,0.516089,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,2.95878e-09,-17.8481,0.615579,0,0,0,0,-2.32358,0.469736,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,-1.12795e-10,-17.7948,0.145536,0,0,0,0,-2.89006,0.165819,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,4.90785e-09,-14.1463,0.314626,0,0,0,0,-3.23738,0.151262,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,2.38653e-09,-14.0473,-0.216277,0,0,0,0,-6.08865,-0.569324,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,5.85268e-09,-16.1253,-0.74232,0,0,0,0,-6.08387,-0.568877,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,4.09922e-09,-15.0481,0.83076,0,0,0,0,-4.77395,0.309292,0,0,True,6.0|71,783
