rep,id,eta_U,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,4.97641,0,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,-1.64475,0,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0.663964,0,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0.114682,0,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,-2.40824,0,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,-1.37457,0,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,-1.42447,0,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,-0.803959,0,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,-3.1495,0,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0.235372,0,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,-1.49092,0,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,5.35488,0,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,4.91283,0,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,4.84287,0,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,5.30335,0,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,-4.34936,0,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,-7.62821,0,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,-9.77924,0,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0.323959,0,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,1.29055,0,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,5.29782,0,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,3.20015,0,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,1.63615,0,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,7.11916,0,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,4.23016,0,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,-4.31401,0,0,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,-6.59557,0,0,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,-0.416384,0,0,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,-2.6393,0,0,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,-0.679759,0,0,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,-7.48877,0,0,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,0.0108104,0,0,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,0.625809,0,0,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,0.91038,0,0,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,-3.89672,0,0,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,-2.71668,0,0,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,1.14555,0,0,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,6.29773,0,0,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,6.00352,0,0,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,5.63065,0,0,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,5.4974,0,0,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,-1.24442,0,0,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,2.80276,0,0,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,-2.11235,0,0,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,-0.75623,0,0,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,0.939589,0,0,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,-0.362825,0,0,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,0.770311,0,0,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,6.23185,0,0,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,3.4816,0,0,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,0.422491,0,0,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,0.12178,0,0,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,0,3.65004,0,0,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,0,-0.774426,0,0,0,0,False,69.0|322,488
1,8|488|cc|3|1|322,0,1.47079,0,0,0,0,False,69.0|322,488
1,8|488|cc|4|1|322,0,-0.865905,0,0,0,0,False,69.0|322,488
1,8|488|cc|5|1|322,0,-0.0807926,0,0,0,0,False,69.0|322,488
1,8|488|cc|6|1|322,0,-7.69747,0,0,0,0,False,69.0|322,488
1,8|488|cc|7|1|322,0,0.0213618,0,0,0,0,False,69.0|322,488
1,8|488|cc|8|1|322,0,1.62245,0,0,0,0,False,69.0|322,488
1,8|488|sample|10|322,0,4.57999,0,0,0,0,True,32.0|322,488
1,8|488|sample|11|322,0,-6.98675,0,0,0,0,True,22.0|322,488
1,8|488|sample|12|322,0,0.0303531,0,0,0,0,True,22.0|322,488
1,8|488|sample|3|322,0,6.3017,0,0,0,0,True,55.0|322,488
1,8|488|sample|4|322,0,7.16192,0,0,0,0,True,55.0|322,488
1,8|488|sample|5|322,0,6.37251,0,0,0,0,True,55.0|322,488
1,8|488|sample|6|322,0,6.54848,0,0,0,0,True,55.0|322,488
1,8|488|sample|7|322,0,4.56868,0,0,0,0,True,32.0|322,488
1,8|488|sample|8|322,0,5.52187,0,0,0,0,True,32.0|322,488
1,8|488|sample|9|322,0,4.61653,0,0,0,0,True,32.0|322,488
1,8|488|vc|1|2|322,0,-1.81195,0,0,0,0,False,69.0|322,488
1,8|488|vc|2|2|322,0,1.67495,0,0,0,0,False,69.0|322,488
1,8|488|vc|3|2|322,0,4.65962,0,0,0,0,False,69.0|322,488
1,8|488|vc|4|2|322,0,0.992175,0,0,0,0,False,69.0|322,488
1,8|488|vc|5|2|322,0,-4.48316,0,0,0,0,False,69.0|322,488
1,8|488|vc|6|2|322,0,4.08479,0,0,0,0,False,69.0|322,488
1,8|488|vc|7|2|322,0,7.63294,0,0,0,0,False,69.0|322,488
1,8|488|vc|8|2|322,0,3.46712,0,0,0,0,False,69.0|322,488
1,8|847|cc|1|1|69,0,-5.70551,0,0,0,0,False,69.0|69,847
1,8|847|cc|2|1|69,0,5.64911,0,0,0,0,False,69.0|69,847
1,8|847|cc|3|1|69,0,1.14653,0,0,0,0,False,69.0|69,847
1,8|847|cc|4|1|69,0,0.0595249,0,0,0,0,False,69.0|69,847
1,8|847|cc|5|1|69,0,2.04933,0,0,0,0,False,69.0|69,847
1,8|847|cc|6|1|69,0,-0.807953,0,0,0,0,False,69.0|69,847
1,8|847|cc|7|1|69,0,11.0575,0,0,0,0,False,69.0|69,847
1,8|847|cc|8|1|69,0,-3.06298,0,0,0,0,False,69.0|69,847
1,8|847|sample|10|69,0,-6.50792,0,0,0,0,True,32.0|69,847
1,8|847|sample|11|69,0,-1.66729,0,0,0,0,True,22.0|69,847
1,8|847|sample|12|69,0,0.364508,0,0,0,0,True,22.0|69,847
1,8|847|sample|3|69,0,5.01873,0,0,0,0,True,55.0|69,847
1,8|847|sample|4|69,0,4.82945,0,0,0,0,True,55.0|69,847
1,8|847|sample|5|69,0,5.43383,0,0,0,0,True,55.0|69,847
1,8|847|sample|6|69,0,5.62529,0,0,0,0,True,55.0|69,847
1,8|847|sample|7|69,0,-3.34093,0,0,0,0,True,32.0|69,847
1,8|847|sample|8|69,0,-1.91477,0,0,0,0,True,32.0|69,847
