rep,id,L_gap,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,4.37571,1.53325,0.769014,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,4.37571,1.53325,0.376306,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,4.37571,1.53325,0.735459,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,4.37571,1.53325,0.630491,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,4.37571,1.53325,0.499978,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,4.37571,1.53325,0.500256,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,4.37571,1.53325,0.530745,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,4.37571,1.53325,0.783307,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,4.37571,1.53325,0.344597,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,4.37571,1.53325,0.421961,0.095812,0.0322086,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,4.37569,1.53312,3.7768,0.095812,0.0322086,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,4.37569,1.53312,0.551565,0.095812,0.0322086,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,4.37569,1.53312,0.202188,0.095812,0.0322086,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,4.37569,1.53312,1.17834,0.095812,0.0322086,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,4.37569,1.53312,4.41162,0.095812,0.0322086,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,4.37569,1.53312,0.899164,0.095812,0.0322086,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,4.37569,1.53312,0.519756,0.095812,0.0322086,False,69.0|274,411
