rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,0,-0.460405,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,0,-0.0598858,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,0,0.666631,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,0,-0.354519,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0,0.024994,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,0,-0.559258,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,0,0.24431,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,0,0.368019,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,0,-0.00600812,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,0,0.802627,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,0.71368,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,-0.423853,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,0.26787,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,0.519464,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,0.531214,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,0.597219,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,0.291867,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,-0.135883,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-0.0746448,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,-0.819458,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,-0.610938,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,0.447233,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0,-0.920068,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0,-0.197842,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,0,0.167361,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0,-0.128779,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,0,0.192644,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,0,-0.0905488,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,0,0,-0.232735,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,0,0,0.325673,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,0,0,-0.290586,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,0,0,0.27328,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,0,0,0.534327,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,0,0,-0.860836,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,0,0,-0.0370826,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,0,0,-0.01321,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,0,0,0.719017,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,0,0,-0.440138,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,0,0,-0.689468,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0,0,0,-0.134901,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0,0,0,-0.152515,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0,0,0,-0.120029,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0,0,0,0.351139,69.0|322,152
