rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,1.08988e-08,-1.7195e-07,-12.3195,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-2.38493e-08,8.83263e-08,-14.7151,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-1.18917e-07,2.84178e-08,19.1841,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-1.87122e-07,6.01766e-09,-5.9884,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,4.62761e-08,8.02594e-08,-8.73446,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-6.37909e-08,4.26919e-09,-17.3727,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,8.14782e-08,-1.75746e-08,-4.44927,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,1.52796e-07,1.52094e-08,14.671,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-1.23268e-08,-4.65436e-08,-9.7251,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-5.48928e-08,-9.19922e-08,-22.5662,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-6.69678e-08,2.09074e-08,-0.0833052,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-1.0588e-07,-4.1832e-08,9.09606,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-1.23661e-07,-8.34426e-08,-3.71177,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,1.12732e-09,-3.48596e-08,-26.1195,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-9.50763e-09,-3.93132e-08,-18.7884,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-3.94316e-08,-3.51897e-08,11.5418,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,7.74511e-08,-2.84449e-08,3.08803,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-9.83339e-08,7.76479e-08,3.75796,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-9.08972e-09,1.91053e-08,-4.35427,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.33152e-07,5.12487e-08,25.9658,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-2.69209e-08,8.40718e-08,21.249,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-2.67839e-08,6.43601e-08,5.11981,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-3.11084e-08,2.41436e-08,14.0769,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,-6.53871e-08,3.1361e-08,0.90376,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,-1.27533e-07,1.25578e-08,-10.8848,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-7.54695e-08,-3.44809e-08,10.2193,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,-2.94102e-08,6.84652e-08,11.1342,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,-2.01695e-08,7.03672e-08,13.3876,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,1.62016e-08,1.73265e-08,3.05588,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,-1.37793e-07,-4.01022e-08,-1.92049,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,-4.56479e-08,7.08864e-08,-7.13819,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,-4.91997e-08,6.46189e-08,-5.61558,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,8.34287e-08,7.79538e-08,15.1939,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,4.61831e-08,-1.34223e-08,0.265879,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,-7.9455e-08,2.10381e-08,-7.79897,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,9.21887e-09,1.27868e-08,-5.49822,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,-1.55254e-07,4.86902e-08,-0.948988,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,-7.07075e-09,1.43571e-08,14.6559,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,-4.90966e-08,5.8628e-08,8.94913,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,1.0909e-07,-3.40002e-08,18.5046,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,1.733e-08,1.5285e-08,3.33746,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0,1.69896e-08,-4.76585e-08,4.56668,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0,8.2631e-09,6.45226e-08,4.15713,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,0,5.07187e-08,1.31488e-07,-1.62014,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,0,-4.0306e-08,-9.38368e-09,23.9883,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,0,-1.00731e-07,3.74169e-09,-8.21286,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,0,-9.84314e-08,-2.98009e-08,-13.4854,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,0,-9.99871e-08,-6.02908e-08,-6.9443,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,0,-2.50028e-07,-9.8783e-09,-10.4841,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,0,-1.75613e-08,6.76412e-08,-10.346,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,0,-1.78876e-07,5.17171e-09,32.6169,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,0,1.15565e-07,-3.51578e-08,11.747,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,0,1.30352e-08,-2.22167e-08,-4.62721,0,0,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,0,-1.20902e-07,-3.88061e-09,-6.32363,0,0,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,0,7.66629e-08,3.34646e-08,-1.4196,0,0,True,6.0|99,491
