parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_pop,114209.975012526,,nan,nan,nan,nan
beta_U_mean_cc_643_5,8.9302469532704,,2.89948411198881,32.4681291252195,3.24736,14.6131
beta_U_mean_cc_654_75,12.003964892574,,nan,nan,nan,nan
beta_U_mean_cc_695_25,9.68406869277533,,9.25451976977917,95.5643755055495,-8.45446,27.8226
beta_U_mean_cc_713_75,5.54341104019841,,3.09018916193308,55.7452647751425,-0.513248,11.6001
beta_U_mean_cc_910_0,4.46508716375683,,4.21684548821187,94.4403845559847,-3.79978,12.73
L_pop,699.348211127746,,nan,nan,nan,nan
beta_L_mean_cc_643_5,-5.60480357326014,,nan,nan,nan,nan
beta_L_mean_cc_654_75,-2.38563790623095,,0.640802210935222,26.8608328724798,-3.64159,-1.12969
beta_L_mean_cc_695_25,3.54143079033656,,0.825513772163535,23.310176621723,1.92345,5.15941
beta_L_mean_cc_713_75,3.66391184435668,,nan,nan,nan,nan
beta_L_mean_cc_910_0,19.9460163847846,,nan,nan,nan,nan
alpha_pop,0.411296456280671,,0.065812117865026,16.0011390470419,0.30231,0.559575
beta_alpha_mean_cc_643_5,-3.28365965857639,,0.173585669892259,5.2863477930449,-3.62388,-2.94344
beta_alpha_mean_cc_654_75,-4.37912213531297,,0.161264792944302,3.68258267208107,-4.6952,-4.06305
beta_alpha_mean_cc_695_25,0.267984810026521,,0.167323780643635,62.4377854204035,-0.0599638,0.595933
beta_alpha_mean_cc_713_75,-4.5650812524314,,0.173338738226843,3.79705702137332,-4.90482,-4.22534
beta_alpha_mean_cc_910_0,1.31958537478944,,0.166195217159624,12.5945028138966,0.993849,1.64532
omega_U,0.749208694386229,0.000655992345943563,nan,nan,nan,nan
omega_L,0.13641086683452,0.0195054287212014,nan,nan,nan,nan
omega_alpha,0.0096943999042492,0.969462768199963,nan,nan,nan,nan
acc,2.22044604925031e-16,,906.804328238001,4.08388363475062e+20,5.94634e-22,8.29145e-11
bcc,0.133820775462075,,1.26441194891009,944.854746614762,0.00685428,2.61267
avc,17757.6566543282,,7137.18550396866,40.1921584750826,8703.86,36229.2
bvc,2.22044604925031e-16,,0.0707444463787811,3.18604662350011e+16,2.67599e-21,1.84245e-11
