id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.546187,1.48018,-7.36796,0.517846,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.297796,1.48018,-7.36796,0.294408,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.588947,1.48018,-7.36796,0.582331,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.647232,1.48018,-7.36796,0.618218,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.404201,1.48018,-7.36796,0.39955,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.367422,1.48018,-7.36796,0.372881,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.552303,1.48018,-7.36796,0.528574,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.633234,1.48018,-7.36796,0.618557,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.362921,1.48018,-7.36796,0.356562,1.47608,-7.37498,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.40218,1.48018,-7.36796,0.40974,1.47608,-7.37498,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.36306,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.422674,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.517067,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.3965,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.33059,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.436631,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.533587,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.359608,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.353986,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.35468,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.445357,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.622382,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.324739,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.301268,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.375441,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.386193,1.48007,-7.3708,0.137022,1.47598,-7.37783,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.190963,1.1341,-7.37061,0.184752,1.13764,-7.37764,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.206044,1.1341,-7.37061,0.205776,1.13764,-7.37764,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.203334,1.1341,-7.37061,0.199118,1.13764,-7.37764,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.186919,1.1341,-7.37061,0.178162,1.13764,-7.37764,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.114685,1.48018,-7.37059,0.108716,1.47609,-7.37762,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.119043,1.48018,-7.37059,0.119881,1.47609,-7.37762,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.11795,1.48018,-7.37059,0.113216,1.47609,-7.37762,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.149473,1.48018,-7.37059,0.14432,1.47609,-7.37762,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.258801,1.48018,-7.3706,0.244013,1.47609,-7.37762,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.288136,1.48018,-7.3706,0.275457,1.47609,-7.37762,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.504123,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.724601,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.433334,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.416748,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.459215,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.316371,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.466669,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.530111,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.43234,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0.405284,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0.360961,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.321162,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.428796,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.447847,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.419607,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.509559,1.48009,-7.37058,0.137022,1.476,-7.37761,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.143511,1.8556,-7.37058,0.143904,1.84232,-7.37761,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.144307,1.8556,-7.37058,0.140403,1.84232,-7.37761,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.150321,1.8556,-7.37058,0.142735,1.84232,-7.37761,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.143079,1.8556,-7.37058,0.135792,1.84232,-7.37761,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.0258964,1.48018,-7.37054,0.0251337,1.47608,-7.37757,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.0315613,1.48018,-7.37054,0.0310676,1.47608,-7.37757,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.0500085,1.48018,-7.37054,0.0477854,1.47608,-7.37757,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.0521169,1.48018,-7.37054,0.0515448,1.47608,-7.37757,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0.119622,1.81394,-7.37055,0.121766,1.82116,-7.37758,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0.108783,1.81394,-7.37055,0.109227,1.82116,-7.37758,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0.446086,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.468818,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0.567522,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.562191,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0.314407,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0.359154,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0.437258,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0.374913,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0.44838,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0.459416,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0.324405,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0.293634,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0.664177,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,0.375646,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,0.486516,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0.320917,1.48017,-7.37007,0.137022,1.47608,-7.3771,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,9.23667,1.48018,-7.37097,10.1427,1.47608,-7.37801,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,11.0061,1.48018,-7.37097,10.9399,1.47608,-7.37801,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,2.09015,1.48018,-7.37097,2.15684,1.47608,-7.37801,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,2.29164,1.48018,-7.37097,2.23942,1.47608,-7.37801,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,0.0223394,2.05948,-7.37057,0.0215395,2.07746,-7.3776,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,0.0226961,2.05948,-7.37057,0.0222089,2.07746,-7.3776,32.0|292,462
