id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,92192,769.639,1.5517,0.383437,0.255694,91896.5,769.639,1.5517,0.400155,0.260924,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,92192,769.639,1.5517,0.231258,0.255694,91896.5,769.639,1.5517,0.22622,0.260924,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,92192,769.639,1.5517,0.472204,0.255694,91896.5,769.639,1.5517,0.448092,0.260924,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,92192,769.639,1.5517,0.516944,0.255694,91896.5,769.639,1.5517,0.495282,0.260924,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,92192,769.639,1.5517,0.310672,0.255694,91896.5,769.639,1.5517,0.309231,0.260924,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,92192,769.639,1.5517,0.287251,0.255694,91896.5,769.639,1.5517,0.286856,0.260924,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,92192,769.639,1.5517,0.409295,0.255694,91896.5,769.639,1.5517,0.415505,0.260924,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,92192,769.639,1.5517,0.482488,0.255694,91896.5,769.639,1.5517,0.471887,0.260924,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,92192,769.639,1.5517,0.288778,0.255694,91896.5,769.639,1.5517,0.288751,0.260924,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,92192,769.639,1.5517,0.337576,0.255694,91896.5,769.639,1.5517,0.322906,0.260924,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,57627,766.878,-0.397621,15.4903,0.255694,57671.9,766.878,-0.397621,0.999997,0.260924,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,57627,766.878,-0.397621,6.6418,0.255694,57671.9,766.878,-0.397621,1,0.260924,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,57627,766.878,-0.397621,88.7827,0.255694,57671.9,766.878,-0.397621,1,0.260924,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,57627,766.878,-0.397621,9.72842,0.255694,57671.9,766.878,-0.397621,1.00001,0.260924,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,57627,766.878,-0.397621,13.3269,0.255694,57671.9,766.878,-0.397621,1,0.260924,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,57627,766.878,-0.397621,7.9854,0.255694,57671.9,766.878,-0.397621,1,0.260924,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,57627,766.878,-0.397621,18.2846,0.255694,57671.9,766.878,-0.397621,0.996909,0.260924,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,57627,766.878,-0.397621,15.6481,0.255694,57671.9,766.878,-0.397621,1,0.260924,False,69.0|274,411
