id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,674.193,0.827894,1.49498,172.354,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|2|1|162,674.193,0.827894,2.25968,152.146,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|3|1|162,674.193,0.827894,2.52219,183.507,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|4|1|162,674.193,0.827894,2.771,202.545,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|5|1|162,674.193,0.827894,2.6801,154.49,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|6|1|162,674.193,0.827894,2.22076,146.828,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|7|1|162,674.193,0.827894,1.9009,222.731,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|cc|8|1|162,674.193,0.827894,1.48141,183.302,18.6689,6.28254,675.86,0.830967,0.71916,82.3027,18.7876,6.28294,False,69.0|162,84
8|84|sample|10|162,674.193,0.828,0.490737,4.93004,18.6689,6.28254,675.86,0.831073,0.517235,3.57286,18.7876,6.28294,True,32.0|162,84
8|84|sample|11|162,674.193,0.827916,0.310553,5.99451,18.6689,6.28254,675.86,0.830989,0.214269,5.09507,18.7876,6.28294,True,22.0|162,84
8|84|sample|12|162,674.193,0.827916,0.439198,5.43018,18.6689,6.28254,675.86,0.830989,0.4736,3.53889,18.7876,6.28294,True,22.0|162,84
8|84|sample|3|162,674.193,0.82788,0.228512,3.21659,18.6689,6.28254,675.86,0.830953,0.306593,1.96591,18.7876,6.28294,True,55.0|162,84
8|84|sample|4|162,674.193,0.82788,0.696619,1.73189,18.6689,6.28254,675.86,0.830953,0.423361,1.73339,18.7876,6.28294,True,55.0|162,84
8|84|sample|5|162,674.193,0.82788,1.69996,0.881691,18.6689,6.28254,675.86,0.830953,1.66594,0.854781,18.7876,6.28294,True,55.0|162,84
8|84|sample|6|162,674.193,0.82788,1.59366,0.836225,18.6689,6.28254,675.86,0.830953,1.10841,0.912618,18.7876,6.28294,True,55.0|162,84
8|84|sample|7|162,674.193,0.828,0.409199,5.75425,18.6689,6.28254,675.86,0.831073,0.345344,4.10746,18.7876,6.28294,True,32.0|162,84
8|84|sample|8|162,674.193,0.828,0.374422,7.36036,18.6689,6.28254,675.86,0.831073,0.436028,3.67963,18.7876,6.28294,True,32.0|162,84
8|84|sample|9|162,674.193,0.828,0.155254,10.9469,18.6689,6.28254,675.86,0.831073,0.356632,4.53093,18.7876,6.28294,True,32.0|162,84
8|84|vc|1|2|162,674.193,0.827894,7.00442,136.822,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|vc|2|2|162,674.193,0.827894,2.50663,191.768,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|vc|3|2|162,674.193,0.827894,2.00225,161.933,18.6689,6.28254,675.86,0.830967,0.71916,82.3027,18.7876,6.28294,False,69.0|162,84
8|84|vc|4|2|162,674.193,0.827894,2.83828,203.758,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|vc|5|2|162,674.193,0.827894,2.56557,149.562,18.6689,6.28254,675.86,0.830967,0.71916,82.3027,18.7876,6.28294,False,69.0|162,84
8|84|vc|6|2|162,674.193,0.827894,3.0338,161.312,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|vc|7|2|162,674.193,0.827894,1.88765,141.97,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|84|vc|8|2|162,674.193,0.827894,2.06534,154.446,18.6689,6.28254,675.86,0.830967,0.71916,82.3026,18.7876,6.28294,False,69.0|162,84
8|719|cc|1|1|274,674.193,0.827918,1.70903,150.629,18.6689,6.28252,675.86,0.830991,0.71916,82.3027,18.7876,6.28292,False,69.0|274,719
8|719|cc|2|1|274,674.193,0.827918,2.21921,150.477,18.6689,6.28252,675.86,0.830991,0.71916,82.3027,18.7876,6.28292,False,69.0|274,719
8|719|cc|3|1|274,674.193,0.827918,2.07239,126.838,18.6689,6.28252,675.86,0.830991,0.71916,82.3027,18.7876,6.28292,False,69.0|274,719
8|719|cc|4|1|274,674.193,0.827918,3.10203,140.035,18.6689,6.28252,675.86,0.830991,0.71916,82.3026,18.7876,6.28292,False,69.0|274,719
