id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,3.29608,0.852777,3.86472,-0.446158,3.25605,0.853483,3.8506,-0.431357,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,2.03158,0.852777,3.86472,-0.438535,1.98964,0.853483,3.8506,-0.431361,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,3.53807,0.852777,3.86472,-0.434827,3.50172,0.853483,3.8506,-0.431362,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,3.82181,0.852777,3.86472,-0.450172,3.79199,0.853483,3.8506,-0.431342,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,2.60241,0.852777,3.86472,-0.457525,2.58018,0.853483,3.8506,-0.431404,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,2.44569,0.852777,3.86472,-0.417708,2.41705,0.853483,3.8506,-0.431384,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,3.32773,0.852777,3.86472,-0.44137,3.30969,0.853483,3.8506,-0.43135,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,3.75367,0.852777,3.86472,-0.439592,3.70111,0.853483,3.8506,-0.431362,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,2.39408,0.852777,3.86472,-0.425468,2.37743,0.853483,3.8506,-0.431374,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,2.6557,0.852777,3.86472,-0.449001,2.62972,0.853483,3.8506,-0.43135,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.80151,0.852777,3.86472,-0.437671,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,2.73408,0.852777,3.86472,-0.420086,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.75964,0.852777,3.86472,-0.437498,2.75379,0.853483,3.8506,-0.431365,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,2.79909,0.852777,3.86472,-0.44239,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,2.70324,0.852777,3.86472,-0.426971,2.75379,0.853483,3.8506,-0.431365,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,2.7437,0.852777,3.86472,-0.427214,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,2.81076,0.852777,3.86472,-0.449709,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,2.79955,0.852777,3.86472,-0.436816,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,2.79642,0.852777,3.86472,-0.43779,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,2.76912,0.852777,3.86472,-0.423121,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,2.82743,0.852777,3.86472,-0.426987,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,2.72107,0.852777,3.86472,-0.444051,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,2.78972,0.852777,3.86472,-0.445455,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,2.80979,0.852777,3.86472,-0.437003,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,2.7754,0.852777,3.86472,-0.435586,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,2.745,0.852777,3.86472,-0.430651,2.75379,0.853483,3.8506,-0.431364,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.694554,0.734477,2.2924,-4.35769,0.697818,0.733848,2.2986,-4.37186,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.766382,0.734477,2.2924,-4.3735,0.762639,0.733848,2.2986,-4.37186,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.756218,0.734477,2.2924,-4.36719,0.760469,0.733848,2.2986,-4.37186,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.703304,0.734477,2.2924,-4.35256,0.698105,0.733848,2.2986,-4.37186,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.219042,0.701916,2.2924,-4.36697,0.217712,0.701316,2.2986,-4.37186,28.0|322,152
