rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,9.03556e-09,1.05317,3.63814e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,-7.88252e-08,1.05127,-6.39438e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,5.90921e-08,0.55904,-6.79003e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,2.22547e-08,1.00392,2.08336e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-5.94679e-09,1.11814,8.38419e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,3.01262e-08,1.09878,5.39702e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-3.48002e-08,0.946522,2.20522e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-3.72099e-08,1.02521,2.02496e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,-2.80043e-08,1.13281,-2.16734e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,3.79571e-08,1.08169,3.02261e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,4.61993e-10,0.0550262,4.14747e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-1.69555e-08,-0.543307,-5.43326e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-4.03346e-08,-3.35625,-1.20509e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-1.19158e-07,-0.684431,-6.29267e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,5.48772e-08,-0.708055,-3.2372e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,3.87374e-08,0.656765,3.57459e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,2.47762e-08,-0.447129,2.10172e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-1.39154e-07,0.352501,4.54259e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,4.13234e-08,-0.650416,-8.56956e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,3.80324e-08,-1.37548,6.38933e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,9.85559e-08,1.19147,-2.2398e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,6.31914e-08,2.42756,-1.77521e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-2.32617e-08,0.220862,2.74219e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-9.26501e-10,-0.466206,-3.63453e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,2.56624e-08,-0.228708,5.20614e-08,0,0,False,69.0|274,411
