id,importanceSampling
411|4,142.393704
411|3,137.606380
411|5,163.657162
411|6,162.332441
411|8,141.204977
411|7,140.160706
411|9,161.583158
411|10,163.364417
411|12,139.168377
411|11,140.020887
411|1,83.993171
411|2,143.538151
783|3,177.725891
783|4,179.227448
783|5,181.663008
783|6,182.036317
783|7,139.351065
783|8,139.529737
783|10,178.264986
783|9,178.381280
783|12,135.850088
783|11,134.943146
783|1,81.768089
783|2,147.192962
491|10,150.105650
491|9,149.289701
491|12,148.055412
491|11,150.188914
491|4,157.129103
491|3,155.401430
491|6,172.580376
491|5,173.188001
491|7,139.877765
491|8,138.487820
491|1,64.217118
491|2,156.076978
433|4,164.236790
433|3,147.409799
433|6,161.983024
433|5,170.680394
433|8,138.260971
433|7,144.911915
433|10,152.825413
433|9,148.635977
433|11,155.257551
433|12,179.841923
433|1,64.683054
433|2,148.397284
297|3,175.173178
297|4,177.869578
297|5,140.706438
297|6,140.175904
297|8,151.825648
297|7,151.626234
297|9,147.971396
297|10,143.321020
297|12,179.937097
297|11,171.216611
297|1,67.949438
297|2,146.306771
183|4,135.850594
183|3,143.819360
183|6,129.511089
183|5,130.186531
183|7,134.640284
183|8,136.368526
183|10,130.955321
183|9,131.711210
183|12,134.961828
183|11,134.637150
183|1,88.136814
183|2,120.850769
705|3,143.133116
705|4,142.773722
705|5,143.384743
705|6,143.032150
705|7,145.608088
705|8,143.497510
705|10,129.543539
705|9,134.068452
705|12,129.141928
705|11,129.217534
705|1,67.302230
705|2,125.780315
555|4,161.527788
555|3,163.012396
555|5,162.362893
555|6,165.032427
555|7,137.010908
555|8,137.460598
555|9,161.313459
555|10,161.856009
555|12,132.019412
555|11,130.189051
555|1,80.115747
555|2,132.084327
394|5,151.567230
394|6,150.897769
394|7,162.124501
394|8,164.085426
394|10,144.640418
394|9,144.038087
394|12,151.169838
394|11,152.938493
394|3,208.078474
394|4,204.948560
394|1,63.418905
394|2,137.316267
1099|3,125.790591
1099|4,124.391400
1099|5,139.465101
1099|6,140.609099
1099|8,141.810392
1099|7,139.484700
1099|9,124.473390
1099|10,125.890542
1099|11,135.782426
1099|12,136.899910
1099|1,67.594307
1099|2,120.314655
611|4,147.815507
611|3,148.134511
611|5,142.902442
611|6,144.335905
611|7,147.162549
611|8,152.534875
611|9,134.901998
611|10,135.184749
611|12,155.216059
611|11,151.682197
611|1,67.799526
611|2,125.016590
84|5,194.387408
84|6,187.021652
84|4,176.804215
84|3,175.628162
84|9,159.812421
84|10,159.749574
84|7,170.461778
84|8,168.355113
84|12,159.744821
84|11,161.540606
84|1,76.875784
84|2,148.755333
1042|8,155.279228
1042|7,157.867922
1042|6,161.429051
1042|5,160.910556
1042|12,153.857455
1042|11,155.043814
1042|9,163.473338
1042|10,161.956171
1042|4,156.890558
1042|3,155.312235
1042|1,82.953929
1042|2,148.937768
719|5,162.933511
719|6,163.356480
719|3,172.965223
719|4,173.125081
719|10,156.370854
719|9,155.775098
719|8,163.727566
719|7,163.925961
719|12,158.003853
719|11,155.664602
719|1,80.397988
719|2,144.914650
863|7,147.960542
863|8,146.137901
863|6,156.937604
863|5,154.541229
863|11,145.440772
863|12,144.750086
863|9,153.852382
863|10,151.852636
863|3,146.700273
863|4,149.591110
863|1,79.879786
863|2,143.668476
488|6,173.491999
488|5,173.258830
488|4,177.935191
488|3,177.741978
488|10,213.842629
488|9,211.480627
488|8,195.702773
488|7,194.486332
