id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.164691,0,0,0.152615,0,0,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.413041,0,0,-0.41739,0,0,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.259863,0,0,0.255394,0,0,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.335047,0,0,0.342069,0,0,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.120183,0,0,-0.103583,0,0,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.189956,0,0,-0.178806,0,0,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.191554,0,0,0.174416,0,0,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.327577,0,0,0.314121,0,0,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.19361,0,0,-0.2062,0,0,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.0886619,0,0,-0.0760932,0,0,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.140934,0,0,-2.89302e-07,0,0,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.0397587,0,0,-4.77367e-09,0,0,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.260726,0,0,2.75807e-07,0,0,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0946994,0,0,-9.63598e-08,0,0,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.0997707,0,0,-1.90858e-07,0,0,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.0580885,0,0,1.38967e-07,0,0,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0622682,0,0,6.76522e-08,0,0,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0059341,0,0,-6.18369e-08,0,0,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.0132944,0,0,-1.33266e-07,0,0,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.0381944,0,0,-2.06522e-07,0,0,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0648632,0,0,2.06529e-07,0,0,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0503927,0,0,-9.1907e-08,0,0,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.174326,0,0,-4.5168e-08,0,0,69.0|274,411
