rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,0.97414,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,0.481722,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,1.13471,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,1.13515,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0.516069,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,0.7353,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,0.877183,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,0.904802,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,0.643964,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,0.684155,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0.79384,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0.133531,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-3.16284,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0.929067,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,2.90809,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-0.090215,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-4.10226,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-0.345916,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-5.99368,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,1.84107,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-1.82215,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,1.41217,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-1.54651,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-1.68706,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,4.18054,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,3.92565,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,5.07464,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,4.89449,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,4.32773,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,4.53066,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,-1.09873,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,-0.889459,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,5.10405,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,5.12183,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,-2.44348,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,-2.46952,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-1.2414,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,0,4.83487,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,0,-6.54681,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,0,0.708874,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,0,-3.72523,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0,0,4.09266,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0,0,-0.962106,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,0,0,1.32487,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,0,0,2.23005,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,0,0,2.37825,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,0,0,-3.35673,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,0,0,5.00415,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,0,0,-1.78212,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,0,0,-3.28707,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,0,0,-2.29538,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,0,0,-2.19228,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,0,0,-3.24626,0,0,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,0,0,-3.37784,0,0,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,0,0,-1.40441,0,0,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,0,0,-0.903897,0,0,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,0,0,-0.824231,0,0,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,0,0,-0.625066,0,0,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,0,0,0.652102,0,0,True,44.0|99,491
