id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,1.07419,0,0,0,0,1.03288,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,0.507613,0,0,0,0,0.457062,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,1.14787,0,0,0,0,1.12683,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.22224,0,0,0,0,1.19855,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,0.740907,0,0,0,0,0.774323,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,0.772699,0,0,0,0,0.701889,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,1.06465,0,0,0,0,1.03674,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,1.18863,0,0,0,0,1.17814,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,0.63965,0,0,0,0,0.597946,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,0.827925,0,0,0,0,0.779257,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-0.0385941,0,0,0,0,1.08319e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-0.231598,0,0,0,0,-2.43371e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0.0327737,0,0,0,0,9.77712e-08,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-0.148462,0,0,0,0,-1.68395e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0.149923,0,0,0,0,1.10445e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0.0683944,0,0,0,0,1.63895e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0.266571,0,0,0,0,-1.54219e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0.336577,0,0,0,0,5.64317e-08,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0.34577,0,0,0,0,2.04255e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0.416019,0,0,0,0,-1.7073e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-0.113122,0,0,0,0,1.47238e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0.146435,0,0,0,0,1.28268e-08,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0.0922232,0,0,0,0,2.53745e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0.0716475,0,0,0,0,3.08052e-08,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-0.0943161,0,0,0,0,-8.79014e-08,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0.343611,0,0,0,0,1.50815e-08,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,5.25209,0,0,0,0,5.00794,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,5.12685,0,0,0,0,5.03425,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,4.64529,0,0,0,0,4.54358,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,4.59972,0,0,0,0,4.5375,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,0,-1.18746,0,0,0,0,-1.17591,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,0,-0.952437,0,0,0,0,-1.01206,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,0,5.03849,0,0,0,0,5.00609,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,0,5.0813,0,0,0,0,5.03728,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,0,-2.37618,0,0,0,0,-2.4154,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,0,-2.38408,0,0,0,0,-2.4087,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-0.291456,0,0,0,0,1.60719e-07,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,0,-0.140079,0,0,0,0,-5.56613e-08,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0,0,-0.0445452,0,0,0,0,1.67766e-07,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0,0,0.261124,0,0,0,0,-9.34918e-09,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,0,0,-0.287893,0,0,0,0,-1.66286e-07,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,0,0,0.0109279,0,0,0,0,-1.07153e-07,0,0,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,0,0,-0.179143,0,0,0,0,1.63503e-07,0,0,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,0,0,0.139132,0,0,0,0,-1.35791e-07,0,0,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,0,0,-0.0599788,0,0,0,0,-8.25484e-08,0,0,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,0,0,-0.0879687,0,0,0,0,1.48479e-07,0,0,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,0,0,-0.317815,0,0,0,0,-8.35875e-08,0,0,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,0,0,0.222233,0,0,0,0,-1.7971e-07,0,0,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,0,0,0.209884,0,0,0,0,-1.68662e-08,0,0,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,0,0,-0.213886,0,0,0,0,-4.7145e-08,0,0,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,0,0,0.300514,0,0,0,0,-2.45999e-07,0,0,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,0,0,0.179736,0,0,0,0,-1.23725e-07,0,0,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,0,0,-3.39657,0,0,0,0,-3.39951,0,0,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,0,0,-3.34926,0,0,0,0,-3.33976,0,0,True,6.0|99,491
