id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,eta_alpha_SAEM,f_mode,h_mode,s_mode,L_gap_mode,eta_alpha_mode,mab_virus,run_id
411|4,2.01323,0.900476,2.86359,-175.85,-0.064548,1.96172,0.900476,2.86876,-175.85,-0.0561327,70.0|274,411
411|3,1.13905,0.900476,2.86359,-175.85,-0.0629143,1.11991,0.900476,2.86876,-175.85,-0.0620415,70.0|274,411
411|5,2.17929,0.900476,2.86359,-175.85,-0.0600363,2.12846,0.900476,2.86876,-175.85,-0.0554452,70.0|274,411
411|6,2.42093,0.900476,2.86359,-175.85,-0.0686888,2.35656,0.900476,2.86876,-175.85,-0.0609185,70.0|274,411
411|8,1.54354,0.900476,2.86359,-175.85,-0.0561226,1.51163,0.900476,2.86876,-175.85,-0.0536983,70.0|274,411
411|7,1.42783,0.900476,2.86359,-175.85,-0.049853,1.39998,0.900476,2.86876,-175.85,-0.0567608,70.0|274,411
411|9,2.07261,0.900476,2.86359,-175.85,-0.0523001,2.01144,0.900476,2.86876,-175.85,-0.0563085,70.0|274,411
411|10,2.35129,0.900476,2.86359,-175.85,-0.053586,2.25764,0.900476,2.86876,-175.85,-0.0550504,70.0|274,411
411|12,1.38485,0.900476,2.86359,-175.85,-0.0326452,1.37032,0.900476,2.86876,-175.85,-0.0468969,70.0|274,411
411|11,1.58703,0.900476,2.86359,-175.85,-0.0566132,1.55513,0.900476,2.86876,-175.85,-0.0558196,70.0|274,411
411|1,255.617,3.7519,2.86359,-174.692,-0.0413588,1,3.7519,2.86876,-174.692,-0.0486735,69.0|274,411
411|2,1407.92,3.7519,2.86359,-174.692,-0.0283497,1,3.7519,2.86876,-174.692,-0.0264474,69.0|274,411
152|8,2.54909,0.542942,4.1397,-178.809,-0.0332434,2.45386,0.542942,4.12333,-178.809,-0.0274233,65.0|322,152
152|7,2.95156,0.542942,4.1397,-178.809,-0.0214052,2.79018,0.542942,4.12333,-178.809,-0.0277795,65.0|322,152
