id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.0307,0,1.23828,1.11864e-08,1.16719,0,1.32882,3.28626e-14,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.801112,0,1.45781,-2.48519e-09,0.735896,0,1.40757,-1.06581e-14,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.05364,0,1.2133,-7.12502e-09,1.21525,0,1.30717,2.88658e-14,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.885155,0,1.0503,5.77301e-09,0.714536,0,0.953301,8.61533e-14,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.14838,0,1.48268,-1.43354e-08,0.919996,0,1.33678,-1.86517e-14,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.778564,0,1.29457,6.96847e-09,1.02133,0,1.44894,-5.55112e-14,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.09733,0,1.27259,5.69202e-09,0.891254,0,1.14629,-8.88178e-14,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.32972,0,1.34934,-5.40175e-09,1.32564,0,1.33838,-6.08402e-14,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.694717,0,1.26175,-5.01223e-09,0.488818,0,1.13298,-2.66454e-14,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.874475,0,1.29888,-1.36764e-09,0.710256,0,1.19212,-6.92779e-14,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0108899,0,0.122467,7.98655e-09,1.62063e-07,0,2.7782e-07,-4.44089e-16,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.00292565,0,-0.00378982,-5.03175e-09,-0.00271778,0,-0.00383937,4.49463e-12,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.0918421,0,0.168948,-4.07214e-09,-8.04709e-09,0,-8.09998e-08,1.59872e-14,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0507126,0,0.181117,4.71095e-09,3.15655e-07,0,-2.75829e-07,-6.21725e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.124499,0,0.161972,-9.81303e-09,-6.40292e-08,0,-1.53658e-07,-3.9968e-14,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.150946,0,0.270658,3.1782e-10,-7.18434e-08,0,-4.12951e-07,-6.66134e-15,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.00907979,0,-0.100944,-3.66938e-09,-2.4062e-07,0,-7.68463e-08,9.32587e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.0679052,0,0.189641,1.17493e-08,9.16117e-08,0,-2.23797e-07,1.77636e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.0925797,0,0.300348,-3.23385e-09,7.17985e-08,0,-6.35617e-07,5.77316e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.000536406,0,-0.0383417,-8.49733e-09,-1.72863e-07,0,6.68344e-08,4.44089e-15,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.0448745,0,0.165208,5.36175e-09,1.81042e-07,0,-3.0084e-07,2.13163e-14,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0643431,0,-0.0108084,1.88513e-09,1.32116e-07,0,6.99532e-09,1.68754e-14,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0180962,0,-0.0198487,1.95636e-09,3.58864e-07,0,-2.59814e-07,1.28786e-14,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.0542124,0,0.210983,-1.23233e-09,1.96171e-07,0,3.58169e-08,0,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.0789978,0,0.129498,-8.67813e-10,-3.06355e-07,0,5.36931e-08,-1.77636e-15,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.11305,0,-0.295907,-4.77025e-09,3.60651e-08,0,-3.17858e-07,-2.26485e-14,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,-0.653828,0,0.619709,1.0332e-08,-0.609192,0,0.652078,-3.9968e-15,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,-0.692214,0,0.56913,5.17481e-09,-0.645644,0,0.583725,1.64313e-14,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,-1.33559,0,0.282094,1.56612e-09,-1.2785,0,0.315873,1.78968e-13,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-1.07244,0,0.436826,1.16125e-08,-1.20719,0,0.386812,2.66454e-13,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-1.57164,0,0.847333,2.44889e-09,-1.52285,0,0.867126,1.01696e-13,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-0.69229,0,1.13142,-1.01461e-08,-0.733767,0,1.12173,8.21565e-14,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-0.9217,0,1.0512,1.12535e-08,-0.761283,0,1.1222,9.32587e-14,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-0.612156,0,1.10186,9.90145e-10,-0.656111,0,1.08421,-2.53131e-14,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-1.29605,0,0.468983,6.72957e-09,-1.44586,0,0.401625,-2.13163e-14,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,-0.909089,0,0.578582,3.00947e-09,-1.06,0,0.51676,-8.12683e-14,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,-0.00737682,0,-0.259491,-8.73546e-09,-2.60158e-07,0,-1.91963e-07,-2.84217e-14,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.019426,0,0.00973904,4.34845e-09,2.32592e-07,0,-5.44559e-07,-2.26485e-14,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,-0.0661987,0,0.0774718,5.19843e-10,-2.60587e-07,0,2.89434e-08,4.44089e-16,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.038565,0,-0.0157813,-1.31857e-09,-3.32432e-07,0,1.87769e-07,-2.88658e-14,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-0.0567117,0,0.12201,1.92664e-10,1.91676e-07,0,-6.64221e-07,4.44089e-16,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-0.00956635,0,-0.00772971,1.12118e-09,1.01314e-07,0,1.88763e-07,1.42109e-14,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.0121507,0,0.0252838,2.31288e-09,4.43212e-08,0,-8.28225e-08,-2.22045e-15,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.0532546,0,-0.20975,-7.24442e-09,-6.9696e-08,0,2.65012e-07,1.33227e-15,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,-0.00727509,0,0.0410091,8.93888e-10,-2.61058e-07,0,-2.03099e-07,-5.77316e-15,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0.0928947,0,0.162997,6.53146e-10,1.96335e-07,0,2.68713e-07,6.66134e-15,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-0.0393394,0,-0.133329,-2.64498e-09,-2.39948e-07,0,6.93143e-08,-2.53131e-14,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,-0.152703,0,0.158125,7.96844e-09,-1.65679e-07,0,-4.20635e-07,-1.33227e-15,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.0691744,0,-0.069215,-7.25795e-09,3.75306e-07,0,-2.36714e-08,1.37668e-14,69.0|322,152
