id,eta_f_SAEM,eta_h_SAEM,eta_L_SAEM,eta_U_diff_SAEM,eta_alpha_SAEM,eta_m_SAEM,eta_f_mean,eta_h_mean,eta_L_mean,eta_U_diff_mean,eta_alpha_mean,eta_m_mean,eta_f_mode,eta_h_mode,eta_L_mode,eta_U_diff_mode,eta_alpha_mode,eta_m_mode,eta_f_sd,eta_h_sd,eta_L_sd,eta_U_diff_sd,eta_alpha_sd,eta_m_sd,goes_down,mab_virus,run_id
411|4,-0.647862,0.221414,-4.10195e-08,0.418962,-0.199054,0.0177609,-0.60954,0.24654,-5.85823e-09,-0.584312,-0.156825,0.0174102,-0.645782,0.227121,-1.06581e-14,0.00805833,-0.103253,0.0209957,0.123663,0.108209,1.30558e-07,7.07231,0.195003,0.0191825,True,70.0|274,411
411|3,-1.21558,0.242817,2.98733e-08,-1.45906,-0.3968,0.023333,-1.20562,0.239744,7.58324e-09,-1.21268,-0.357538,0.0153555,-1.22132,0.226764,6.92779e-14,0.00236276,-0.303948,0.0170691,0.121058,0.106839,1.26736e-07,6.51703,0.17877,0.0183647,True,70.0|274,411
411|5,-0.244432,0.250504,-4.57745e-09,9.0472,-0.0134342,-0.0351011,-0.570927,0.0606246,4.82783e-09,0.740015,0.112041,-0.0126006,-0.663499,0.0485521,-1.95399e-14,0.0324856,0.118883,-0.000705025,0.183278,0.156302,1.36608e-07,7.27925,0.280084,0.0250241,True,70.0|274,411
411|6,-0.746464,-0.0381262,3.06503e-08,-2.66304,-0.220005,-0.00653564,-0.701685,-0.0465209,-3.00617e-09,-2.14996,-0.164428,-0.0140116,-0.716248,-0.044634,1.77636e-15,0.0013501,-0.130933,-0.0117116,0.12309,0.107665,1.31725e-07,6.47024,0.257552,0.0220249,True,70.0|274,411
411|8,-0.669751,0.361844,2.8906e-08,5.8193,-0.177407,0.0074371,-0.868079,0.237169,-3.51376e-09,-0.237945,-0.024913,0.0117858,-0.895737,0.230933,-5.50671e-14,0.0073324,0.031705,0.0164451,0.127476,0.101689,1.28106e-07,6.60012,0.214341,0.0198095,True,70.0|274,411
411|7,-0.973293,0.221764,1.41461e-08,0.602258,-0.10175,0.0151175,-0.919543,0.282437,-1.75879e-08,-1.72868,-0.143186,0.0197907,-0.931441,0.274027,2.4869e-14,0.00536159,-0.100761,0.0220125,0.108274,0.110374,1.38089e-07,6.49289,0.188297,0.0178676,True,70.0|274,411
411|9,-0.802373,-0.0110584,-1.88805e-08,-2.02721,0.114275,-0.00281937,-0.75841,0.058309,1.19984e-09,-1.23917,0.0171032,0.00306631,-0.795951,0.0495419,9.76996e-15,0.00918204,0.0334846,0.0074311,0.121808,0.110027,1.32161e-07,6.50739,0.241835,0.0217036,True,70.0|274,411
411|10,-0.447097,-0.0157785,-2.68436e-09,-0.355547,0.316103,-0.0314929,-0.49811,0.0278776,6.67709e-09,-1.5079,0.190072,-0.0194065,-0.529026,0.0292358,-2.30926e-14,0.0156863,0.222602,-0.0163557,0.150562,0.141397,1.29132e-07,6.89484,0.242309,0.0230048,True,70.0|274,411
411|12,-1.01921,0.179376,5.49515e-09,-1.06492,-0.0456227,0.0151197,-1.0332,0.163272,-2.32986e-09,-0.496301,-0.116702,0.0106494,-1.06521,0.150528,-5.32907e-15,0.0032015,-0.0604437,0.0155364,0.150392,0.099949,1.32474e-07,7.12296,0.136555,0.02172,True,70.0|274,411
411|11,-1.00836,0.0984069,-6.27408e-09,-1.95012,-0.156391,0.00719294,-0.950414,0.144102,4.42478e-09,-1.54921,-0.163229,0.00805746,-0.976903,0.122831,-2.93099e-14,0.00402613,-0.112398,0.00790789,0.132467,0.103229,1.37095e-07,6.75846,0.148097,0.0187167,True,70.0|274,411
411|1,0.235495,-0.0360182,-1.79929e-08,0.12069,0.0136804,-0.00371999,-0.0458548,0.00905943,-1.82439e-09,0.106755,-0.000172806,0.00110626,-5.84835e-08,2.29534e-08,3.38929e-12,-6.85505e-07,1.88975e-08,3.36378e-09,2.99777,0.533161,1.34329e-07,7.88207,0.371323,0.0318038,False,69.0|274,411
411|2,-0.576138,-0.050771,2.04689e-08,-1.89809,-0.0806188,-0.00712219,-0.100526,0.054907,3.82804e-09,-1.62081,-0.0889225,-0.00981664,-1.11505e-07,-1.75843e-08,3.55271e-15,0.000566881,-0.0619225,-0.00987034,2.86533,0.508817,1.32473e-07,6.15989,0.0995445,0.0121305,False,69.0|274,411
783|3,2.282,-0.615736,-9.67816e-09,-1.89457,-0.236674,-0.00166889,2.52327,-0.603052,-1.41723e-09,-2.14718,-0.107418,-0.0171549,2.40284,-0.609543,7.10543e-15,0.00214718,-0.112029,-0.0126044,0.327785,0.0922606,1.34072e-07,6.73208,0.253402,0.0245147,True,6.0|71,783
783|4,2.21698,-0.659719,9.94942e-09,-2.25763,-0.23644,-0.010433,2.28148,-0.666875,3.05629e-09,-1.52009,-0.187081,-0.015601,2.21114,-0.667262,1.59872e-14,-0.000156587,-0.16343,-0.0122102,0.279004,0.0799729,1.35558e-07,6.23146,0.250705,0.0222882,True,6.0|71,783
783|5,1.14809,-0.683759,7.27933e-09,-0.219281,-0.166696,-0.00469811,1.22703,-0.681983,-1.6176e-09,-1.39214,-0.126345,-0.00992212,1.16743,-0.684327,-1.77636e-14,0.00533706,-0.0876298,-0.00738543,0.242997,0.071022,1.3784e-07,6.47061,0.256336,0.023568,True,6.0|71,783
783|6,1.22378,-0.738576,-2.83457e-08,-2.84495,-0.0417151,-0.0337348,1.201,-0.714296,-1.15734e-09,-1.8005,-0.150749,-0.0284218,1.13484,-0.709832,7.10543e-15,0.000456794,-0.141983,-0.0230947,0.244168,0.0776046,1.30632e-07,6.34774,0.288065,0.0245117,True,6.0|71,783
783|7,-3.03146,-0.00340642,1.87105e-08,-0.931402,-0.59293,0.0501635,-3.00548,0.0132302,-3.70396e-09,-1.48739,-0.684932,0.0516136,-3.01585,0.00825713,3.81917e-13,0.00498748,-0.6393,0.0534317,0.138109,0.105312,1.44715e-07,6.63592,0.212087,0.0197622,True,6.0|71,783
783|8,-2.91173,-0.0320203,-2.70868e-08,-0.611019,-0.406795,0.0394465,-2.88207,-0.0174866,1.17007e-09,-0.57314,-0.425844,0.0340939,-2.92159,-0.0336862,1.68754e-13,0.00537346,-0.374742,0.0368045,0.146884,0.0904584,1.39869e-07,6.51607,0.211575,0.0203954,True,6.0|71,783
783|10,2.39383,-0.595974,-5.39487e-08,0.506661,-0.287361,-0.0203182,2.42036,-0.61057,-9.64351e-09,-2.43515,-0.273363,-0.024085,2.32748,-0.61019,-3.55271e-15,-0.000351755,-0.274261,-0.0198192,0.328753,0.0868696,1.30587e-07,6.50682,0.244479,0.0233292,True,6.0|71,783
783|9,-7.05265,-1.42983,2.39004e-08,-0.607642,0.185111,-0.138575,2.4826,-0.610769,4.4934e-09,-1.67404,-0.236801,-0.0194074,2.39052,-0.611367,-3.37508e-14,0.00259004,-0.234679,-0.0150679,0.305943,0.096872,1.34957e-07,6.32975,0.263848,0.0240033,True,6.0|71,783
783|12,-3.99087,0.196726,-7.87414e-10,-1.81892,-0.116288,0.0167547,-3.92183,0.250656,-4.42174e-10,-0.0702303,-0.160863,0.0198214,-3.94824,0.237352,1.35891e-13,0.00517639,-0.121194,0.0242468,0.125269,0.104348,1.33186e-07,6.96112,0.123249,0.020835,True,6.0|71,783
783|11,-3.96094,0.301845,5.11238e-08,-0.707255,-0.359429,0.0321883,-3.92698,0.322013,1.96978e-09,-0.730352,-0.350447,0.0235742,-3.95291,0.304194,1.75859e-13,0.00459421,-0.302177,0.0257321,0.116842,0.111817,1.36378e-07,6.98118,0.179115,0.0206208,True,6.0|71,783
783|1,0.202836,-0.01645,-5.23122e-09,0.5395,0.0335703,-0.00155812,0.0418372,0.00716634,-2.15529e-09,-0.0157277,-0.00802996,-0.0015644,8.1935e-10,-2.77438e-08,2.02238e-12,-4.62563e-07,-1.55455e-08,-2.37043e-09,2.9766,0.538534,1.37344e-07,7.84177,0.369213,0.0319006,False,69.0|71,783
783|2,-0.334534,-0.0185322,1.68301e-08,-1.9174,-0.126867,-0.0197754,0.301086,-0.0241854,-3.65158e-09,-1.99613,-0.132154,-0.0205366,4.51705e-07,-2.21797e-08,-1.42109e-14,-0.00166284,-0.103413,-0.0205142,2.80287,0.524961,1.33641e-07,6.27822,0.102928,0.0118577,False,69.0|71,783
491|10,-5.13913,0.291989,1.23501e-08,-2.04895,0.154451,0.00219603,-5.11702,0.303534,7.10303e-10,-1.64619,0.0923492,0.00129926,-5.15483,0.267519,2.66454e-15,0.00458154,0.119652,0.00329328,0.12457,0.127561,1.31312e-07,6.82751,0.189398,0.0182208,True,6.0|99,491
491|9,-5.13484,0.257144,-5.77383e-09,-1.05584,0.177639,0.0225726,-5.10589,0.277215,-6.06261e-09,-0.633113,0.183996,0.0205087,-5.14372,0.249472,-1.42109e-14,0.0130249,0.241962,0.0221053,0.115225,0.110789,1.3331e-07,6.51033,0.208644,0.019522,True,6.0|99,491
491|12,-4.27234,-0.33646,1.69019e-08,0.00150547,0.0537962,-0.00380906,-4.28852,-0.346636,-6.43323e-09,-1.89359,0.0333097,-0.00253551,-4.28561,-0.338152,1.95399e-14,-0.00387543,0.0404805,9.10719e-05,0.167701,0.0608627,1.37006e-07,6.23761,0.116727,0.0227505,True,6.0|99,491
491|11,-4.01334,-0.349427,7.12968e-09,-1.19328,0.168286,-0.00545964,-4.02528,-0.329401,-2.03482e-09,-1.84158,0.0467115,0.00337134,-4.03946,-0.334819,1.42109e-14,-0.00194222,0.0891784,0.00304112,0.144196,0.0619363,1.31377e-07,6.49271,0.187767,0.0227331,True,6.0|99,491
491|4,-2.53284,0.472591,-1.97929e-08,4.06739,0.645147,-0.0163549,-2.50523,0.522596,7.3751e-09,3.05022,0.657721,-0.0148055,-2.60272,0.463563,-1.01252e-13,0.0408354,0.764556,-0.0050847,0.147657,0.17593,1.34029e-07,6.96497,0.192418,0.0178961,True,44.0|99,491
491|3,-2.44796,0.390168,7.36273e-08,1.70791,0.71054,-0.0231002,-2.40513,0.440006,2.33896e-09,0.316272,0.660585,-0.0243979,-2.44972,0.412123,-7.63833e-14,0.0285938,0.723645,-0.0207775,0.12679,0.148628,1.34659e-07,6.90203,0.171133,0.0166856,True,44.0|99,491
491|6,-2.97443,-0.313773,2.19457e-08,-1.30514,0.406854,0.0320078,-2.89693,-0.29146,4.70437e-09,-0.908129,0.391835,0.0280896,-2.95902,-0.313825,-2.4869e-14,0.020341,0.460436,0.0286017,0.171414,0.0892349,1.34797e-07,7.0016,0.232062,0.0209425,True,44.0|99,491
491|5,-3.02289,-0.307073,-1.17149e-08,-2.22002,0.264941,0.0152377,-3.05203,-0.335555,9.32996e-10,0.154036,0.293366,0.0121319,-3.14989,-0.353287,-3.28626e-14,0.0231079,0.355702,0.0172634,0.229681,0.0863791,1.36417e-07,7.26446,0.232634,0.023119,True,44.0|99,491
491|7,-5.75841,0.35659,-3.4445e-08,7.81651,0.183687,0.00927402,-5.91526,0.296348,4.96187e-09,2.54818,0.260662,0.0241253,-6.03283,0.267432,-9.76996e-14,0.023765,0.395192,0.0413457,0.199884,0.120738,1.32955e-07,7.59503,0.262332,0.0310969,True,63.0|99,491
491|8,-5.90133,0.363157,4.28009e-09,-1.30019,0.235457,0.0226945,-5.90943,0.362963,-6.46191e-09,-0.896021,0.194219,0.023839,-5.92933,0.358504,-1.68754e-14,0.0129347,0.237246,0.0272604,0.112377,0.110368,1.36328e-07,6.72836,0.206483,0.0196024,True,63.0|99,491
491|1,0.285747,-0.0340007,1.57579e-09,0.63954,-0.0283519,-0.0041924,-0.0724957,0.0258258,-9.30483e-10,-0.251629,-0.0231132,0.000164423,3.94814e-07,1.26935e-08,-7.63833e-13,-1.43707e-06,-1.61807e-08,1.22631e-09,2.99116,0.549405,1.30848e-07,7.9017,0.363967,0.0326578,False,69.0|99,491
