rep,id,U,L,L_gap,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1,788465,0.000330009,-0.928384,0.128309,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1,788465,0.000330009,-0.846413,0.397603,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1,788465,0.000330009,-0.616154,0.079719,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1,788465,0.000330009,-0.808975,0.199162,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1,788465,0.000330009,-0.86094,0.0691328,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1,788465,0.000330009,-0.274062,0.000924485,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1,788465,0.000330009,-0.767094,0.0177428,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1,788465,0.000330009,-0.722069,0.292195,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1,788465,0.000330009,-1.12248,3.55128,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1,788465,0.000330009,-1.25335,0.0527903,0.406818,0.114622,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1,788465,0.00027303,-0.598983,3352.2,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1,788465,0.00027303,-1.78807,0.000727274,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1,788465,0.00027303,-0.538149,0.0974992,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1,788465,0.00027303,-1.43903,1.26521,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1,788465,0.00027303,-1.31383,52.4933,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1,788465,0.00027303,-1.28781,0.0401404,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1,788465,0.00027303,-0.802616,0.676522,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1,788465,0.00027303,-0.993233,337.46,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1,788465,0.00027303,-1.45355,0.371318,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1,788465,0.00027303,-0.387,0.0485459,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1,788465,0.00027303,-0.516874,6478.92,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1,788465,0.00027303,-0.954944,32.4372,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1,788465,0.00027303,-1.59869,1.17382,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1,788465,0.00027303,-1.62747,1.09801,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1,788465,0.00027303,-0.589755,0.000792612,0.406818,0.114622,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1,788465,0.00027303,-0.46909,0.0379721,0.406818,0.114622,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1.00003,788465,0.000124077,-0.866815,60.9846,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,1.00003,788465,0.000124077,-0.358006,23.2907,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1.00003,788465,0.000124077,-1.26958,0.0189279,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,1.00003,788465,0.000124077,-0.402643,0.17107,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,1.00003,788465,0.000124077,-0.965034,0.0461945,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,1.00003,788465,0.000124077,-1.68658,0.00165666,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,1.00003,788465,0.000124077,-0.954114,8.19403,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,1.00003,788465,0.000124077,-1.51328,30.0121,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,1.00003,788465,0.000124077,-1.10102,0.0115221,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,1.00003,788465,0.000124077,-2.06495,0.0180811,0.406823,0.114616,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,1.00003,788465,0.000116683,-0.172401,79.696,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,1.00003,788465,0.000116683,-0.634342,1.94165,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,1.00003,788465,0.000116683,-0.315287,0.000621752,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,1.00003,788465,0.000116683,-1.31641,11.8621,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,1.00003,788465,0.000116683,-1.50929,9.6973,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,1.00003,788465,0.000116683,-0.669375,0.0789644,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,1.00003,788465,0.000116683,-0.363557,39.7912,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,1.00003,788465,0.000116683,-0.28144,0.00497083,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,1.00003,788465,0.000116683,-0.785136,0.659323,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,1.00003,788465,0.000116683,-1.02546,14372,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,1.00003,788465,0.000116683,0.0990807,9.67765,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,1.00003,788465,0.000116683,-0.854244,16.6492,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,1.00003,788465,0.000116683,-0.04486,10.0331,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,1.00003,788465,0.000116683,-1.20765,21360.4,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,1.00003,788465,0.000116683,-1.37693,4.77603e+06,0.406823,0.114616,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,1.00003,788465,0.000116683,-0.3852,1.34788e+06,0.406823,0.114616,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,1,788465,4.60055e-05,-1.16845,0.0080065,0.406881,0.114592,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,1,788465,4.60055e-05,-0.856722,0.0041216,0.406881,0.114592,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,1,788465,4.60055e-05,-1.60273,0.782491,0.406881,0.114592,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,1,788465,4.60055e-05,-1.13705,0.0209515,0.406881,0.114592,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,1,788465,0.00427729,-0.624696,0.00764376,0.406881,0.114592,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,1,788465,0.00427729,-1.42062,0.0194123,0.406881,0.114592,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,1,788465,0.00427729,-1.23736,0.00686499,0.406881,0.114592,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,1,788465,0.00427729,-1.049,0.00307929,0.406881,0.114592,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,1,788465,0.0609767,0.158454,3631.63,0.406881,0.114592,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,1,788465,0.0609767,-0.434038,0.000372707,0.406881,0.114592,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,1,788465,0.000214738,-0.782522,0.000721499,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,1,788465,0.000214738,-1.24843,51.4429,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,1,788465,0.000214738,-1.46103,0.0164944,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,1,788465,0.000214738,-1.07259,0.322392,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|5|1|99|1|99|69.0,1,788465,0.000214738,-0.483616,2334.42,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|6|1|99|1|99|69.0,1,788465,0.000214738,-0.400358,34.5001,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|7|1|99|1|99|69.0,1,788465,0.000214738,0.0319184,9.7542,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|cc|8|1|99|1|99|69.0,1,788465,0.000214738,-0.684662,0.0418187,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|1|2|99|2|99|69.0,1,788465,0.000214738,-1.67439,2.76814,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|2|2|99|2|99|69.0,1,788465,0.000214738,-0.267359,63.5797,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|3|2|99|2|99|69.0,1,788465,0.000214738,-1.17562,0.00330182,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|4|2|99|2|99|69.0,1,788465,0.000214738,-0.601198,0.0358748,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|5|2|99|2|99|69.0,1,788465,0.000214738,-0.328678,0.039022,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|6|2|99|2|99|69.0,1,788465,0.000214738,-1.14831,0.885403,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|7|2|99|2|99|69.0,1,788465,0.000214738,-0.941472,0.550821,0.406881,0.114592,False,69.0|99,491
1,14|491|14|491|vc|8|2|99|2|99|69.0,1,788465,0.000214738,-0.863302,31.2889,0.406881,0.114592,False,69.0|99,491
1,14|433|14|433|sample|4|99|4|99|6.0,1.00002,788465,4.60055e-05,-0.900819,0.00421774,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|3|99|3|99|6.0,1.00002,788465,4.60055e-05,-0.663055,0.000873272,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|6|99|6|99|6.0,1.00002,788465,4.60055e-05,-1.72978,0.462989,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|5|99|5|99|6.0,1.00002,788465,4.60055e-05,-1.36237,0.11777,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|8|99|8|99|6.0,1.00002,788465,4.60054e-05,-1.02816,0.0014433,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|7|99|7|99|6.0,1.00002,788465,4.60054e-05,-1.03867,0.0133321,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|10|99|10|99|6.0,1.00002,788465,4.60055e-05,-0.806347,0.0370443,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|9|99|9|99|6.0,1.00002,788465,4.60055e-05,-1.00523,0.188358,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|11|99|11|99|6.0,1.00002,788465,4.60054e-05,-0.379681,0.0261112,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|sample|12|99|12|99|6.0,1.00002,788465,4.60055e-05,-1.24087,0.784524,0.412915,0.114588,True,6.0|99,433
1,14|433|14|433|cc|1|1|99|1|99|69.0,1.00002,788465,0.000214738,-0.876482,19.0983,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|2|1|99|1|99|69.0,1.00002,788465,0.000214738,-0.280391,3.74746,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|3|1|99|1|99|69.0,1.00002,788465,0.000214738,-0.575234,0.00256124,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|4|1|99|1|99|69.0,1.00002,788465,0.000214738,-0.86204,0.000787428,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|5|1|99|1|99|69.0,1.00002,788465,0.000214738,-1.45324,0.00345964,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|6|1|99|1|99|69.0,1.00002,788465,0.000214738,-0.265923,2.93541,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|7|1|99|1|99|69.0,1.00002,788465,0.000214738,-1.01554,99.8091,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|cc|8|1|99|1|99|69.0,1.00002,788465,0.000214738,-0.910349,0.0136107,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|1|2|99|2|99|69.0,1.00002,788465,0.000214738,-0.376448,129302,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|2|2|99|2|99|69.0,1.00002,788465,0.000214738,-1.18405,162.051,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|3|2|99|2|99|69.0,1.00002,788465,0.000214738,-1.36159,1.16023,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|4|2|99|2|99|69.0,1.00002,788465,0.000214738,-0.690845,0.0342851,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|5|2|99|2|99|69.0,1.00002,788465,0.000214738,-0.771921,0.599659,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|6|2|99|2|99|69.0,1.00002,788465,0.000214738,-0.565696,0.159491,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|7|2|99|2|99|69.0,1.00002,788465,0.000214738,-0.773015,0.860301,0.412915,0.114588,False,69.0|99,433
1,14|433|14|433|vc|8|2|99|2|99|69.0,1.00002,788465,0.000214738,-0.905689,5.62748,0.412915,0.114588,False,69.0|99,433
1,14|297|14|297|sample|3|71|3|71|6.0,1.00001,788465,0.000124077,-0.892405,0.0618759,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|4|71|4|71|6.0,1.00001,788465,0.000124077,-1.90969,0.0180101,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|5|71|5|71|6.0,1.00001,788465,0.000124077,-0.643908,0.00657991,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|6|71|6|71|6.0,1.00001,788465,0.000124077,-1.08982,0.044924,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|8|71|8|71|6.0,1.00001,788465,0.000124077,-0.826513,0.123161,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|7|71|7|71|6.0,1.00001,788465,0.000124077,-0.821688,0.0123386,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|9|71|9|71|6.0,1.00001,788465,0.000124077,-1.73879,0.0745833,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|10|71|10|71|6.0,1.00001,788465,0.000124077,-0.5502,0.0459217,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|12|71|12|71|6.0,1.00001,788465,0.000124077,-0.81571,24.9279,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|sample|11|71|11|71|6.0,1.00001,788465,0.000124077,-0.602336,0.0691838,0.406916,0.114582,True,6.0|71,297
1,14|297|14|297|cc|1|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.336504,0.650697,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|2|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.194659,15.5668,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|3|1|71|1|71|69.0,1.00001,788465,0.000116683,-1.4547,3.16402,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|4|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.328659,0.137996,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|5|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.415315,0.0540199,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|6|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.510974,5.30337,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|7|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.742537,4.70063e-05,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|cc|8|1|71|1|71|69.0,1.00001,788465,0.000116683,-0.319966,0.000365445,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|1|2|71|2|71|69.0,1.00001,788465,0.000116683,-1.15513,83.8922,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|2|2|71|2|71|69.0,1.00001,788465,0.000116683,-1.21973,50.0901,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|3|2|71|2|71|69.0,1.00001,788465,0.000116683,0.0204169,0.000420294,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|4|2|71|2|71|69.0,1.00001,788465,0.000116683,-0.595527,5.13722,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|5|2|71|2|71|69.0,1.00001,788465,0.000116683,-0.455335,0.054067,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|6|2|71|2|71|69.0,1.00001,788465,0.000116683,-1.02425,4.61095,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|7|2|71|2|71|69.0,1.00001,788465,0.000116683,-1.45768,27.9067,0.406916,0.114582,False,69.0|71,297
1,14|297|14|297|vc|8|2|71|2|71|69.0,1.00001,788465,0.000116683,-0.744041,0.00293683,0.406916,0.114582,False,69.0|71,297
