rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,3.46136e-09,0.116437,-2.05331,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,1.40932e-08,0.198407,-0.922302,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-8.10492e-09,0.428666,-2.52925,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-8.10018e-08,0.235845,-1.61363,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-3.17999e-08,0.183881,-2.67173,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-9.84949e-08,0.770759,-6.98627,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-2.42648e-08,0.277726,-4.03177,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-2.82438e-08,0.322751,-1.23033,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,3.0827e-08,-0.0776595,1.26731,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,9.31508e-09,-0.208525,-2.94143,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,8.54131e-08,0.104872,8.11737,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-1.37333e-08,-1.08421,-7.22621,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,3.22102e-08,0.165706,-2.32791,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,6.55855e-08,-0.735176,0.235238,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,4.07142e-08,-0.609979,3.96069,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-8.05801e-08,-0.583958,-3.21537,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-2.19527e-08,-0.0987605,-0.39079,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-1.90106e-08,-0.289377,5.82145,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-1.2839e-07,-0.749691,-0.990697,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,1.16053e-08,0.316855,-3.02525,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,1.08837e-07,0.186982,8.77631,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,1.07191e-08,-0.251089,3.4793,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,8.27721e-08,-0.894837,0.160264,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,5.50487e-08,-0.923615,0.0934999,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,2.71368e-08,0.1141,-7.14018,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,4.63877e-08,0.234766,-3.2709,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,2.47221e-08,0.178005,4.11062,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,1.73496e-09,0.686815,3.14805,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,1.24217e-08,-0.224759,-3.96712,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,3.71008e-09,0.642177,-1.76568,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,6.72932e-08,0.0797866,-3.0749,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,-1.26656e-07,-0.641757,-6.40295,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,1.35136e-08,0.0907063,2.10341,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,-6.72791e-09,-0.46846,3.4016,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,-7.26539e-08,-0.0561946,-4.46349,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,-1.11757e-07,-1.02013,-4.01289,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-3.72072e-08,0.531455,4.37822,0,0,False,69.0|71,783
