id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-2.19022e-09,1.46507e-09,-0.0359185,-7.71765e-10,-0.534735,0,7.27596e-12,2.34195e-11,-0.00055053,-2.69229e-12,-0.579843,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-6.2777e-10,4.76169e-09,-0.0327875,-2.82149e-09,-1.07778,0,0,1.13687e-13,-2.12524e-05,4.35207e-14,-1.14412,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.36994e-11,-2.34724e-09,0.0521161,-1.62249e-09,-0.338149,0,0,0,-1.93552e-05,1.08802e-14,-0.448978,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,2.17589e-09,4.37347e-09,0.0226191,1.26513e-09,-0.292785,0,-5.82077e-11,-1.48361e-10,0.0178318,-4.88867e-11,-0.358734,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,2.68134e-10,2.15779e-09,0.0602963,-1.07037e-09,-0.762244,0,0,-2.27374e-13,-0.00145227,1.55431e-14,-0.837036,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.58307e-09,-2.51754e-09,-0.0292435,-1.10272e-09,-0.830444,0,0,-7.95808e-13,-0.000783438,2.71583e-12,-0.908975,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.97452e-09,-2.62429e-09,0.0677345,-1.53481e-10,-0.431037,0,0,1.13687e-13,0.000166108,1.33227e-14,-0.528386,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,2.90529e-10,5.60114e-10,-0.022098,2.06647e-09,-0.285689,0,0,0,-5.46429e-06,-7.10543e-15,-0.396134,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.66819e-09,3.30696e-09,-0.0163018,-3.74325e-09,-0.836944,0,0,1.50067e-11,-0.0158222,-3.78098e-12,-0.905173,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-7.53746e-10,-2.77961e-09,-0.00818832,3.6326e-09,-0.736429,0,0,7.95808e-13,-0.00788206,3.9968e-15,-0.798932,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.74643e-09,8.53348e-10,0.00905202,4.41518e-10,-0.16973,0,0,-2.53522e-11,0.0184652,1.11862e-11,-0.0248854,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-4.69707e-10,3.23835e-10,-0.0457967,1.59234e-09,0.00179428,0,0,5.68434e-13,-7.62471e-06,-2.4758e-14,0.00210633,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,6.12214e-10,-1.29849e-09,-0.01162,8.41871e-10,0.153302,0,7.27596e-12,-4.77485e-12,-0.0138304,-2.76601e-12,0.00343953,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,6.19169e-10,2.10608e-09,0.00365307,1.01298e-09,-0.00856721,0,0,-3.18323e-12,0.00365591,9.27591e-13,-0.00875745,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.62561e-09,-1.01338e-09,-0.00326265,5.50169e-10,0.0137772,0,0,7.95808e-13,-0.00326179,1.70441e-12,0.014105,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-3.3273e-10,3.39708e-10,0.0128501,2.53049e-10,-0.0287375,0,2.91038e-11,-1.79625e-11,0.0118879,-6.81387e-11,-0.030106,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,2.83762e-11,3.85669e-10,-0.0372302,2.38474e-10,-0.104943,0,-7.27596e-11,-6.54836e-11,-0.0121013,-1.12827e-10,-0.145225,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,7.16012e-10,-9.13466e-10,0.00486372,-3.31649e-10,-0.00569456,0,0,2.16005e-12,0.00478459,-3.98126e-13,-0.00586405,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,3.90966e-10,9.44817e-10,-0.0306265,-1.18144e-09,0.101872,0,0,-2.11458e-11,-0.00945284,4.76452e-12,0.132692,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-1.54081e-09,4.10945e-10,0.0124682,5.89147e-10,0.0089955,0,0,-1.13687e-13,0.000278758,6.66134e-13,0.0140987,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-2.57918e-09,2.10777e-10,-0.000344713,2.07584e-09,-0.00420906,0,0,-1.25056e-12,-0.00035271,2.11803e-12,-0.00420565,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,2.20243e-10,2.52564e-10,0.00500947,6.87195e-10,-0.0334853,0,1.45519e-11,2.50111e-12,0.00663036,1.21125e-12,-0.00797983,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-1.39065e-09,-2.58068e-09,-0.0595599,-2.45023e-09,0.171655,0,1.45519e-11,0,7.7067e-08,8.88178e-16,-5.61079e-07,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-8.69215e-10,2.88581e-09,-0.0223446,1.20937e-09,0.0416195,0,0,5.57066e-12,-0.00194614,4.81554e-12,0.0568896,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.63025e-10,2.69023e-09,-0.0108949,7.57388e-10,0.0762435,0,7.27596e-12,2.08047e-11,5.49301e-05,-1.94067e-12,-0.000414834,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.49936e-09,-3.30003e-09,0.0365002,1.55056e-10,0.0446833,0,0,0,-1.24602e-07,1.77636e-15,-5.80529e-07,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,-8.73042e-10,-1.40046e-10,0.00770155,1.96099e-09,-3.57092,0,0,3.18323e-12,0.00764208,3.67356e-12,-3.70081,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,-1.38958e-09,-1.83272e-09,0.0457738,1.21512e-09,-2.94964,0,0,-2.50111e-12,-0.000123742,-4.98546e-13,-3.13655,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,1.22757e-09,1.66996e-09,-0.0313806,2.01895e-09,-2.95496,0,0,4.88853e-12,-0.000120999,-2.74969e-12,-3.20453,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,-1.36759e-10,1.61249e-09,0.000326378,2.77522e-09,-2.90529,0,0,-2.27374e-13,0.000310397,-7.19202e-13,-3.1378,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,1.43536e-09,-3.81467e-10,-0.0363713,5.34134e-10,-3.53365,0,-4.36557e-11,0,-0.000160811,-1.85962e-15,-3.82685,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,3.24908e-09,5.29831e-11,-0.0354001,-1.75622e-09,-3.0452,0,0,1.40972e-11,-0.000224229,1.05804e-11,-3.21894,0,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,-9.18633e-10,4.26756e-10,-0.0329807,1.14791e-10,-2.44064,0,-1.45519e-11,4.77485e-12,-0.0327556,-4.73399e-13,-2.56649,0,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,-7.55535e-11,-1.231e-09,0.0380193,-2.09109e-09,-2.36159,0,1.45519e-11,2.95586e-11,0.037608,2.56009e-11,-2.43999,0,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,2.32947e-10,-2.44751e-09,-0.0338511,-1.03221e-09,-1.28125,0,-2.91038e-11,-1.45519e-11,-0.0333519,2.56235e-11,-1.34721,0,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,6.79313e-10,-2.09764e-09,-0.0271014,1.55973e-09,-2.07311,0,7.27596e-12,9.09495e-12,-0.0261678,-6.38778e-12,-2.22127,0,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,-2.53262e-10,-2.60594e-10,-0.00550546,1.3479e-09,-0.112273,0,0,2.04636e-12,-0.00692755,2.68363e-12,-0.00185258,0,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,5.43529e-10,-2.48451e-10,-0.0202874,1.04539e-09,0.173755,0,0,4.54747e-13,-2.104e-05,2.34013e-12,0.000173369,0,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,2.606e-09,1.68636e-10,-0.0262457,-1.43265e-09,0.0491137,0,0,2.27374e-13,2.13271e-06,6.67244e-13,3.80623e-05,0,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,4.30213e-10,-6.05442e-10,-0.0162203,-8.78921e-10,-0.019798,0,-1.45519e-11,-1.81899e-12,-0.000514812,-1.83979e-11,-0.0279215,0,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,3.97864e-10,4.13149e-10,0.0230126,8.45709e-10,0.165801,0,0,2.38742e-12,-1.55451e-05,-7.50777e-12,-3.06104e-05,0,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,-6.7208e-10,9.37242e-10,-0.0519126,3.19795e-10,0.0496781,0,0,1.59162e-12,-1.84466e-05,-5.57776e-13,-0.00020567,0,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,-3.07875e-10,-3.91024e-10,0.0134607,2.30229e-10,0.126422,0,0,4.54747e-13,2.40918e-06,-2.16893e-12,0.000153372,0,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,-1.0642e-09,2.30444e-09,0.0331186,5.75987e-10,-0.104646,0,0,-2.50111e-12,-1.36303e-05,-1.8594e-12,-8.53857e-05,0,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,-8.83796e-10,5.15309e-10,0.0126436,1.28054e-09,0.0362782,0,-3.63798e-11,5.27507e-11,0.00449278,5.91061e-12,0.0403994,0,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,-4.86078e-10,-1.0058e-09,0.0274296,4.27962e-10,0.187107,0,0,2.27374e-12,-6.05701e-06,1.11422e-12,-1.8111e-05,0,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,-1.73372e-10,6.57321e-10,0.0319521,1.0786e-10,0.135438,0,0,6.36646e-12,-3.00422e-05,-1.76037e-12,4.3489e-05,0,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,5.43223e-11,1.38499e-09,-0.0224828,2.4917e-09,-0.198758,0,0,1.13687e-13,4.37954e-06,-8.44658e-13,-4.24333e-05,0,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,-1.05936e-09,-9.06049e-10,0.0162877,-5.46455e-10,0.0383054,0,-2.91038e-11,-1.63709e-11,0.0161214,-5.08882e-12,0.0391488,0,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,-2.03412e-09,-1.37494e-09,0.0304722,4.89307e-10,0.0233554,0,0,3.18323e-12,0.000729188,-2.58016e-13,0.0357375,0,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,8.47329e-10,-6.69337e-10,-0.0733962,8.1033e-10,-0.101382,0,0,2.27374e-13,-7.43008e-06,1.00231e-12,-0.00010777,0,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,-1.44506e-09,2.68686e-09,-0.0117731,-4.37216e-10,-0.186688,0,0,2.27374e-13,-0.00641048,-3.12084e-12,0.00363886,0,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,1.29628e-09,-3.63446e-09,0.00357214,-1.14856e-09,-1.07043,0,0,-3.41061e-12,0.00352595,-5.12479e-13,-1.11473,0,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,-2.05255e-10,1.57984e-09,-0.0646147,-1.79405e-09,-0.942382,0,0,0,-0.0028076,4.52971e-14,-1.01316,0,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,-1.81529e-09,-6.02695e-09,0.042494,-5.43269e-10,-0.952447,0,-2.18279e-11,-1.15961e-11,0.0393969,-2.68068e-11,-1.07082,0,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-2.37621e-09,2.16808e-09,-0.0328838,-1.36107e-09,-1.10308,0,0,0,-0.00137306,-2.70894e-14,-1.17079,0,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,9.38089e-10,-1.95983e-09,0.00350164,4.06362e-10,-2.41582,0,0,-3.41061e-13,0.00349651,-3.87246e-13,-2.48991,0,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,3.95681e-10,2.05582e-09,0.00559676,9.30682e-10,-2.07658,0,0,-7.95808e-13,0.00555918,-1.17018e-12,-2.14072,0,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,7.72852e-10,1.51969e-09,-0.0367491,8.82153e-10,-2.00536,0,1.45519e-11,2.12594e-11,-0.0360797,1.54174e-11,-2.09888,0,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-1.91794e-11,3.31206e-09,0.0664814,-8.93418e-10,-1.79524,0,0,0,-0.00239127,-1.13243e-14,-1.89518,0,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,5.75732e-10,-2.41868e-09,0.00781431,1.34411e-09,-1.28901,0,0,-3.52429e-12,0.00751553,-1.93179e-13,-1.40958,0,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,6.57834e-10,-3.09667e-10,0.0031675,-6.32946e-10,-1.18302,0,0,-5.79803e-12,0.00302093,6.51834e-12,-1.27477,0,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,-2.72281e-10,-9.54003e-10,-0.0371465,8.30015e-10,-0.121991,0,-1.45519e-11,-1.13687e-13,-0.00621356,3.32684e-11,-0.149893,0,False,69.0|322,152
