id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-3.48849e-09,5.91302e-10,2.73828e-08,-3.20752,0,0,-9.09495e-13,-1.12932e-12,-4.14419,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,5.86488e-09,1.75744e-09,-1.50942e-08,-3.92057,0,0,5.68434e-13,4.24732e-12,-4.65639,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.05561e-09,1.23272e-09,3.59484e-09,-1.15797,0,-7.27596e-12,0,5.41789e-14,-1.98239,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-2.49982e-09,-4.20186e-10,1.45597e-09,0.268785,0,0,2.16005e-12,4.50101e-12,-0.913602,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,8.26529e-09,6.68665e-09,-2.70557e-09,-3.95945,0,0,2.27374e-13,-4.59283e-12,-4.77801,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,2.50055e-09,1.75658e-09,1.82381e-08,-2.99232,0,-7.27596e-12,0,1.80356e-13,-4.60944,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-2.12981e-09,-9.53331e-09,1.55077e-09,-0.223889,0,0,2.27374e-12,-2.0528e-13,-1.55973,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,2.14006e-09,2.60115e-10,6.49253e-09,-0.620617,0,0,-1.13687e-12,-4.2589e-12,-1.48092,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.50632e-09,2.41744e-08,-1.24354e-08,-4.44711,0,-7.27596e-12,0,2.16327e-13,-5.33411,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,7.93476e-10,1.57996e-09,1.14666e-10,-3.49631,0,0,0,-8.15986e-12,-4.59815,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.85879e-09,-2.99359e-09,1.09107e-08,-0.501798,0,0,-3.06954e-12,-3.17912e-13,0.000409669,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,6.69514e-09,8.42742e-09,-1.10748e-08,-0.667162,0,0,-6.0254e-12,-9.11859e-12,-0.000557447,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-2.26725e-09,-8.10072e-09,2.03402e-09,-0.411948,0,0,-1.13687e-12,-4.53515e-12,-0.000569251,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-2.02735e-09,1.25501e-08,2.42696e-08,-0.13664,0,0,-4.66116e-12,-3.76227e-12,-0.13743,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-7.74889e-10,6.64601e-09,3.30262e-09,0.410211,0,0,-5.57066e-12,1.8413e-13,-0.000109351,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-3.11034e-09,-8.11165e-10,5.64306e-09,0.422906,0,0,2.50111e-12,9.3891e-12,0.000463718,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.07671e-09,2.50908e-09,-2.74824e-10,0.199109,0,-7.27596e-12,1.13687e-13,8.88178e-16,-3.07853e-08,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,6.9283e-09,-3.54583e-09,2.24539e-09,0.0278637,0,7.27596e-12,-5.68434e-13,-5.11247e-12,0.0282779,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-4.06792e-11,2.82167e-09,3.78906e-09,-0.868629,0,0,1.25056e-12,3.10801e-12,7.8229e-05,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,7.44397e-09,3.82851e-09,-7.14083e-09,-0.0704332,0,0,4.54747e-13,-1.22313e-12,0.000517753,0,False,69.0|274,411
