rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.80596,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.10353,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.81419,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.83005,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.43642,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.27469,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.66688,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.99555,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.18662,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.22642,0.940201,2.53484,-2.05001,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.859644,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.960147,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.642607,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,3.76506,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.0341742,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.465712,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,5.33563,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,9.65,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.43424,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,11.3248,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.14372,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.445525,2.35965,2.53484,-1.54431,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.169171,2.35965,2.53484,-1.54431,69.0|274,411
