id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.532283,1.47411,-8.50291,0.520788,1.47494,-8.63872,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.299332,1.47411,-9.12753,0.296287,1.47494,-8.63871,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.598598,1.47411,-8.8426,0.585022,1.47494,-8.63866,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.633335,1.47411,-9.77496,0.620404,1.47494,-8.63864,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.394436,1.47411,-13.3536,0.401896,1.47494,-8.63876,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.364234,1.47411,-9.9663,0.37516,1.47494,-8.63874,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.555897,1.47411,-6.08196,0.530872,1.47494,-8.63865,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.624051,1.47411,-10.152,0.621354,1.47494,-8.63866,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.362911,1.47411,-7.91141,0.358553,1.47494,-8.63872,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.43661,1.47411,-9.78725,0.412061,1.47494,-8.63872,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.19039,1.47411,-8.44975,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.263422,1.47411,-8.22028,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.249684,1.47411,-9.12334,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.239097,1.47411,-10.0702,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.276061,1.47411,-9.2396,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.259685,1.47411,-8.9543,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.271741,1.47411,-9.03255,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.228825,1.47411,-8.61636,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.224441,1.47411,-8.09391,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.239633,1.47411,-8.61475,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.190283,1.47411,-9.07788,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.288385,1.47411,-7.69019,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.205344,1.47411,-7.87661,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.225321,1.47411,-8.24512,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.31271,1.47411,-8.75652,0.120722,1.47494,-8.63866,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.16676,1.47411,-9.33622,0.120722,1.47494,-8.63866,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.170832,1.1106,-8.26135,0.176353,1.10353,-8.63876,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.204601,1.1106,-9.14286,0.196126,1.10353,-8.63874,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.198463,1.1106,-9.31413,0.18786,1.10353,-8.63867,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.172567,1.1106,-10.1781,0.169156,1.10353,-8.63867,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.0572703,1.1106,-11.083,0.0554896,1.10353,-8.63874,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.0686765,1.1106,-8.54097,0.0659795,1.10353,-8.63876,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.0661843,1.1106,-8.06312,0.0647283,1.10353,-8.6387,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.0810847,1.1106,-9.24699,0.076819,1.10353,-8.63872,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.147188,1.1106,-7.60543,0.138852,1.10353,-8.63861,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.155118,1.1106,-10.0234,0.155238,1.10353,-8.63865,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.25485,1.1106,-8.53578,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.223944,1.1106,-8.77331,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.223062,1.1106,-7.88383,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.18705,1.1106,-7.49328,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.228896,1.1106,-8.63187,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.239661,1.1106,-8.37695,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.22919,1.1106,-7.81204,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.275426,1.1106,-8.22844,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.237788,1.1106,-7.39054,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0.189761,1.1106,-8.34152,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0.200988,1.1106,-9.10826,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.21755,1.1106,-8.84859,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.374384,1.1106,-7.94188,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.203881,1.1106,-9.37099,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.193775,1.1106,-9.45071,0.120722,1.10353,-8.63866,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.223209,1.1106,-8.95355,0.120722,1.10353,-8.63866,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.147663,1.84323,-9.98407,0.144043,1.83659,-8.63869,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.144678,1.84323,-8.62493,0.140567,1.83659,-8.63861,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.14583,1.84323,-9.4957,0.142985,1.83659,-8.63868,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.137862,1.84323,-10.967,0.136134,1.83659,-8.63868,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.0381632,1.84323,-11.082,0.0364729,1.83659,-8.63873,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.0431306,1.84323,-11.195,0.0436153,1.83659,-8.63869,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.0681792,1.84323,-9.14443,0.0656592,1.83659,-8.63872,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.0706716,1.84323,-9.15965,0.0710782,1.83659,-8.63872,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0.128786,1.84323,-9.29144,0.123937,1.83659,-8.63866,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0.114259,1.84323,-7.1347,0.111088,1.83659,-8.63868,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0.199606,1.84323,-9.0002,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.281146,1.84323,-9.14304,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0.277889,1.84323,-8.09147,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.220645,1.84323,-9.03287,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0.189005,1.84323,-8.86738,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0.270622,1.84323,-9.02128,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0.293078,1.84323,-7.927,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0.180476,1.84323,-7.22943,0.120722,1.83659,-8.63866,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0.270152,1.84323,-8.4737,0.120722,1.83659,-8.63866,69.0|276,1056
