parameter,value,CV
L_pop,766.583552566212,
beta_L_goes_down_True,2.14047820435917,
beta_L_mab_virus_6_0_42,-2.1267857550647,
beta_L_mab_virus_6_0_233,1.27021376257926,
beta_L_mab_virus_6_0_71,0.239757320575563,
beta_L_mab_virus_6_0_99,-1.34094031656036,
beta_L_mab_virus_44_0_99,0.473590850554729,
beta_L_mab_virus_63_0_42,-4.28942248985186,
beta_L_mab_virus_63_0_99,6.99587171615622,
beta_L_mab_virus_70_0_274,1.77462021947122,
beta_L_mab_virus_65_0_65,2.99534195420483,
beta_L_mab_virus_65_0_69,0.043499161003183,
beta_L_mab_virus_65_0_319,-0.353509347972704,
beta_L_mab_virus_65_0_162,-0.663733065742235,
beta_L_mab_virus_65_0_218,2.18826908705864,
beta_L_mab_virus_65_0_174,-0.350222490503484,
beta_L_mab_virus_65_0_322,1.41697804035243,
beta_L_mab_virus_65_0_292,-0.160952089971033,
beta_L_mab_virus_65_0_274,-3.01938857693244,
beta_L_mab_virus_65_0_103,-2.06952477626305,
beta_L_mab_virus_65_0_276,0.615104973624511,
beta_L_mab_virus_55_0_65,1.7764897007537,
beta_L_mab_virus_55_0_69,2.91691567421549,
beta_L_mab_virus_55_0_319,2.41057218895548,
beta_L_mab_virus_55_0_162,2.19991120182749,
beta_L_mab_virus_55_0_218,-0.310161317778238,
beta_L_mab_virus_55_0_174,2.1788417437624,
beta_L_mab_virus_55_0_322,3.27311219283138,
beta_L_mab_virus_55_0_292,0.86609932496458,
beta_L_mab_virus_55_0_274,-3.37964309252607,
beta_L_mab_virus_55_0_103,1.16716364582703,
beta_L_mab_virus_55_0_276,1.70154334262179,
beta_L_mab_virus_28_0_65,1.27597066860017,
beta_L_mab_virus_28_0_69,-1.76027338288281,
beta_L_mab_virus_28_0_319,-0.565469609103729,
beta_L_mab_virus_28_0_162,-1.09173359891179,
beta_L_mab_virus_28_0_218,-2.8102871882179,
beta_L_mab_virus_28_0_174,-0.404894098516252,
beta_L_mab_virus_28_0_322,-2.0508209852369,
