rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-3.62052e-08,0,-0.00853169,7.97048e-07,-3.95828,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-1.22054e-07,0,0.342938,4.85361e-07,-7.91169,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-1.14778e-07,0,-0.0971836,-5.76428e-07,-1.84098,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-9.40854e-08,0,-0.738876,-8.17075e-07,5.60655,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.6619e-07,0,-0.676402,-1.15243e-06,-6.35378,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-3.18832e-08,0,0.329722,-1.21794e-06,-4.76798,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-8.14325e-08,0,-0.359926,-2.07888e-09,1.24339,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,9.7134e-08,0,-0.053937,-2.21322e-07,-4.66733,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,2.26079e-07,0,1.09553,2.22666e-07,-4.53391,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-6.8947e-08,0,-0.823371,1.26433e-07,-5.75505,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.00386e-07,0,0.0537033,1.50747e-06,-6.23235,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-8.22256e-08,0,0.0506415,5.27668e-07,3.25095,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,7.169e-08,0,0.050546,6.8345e-08,3.35047,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-6.45377e-08,0,-0.302329,5.48247e-07,1.6939,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-1.16561e-07,0,1.53103,4.53711e-08,-5.66975,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.96269e-07,0,-0.22305,5.37492e-07,-14.9628,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-3.86208e-08,0,0.304732,2.96838e-07,-12.2509,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,6.16201e-08,0,0.338774,-2.30158e-07,-1.54251,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,7.07441e-08,0,0.0660069,-3.01404e-07,7.46228,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-1.72331e-07,0,-0.858104,3.55201e-07,7.64518,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-3.12211e-08,0,-0.991391,3.40364e-08,-9.69971,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,6.54836e-08,0,0.636552,4.05966e-07,-3.46131,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-2.52199e-07,0,-0.377948,6.31387e-07,-0.401095,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-2.3967e-08,0,-0.5052,-5.06881e-07,-1.8491,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-8.84102e-08,0,0.671899,2.74656e-08,-2.13623,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-2.00322e-07,0,-0.80646,4.68254e-08,-2.87829,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,-1.76478e-07,0,0.645978,4.66276e-07,-8.32268,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,-7.99118e-08,0,-1.17828,7.31357e-08,-7.51215,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,7.83111e-08,0,0.558861,8.28195e-07,-5.05385,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,1.14305e-07,0,-0.122424,-9.0126e-07,-8.12942,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,-7.60992e-08,0,-1.58423,2.09303e-07,-8.32342,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,1.83107e-07,0,0.0684393,3.85082e-07,-8.9659,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,3.686e-08,0,-0.678405,-7.99701e-07,-14.7731,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,1.04716e-07,0,-0.0235569,3.53541e-07,-13.4886,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,-6.7419e-08,0,-0.210273,-1.93557e-07,-13.1554,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,-7.46804e-08,0,0.387332,1.33452e-07,-17.4214,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,4.2397e-08,0,0.81535,7.22649e-07,-2.45834,0,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,-2.63761e-07,0,0.280079,-4.35084e-07,-1.60121,0,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,1.26311e-08,0,-0.40718,-5.84149e-07,-1.2901,0,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,-8.57326e-08,0,0.319086,2.72e-07,-10.37,0,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,5.0728e-08,0,-1.11067,8.43078e-07,-7.45115,0,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,4.4558e-08,0,-1.17649,6.60704e-07,9.20594,0,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,-1.32786e-08,0,-1.56619,-7.19569e-07,15.6834,0,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,1.20926e-08,0,-0.0581533,-5.20016e-07,-0.854853,0,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,3.57759e-08,0,-0.141352,-4.1793e-07,-1.60365,0,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,-3.87663e-08,0,0.304826,8.34046e-07,-2.04157,0,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,-1.80153e-08,0,0.315693,3.28042e-07,1.8652,0,False,69.0|233,705
1,14|705|14|705|vc|4|2|233|2|233|69.0,-9.12041e-08,0,-1.06927,-1.5264e-06,2.00849,0,False,69.0|233,705
1,14|705|14|705|vc|5|2|233|2|233|69.0,-2.62517e-08,0,-0.0568936,4.9533e-07,1.67217,0,False,69.0|233,705
