id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,6.1524e-10,0,-0.00244368,-2.82209e-08,-5.32779,0,7.27596e-12,0,-0.00027719,9.00968e-12,-6.12096,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,4.33007e-10,0,0.0239012,5.25644e-08,-6.56763,0,0,0,-0.000368338,1.81806e-11,-7.2432,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.11786e-09,0,-0.01466,8.255e-09,-1.78588,0,-7.27596e-12,0,-5.15567e-05,2.44146e-12,-2.911,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-6.48608e-09,0,0.0877017,-3.32643e-08,-0.483037,0,0,0,2.82215e-06,-7.46458e-12,-1.93881,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.14668e-08,0,0.0938121,-7.85708e-08,-6.27046,0,0,0,-0.000308415,4.93893e-11,-6.83725,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.37947e-09,0,0.0482726,-3.45209e-08,-6.18031,0,0,0,-0.000301909,2.13199e-11,-6.76476,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,5.48107e-09,0,-0.0134846,-1.16707e-08,-0.98397,0,0,0,-4.71296e-05,-6.90084e-12,-2.37533,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,3.80735e-09,0,-0.0478692,3.07776e-08,-1.34429,0,-7.27596e-12,0,-4.90123e-05,2.41471e-12,-2.6417,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,5.59726e-09,0,0.0575124,-1.94298e-08,-8.67264,0,0,0,-0.000587879,3.41698e-11,-9.23391,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,2.41266e-09,0,-0.000608117,-8.37938e-08,-6.42013,0,7.27596e-12,0,-0.000362391,1.04051e-11,-7.13608,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.03381e-08,0,-0.0043288,4.10818e-08,-0.267839,0,7.27596e-12,0,6.38094e-08,7.29972e-15,9.60678e-08,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-2.10434e-09,0,-0.031914,-1.58659e-08,-0.288542,0,0,0,3.3481e-05,8.70257e-12,-9.76342e-05,0,False,69.0|274,411
