id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.0380579,0,0,0.0429347,0,0,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.114694,0,0,-0.146921,0,0,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.0983423,0,0,0.095439,0,0,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.11634,0,0,0.118952,0,0,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.0647165,0,0,-0.0632629,0,0,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.0744059,0,0,-0.0862733,0,0,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.0457302,0,0,0.0496361,0,0,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.133443,0,0,0.12426,0,0,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.0990424,0,0,-0.0981071,0,0,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.0461617,0,0,-0.0528967,0,0,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.00672628,0,0,-2.38972e-07,0,0,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.00891466,0,0,2.17243e-07,0,0,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.021161,0,0,2.89147e-07,0,0,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.00847606,0,0,-4.06412e-08,0,0,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.00624729,0,0,6.98676e-08,0,0,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.0090481,0,0,2.09635e-07,0,0,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.00635963,0,0,3.04714e-07,0,0,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.00120783,0,0,2.17447e-07,0,0,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.003215,0,0,2.88862e-07,0,0,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.0118507,0,0,1.99181e-07,0,0,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.00204391,0,0,2.73603e-07,0,0,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.00559734,0,0,-1.07568e-07,0,0,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.0179389,0,0,1.17673e-07,0,0,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.0023506,0,0,3.36804e-07,0,0,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.0144836,0,0,-4.17853e-08,0,0,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,-0.000516055,0,0,-1.6517e-07,0,0,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,-0.0235184,0,0,-0.0176951,0,0,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.0198434,0,0,0.0178752,0,0,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.0149173,0,0,0.00596307,0,0,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-0.0125091,0,0,-0.0260672,0,0,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-0.0291677,0,0,-0.0509316,0,0,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-0.000716123,0,0,-0.00205704,0,0,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-0.00663406,0,0,-0.00831178,0,0,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.04987,0,0,0.0515766,0,0,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-0.0233781,0,0,-0.00977686,0,0,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.0240509,0,0,0.0246793,0,0,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.0039889,0,0,1.61854e-07,0,0,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.00237746,0,0,-1.50496e-07,0,0,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,-0.00417036,0,0,1.72188e-07,0,0,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,-0.0114461,0,0,-1.47835e-07,0,0,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-0.00306788,0,0,-2.14457e-07,0,0,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-0.000337379,0,0,-1.93931e-07,0,0,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.00154356,0,0,1.77037e-07,0,0,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,-0.00427581,0,0,-1.92526e-07,0,0,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.00509086,0,0,2.60779e-08,0,0,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,-0.000737906,0,0,-1.99531e-07,0,0,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-0.0058556,0,0,-2.07801e-07,0,0,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,-0.000722431,0,0,1.59003e-07,0,0,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,-0.000790687,0,0,-7.26494e-08,0,0,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,-0.0134311,0,0,3.47385e-08,0,0,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.00400712,0,0,-2.02531e-07,0,0,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.00832043,0,0,-1.02002e-07,0,0,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.0125395,0,0,0.0150007,0,0,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.000374102,0,0,0.00408387,0,0,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.00477799,0,0,0.01331,0,0,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,-0.0163883,0,0,-0.00800019,0,0,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,-0.13583,0,0,-0.140091,0,0,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,-0.126108,0,0,-0.0897963,0,0,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.114373,0,0,0.0957294,0,0,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.15072,0,0,0.141675,0,0,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0.023367,0,0,0.0280935,0,0,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,-0.0206416,0,0,-0.0202971,0,0,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0.00262779,0,0,-2.19247e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.00643722,0,0,-1.42055e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0.00512601,0,0,-1.61418e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.00364981,0,0,1.723e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,-0.0117388,0,0,1.82125e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,-0.0120738,0,0,-1.54708e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0.00271264,0,0,1.16969e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0.0135092,0,0,2.61437e-07,0,0,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0.00188535,0,0,8.64786e-09,0,0,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,-0.00308025,0,0,-4.81162e-08,0,0,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0.00725634,0,0,2.20321e-07,0,0,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,-0.020366,0,0,1.8411e-07,0,0,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,-0.00675906,0,0,-2.18418e-07,0,0,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,-0.00513489,0,0,2.10866e-07,0,0,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,0.0121634,0,0,-1.30171e-07,0,0,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0.00070372,0,0,-2.29347e-07,0,0,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,-0.000824939,0,0,-0.0250872,0,0,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,0.0219586,0,0,-0.00248037,0,0,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,-0.0189253,0,0,-0.0128307,0,0,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,-0.0302643,0,0,-0.0131058,0,0,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,-0.0464102,0,0,-0.0411871,0,0,32.0|292,462
