rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,0.979088,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,-2.77264,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-1.15434,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-3.93257,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0.58345,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,2.06778,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-0.846949,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-0.819584,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,-1.52595,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,0.153893,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-0.82782,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-1.39033,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-1.17807,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,1.01745,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-2.30583,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-1.18203,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,3.02038,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-1.20176,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-1.83085,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-0.441267,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-6.43843,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-0.535498,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-2.56623,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-0.873486,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-2.6756,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-0.831551,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,2.66673,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,-1.34542,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,0,2.42792,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,0,-3.87958,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,0,-0.216457,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,0,-0.511522,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,0,-0.243121,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,0,-0.566654,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,0,1.80254,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,0,0.823055,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,0,-0.712981,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,0,-1.15015,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,0,1.26803,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0,0,3.48502,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0,0,3.34416,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0,0,-1.56349,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0,0,3.37283,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0,0,0.975856,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0,0,2.71137,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0,0,-2.90273,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0,0,-4.86685,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0,0,-2.72358,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0,0,-1.98025,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0,0,2.58663,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0,0,2.48352,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0,0,-4.85466,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0,0,-1.08539,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0,0,1.41408,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0,0,4.19612,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,0,0,3.02614,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,0,0,-1.44969,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,0,0,-0.246361,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0,0,1.39774,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0,0,-3.81683,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,0,0,0.316395,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,0,0,0.205492,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,0,0,-1.6253,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0,0,0.82895,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0,0,-1.94725,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,0,0,3.89135,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0,0,7.24273,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,0,0,2.4869,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,0,0,0.509669,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,0,0,-3.01251,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,0,0,-2.07463,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,0,0,1.44359,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,0,0,0.800042,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,0,0,0.963612,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,0,0,3.22169,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,0,0,2.5834,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,0,0,4.39214,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,0,0,0.374527,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,0,0,3.84096,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,0,0,3.91362,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,0,0,4.52389,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,0,0,3.69726,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,0,0,-7.5524,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,0,0,-2.11393,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,0,0,-3.09763,32.0|292,462
1,8|462|8|462|sample|8|292|8|292|32.0,0,0,-1.77686,32.0|292,462
1,8|462|8|462|sample|11|292|11|292|22.0,0,0,-4.13791,22.0|292,462
1,8|462|8|462|sample|12|292|12|292|22.0,0,0,-0.470337,22.0|292,462
1,8|462|8|462|cc|1|1|292|1|292|69.0,0,0,3.14629,69.0|292,462
1,8|462|8|462|cc|2|1|292|1|292|69.0,0,0,1.52616,69.0|292,462
1,8|462|8|462|cc|3|1|292|1|292|69.0,0,0,1.02706,69.0|292,462
1,8|462|8|462|cc|4|1|292|1|292|69.0,0,0,0.617283,69.0|292,462
1,8|462|8|462|cc|5|1|292|1|292|69.0,0,0,-6.31498,69.0|292,462
1,8|462|8|462|cc|6|1|292|1|292|69.0,0,0,2.36358,69.0|292,462
1,8|462|8|462|cc|7|1|292|1|292|69.0,0,0,4.08789,69.0|292,462
1,8|462|8|462|cc|8|1|292|1|292|69.0,0,0,1.53102,69.0|292,462
1,8|462|8|462|vc|1|2|292|2|292|69.0,0,0,-3.81717,69.0|292,462
1,8|462|8|462|vc|2|2|292|2|292|69.0,0,0,-1.61439,69.0|292,462
1,8|462|8|462|vc|3|2|292|2|292|69.0,0,0,6.01369,69.0|292,462
1,8|462|8|462|vc|4|2|292|2|292|69.0,0,0,0.166828,69.0|292,462
1,8|462|8|462|vc|5|2|292|2|292|69.0,0,0,0.582477,69.0|292,462
1,8|462|8|462|vc|6|2|292|2|292|69.0,0,0,2.82315,69.0|292,462
1,8|462|8|462|vc|7|2|292|2|292|69.0,0,0,1.13057,69.0|292,462
1,8|462|8|462|vc|8|2|292|2|292|69.0,0,0,-3.35428,69.0|292,462
1,8|1159|8|1159|sample|8|292|8|292|65.0,0,0,1.23327,65.0|292,1159
1,8|1159|8|1159|sample|7|292|7|292|65.0,0,0,-5.16157,65.0|292,1159
1,8|1159|8|1159|sample|5|292|5|292|65.0,0,0,3.90557,65.0|292,1159
1,8|1159|8|1159|sample|6|292|6|292|65.0,0,0,-1.89978,65.0|292,1159
1,8|1159|8|1159|sample|11|292|11|292|28.0,0,0,0.98331,28.0|292,1159
1,8|1159|8|1159|sample|12|292|12|292|28.0,0,0,3.57115,28.0|292,1159
1,8|1159|8|1159|sample|9|292|9|292|28.0,0,0,-1.99107,28.0|292,1159
1,8|1159|8|1159|sample|10|292|10|292|28.0,0,0,3.69347,28.0|292,1159
1,8|1159|8|1159|sample|4|292|4|292|22.0,0,0,-5.14798,22.0|292,1159
1,8|1159|8|1159|sample|3|292|3|292|22.0,0,0,-0.813455,22.0|292,1159
1,8|1159|8|1159|cc|1|1|292|1|292|69.0,0,0,-2.68238,69.0|292,1159
1,8|1159|8|1159|cc|2|1|292|1|292|69.0,0,0,-2.38855,69.0|292,1159
1,8|1159|8|1159|cc|3|1|292|1|292|69.0,0,0,0.689145,69.0|292,1159
1,8|1159|8|1159|cc|4|1|292|1|292|69.0,0,0,2.03119,69.0|292,1159
1,8|1159|8|1159|cc|5|1|292|1|292|69.0,0,0,-0.227618,69.0|292,1159
1,8|1159|8|1159|cc|6|1|292|1|292|69.0,0,0,-0.717821,69.0|292,1159
1,8|1159|8|1159|cc|7|1|292|1|292|69.0,0,0,0.667717,69.0|292,1159
1,8|1159|8|1159|cc|8|1|292|1|292|69.0,0,0,-0.148257,69.0|292,1159
1,8|1159|8|1159|vc|1|2|292|2|292|69.0,0,0,2.73407,69.0|292,1159
1,8|1159|8|1159|vc|2|2|292|2|292|69.0,0,0,-0.953007,69.0|292,1159
1,8|1159|8|1159|vc|3|2|292|2|292|69.0,0,0,-0.590915,69.0|292,1159
1,8|1159|8|1159|vc|4|2|292|2|292|69.0,0,0,2.15443,69.0|292,1159
1,8|1159|8|1159|vc|5|2|292|2|292|69.0,0,0,-2.55118,69.0|292,1159
1,8|1159|8|1159|vc|6|2|292|2|292|69.0,0,0,-4.37331,69.0|292,1159
1,8|1159|8|1159|vc|7|2|292|2|292|69.0,0,0,1.69026,69.0|292,1159
1,8|1159|8|1159|vc|8|2|292|2|292|69.0,0,0,4.34378,69.0|292,1159
1,8|1197|8|1197|sample|7|103|7|103|65.0,0,0,4.23702,65.0|103,1197
1,8|1197|8|1197|sample|8|103|8|103|65.0,0,0,-2.80633,65.0|103,1197
1,8|1197|8|1197|sample|6|103|6|103|65.0,0,0,5.29476,65.0|103,1197
1,8|1197|8|1197|sample|5|103|5|103|65.0,0,0,1.74837,65.0|103,1197
1,8|1197|8|1197|sample|12|103|12|103|28.0,0,0,0.455689,28.0|103,1197
1,8|1197|8|1197|sample|10|103|10|103|28.0,0,0,0.0084462,28.0|103,1197
1,8|1197|8|1197|sample|9|103|9|103|28.0,0,0,-3.82062,28.0|103,1197
1,8|1197|8|1197|sample|3|103|3|103|22.0,0,0,-0.225107,22.0|103,1197
1,8|1197|8|1197|sample|4|103|4|103|22.0,0,0,2.07476,22.0|103,1197
1,8|1197|8|1197|sample|11|103|11|103|28.0,0,0,2.29252,28.0|103,1197
1,8|1197|8|1197|cc|1|1|103|1|103|69.0,0,0,0.767425,69.0|103,1197
1,8|1197|8|1197|cc|2|1|103|1|103|69.0,0,0,-3.27839,69.0|103,1197
1,8|1197|8|1197|cc|3|1|103|1|103|69.0,0,0,-1.64872,69.0|103,1197
1,8|1197|8|1197|cc|4|1|103|1|103|69.0,0,0,1.26974,69.0|103,1197
1,8|1197|8|1197|cc|5|1|103|1|103|69.0,0,0,-0.157587,69.0|103,1197
1,8|1197|8|1197|cc|6|1|103|1|103|69.0,0,0,-5.34308,69.0|103,1197
1,8|1197|8|1197|cc|7|1|103|1|103|69.0,0,0,4.39968,69.0|103,1197
1,8|1197|8|1197|cc|8|1|103|1|103|69.0,0,0,1.01927,69.0|103,1197
1,8|1197|8|1197|vc|1|2|103|2|103|69.0,0,0,0.733622,69.0|103,1197
1,8|1197|8|1197|vc|2|2|103|2|103|69.0,0,0,0.910209,69.0|103,1197
1,8|1197|8|1197|vc|3|2|103|2|103|69.0,0,0,-2.32731,69.0|103,1197
1,8|1197|8|1197|vc|4|2|103|2|103|69.0,0,0,-2.75759,69.0|103,1197
1,8|1197|8|1197|vc|5|2|103|2|103|69.0,0,0,1.78953,69.0|103,1197
1,8|1197|8|1197|vc|6|2|103|2|103|69.0,0,0,1.51118,69.0|103,1197
1,8|1197|8|1197|vc|7|2|103|2|103|69.0,0,0,1.26859,69.0|103,1197
1,8|1197|8|1197|vc|8|2|103|2|103|69.0,0,0,5.30275,69.0|103,1197
