rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.89098,0.910676,2.70537,-2.65809,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,2.179,0.910676,4.30181,-2.62925,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,2.13058,0.910676,2.77005,-2.66238,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.90369,0.910676,2.47806,-2.65619,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.97495,0.910676,3.34469,-2.64066,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.87001,0.910676,3.31913,-2.65784,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.49679,0.910676,2.39475,-2.70279,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,2.01582,0.910676,2.44008,-2.61329,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.86685,0.910676,3.46487,-2.60795,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.93599,0.910676,3.1433,-2.62279,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.62787,0.809709,4.28326,-2.59299,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.73517,0.809709,19.7522,-2.58716,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.8049,0.809709,8.93031,-2.64056,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.5757,0.809709,9.44814,-2.5506,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.99675,0.809709,10.2552,-2.62826,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.8833,0.809709,6.09235,-2.66688,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.89699,0.809709,9.74114,-2.56414,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.75918,0.809709,12.77,-2.62822,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.80278,0.809709,2.89494,-2.66772,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,2.12064,0.809709,4.64089,-2.66762,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.72084,0.809709,4.56242,-2.63724,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,2.11678,0.809709,4.56149,-2.58399,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.74524,0.809709,4.00575,-2.61155,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,2.05184,0.809709,1.36169,-2.64146,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.77173,0.809709,6.55267,-2.62909,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.75382,0.809709,3.40258,-2.64088,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.403283,0.809622,1.73416,-1.41889,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.446025,0.809622,1.81361,-1.41611,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.428155,0.809622,1.79441,-1.36803,65.0|322,152
