id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.61506,0.929452,2.47243,-4.68261,1.61068,0.930598,2.4851,-4.68261,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.61506,0.929452,3.54075,-4.68261,1.61068,0.930598,3.52892,-4.68261,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.61506,0.929452,2.3588,-4.68261,1.61068,0.930598,2.34577,-4.68261,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.61506,0.929452,2.19372,-4.68261,1.61068,0.930598,2.22867,-4.68261,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.61506,0.929452,2.90609,-4.68261,1.61068,0.930598,2.90974,-4.68261,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.61506,0.929452,3.08073,-4.68261,1.61068,0.930598,3.05627,-4.68261,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.61506,0.929452,2.4317,-4.68261,1.61068,0.930598,2.44602,-4.68261,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.61506,0.929452,2.27208,-4.68261,1.61068,0.930598,2.25761,-4.68261,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.61506,0.929452,3.05544,-4.68261,1.61068,0.930598,3.06248,-4.68261,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.61506,0.929452,2.8901,-4.68261,1.61068,0.930598,2.85991,-4.68261,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.61506,0.731049,8.70332,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.61506,0.731049,6.02321,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.61506,0.731049,8.97226,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.61506,0.731049,8.62808,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.61506,0.731049,12.8722,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.61506,0.731049,9.10803,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.61506,0.731049,5.05142,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.61506,0.731049,5.2686,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.61506,0.731049,8.29804,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.61506,0.731049,5.32535,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.61506,0.731049,8.28082,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.61506,0.731049,5.09017,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.61506,0.731049,8.90688,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.61506,0.731049,11.0426,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.61506,0.731049,6.20616,-2.40102,1.61068,0.730089,1,-2.40102,69.0|274,411
