rep,id,U,L,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,84720.5,769.639,1.5517,0.372276,0.407835,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,84720.5,769.639,1.5517,0.232678,0.407835,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,84720.5,769.639,1.5517,0.441452,0.407835,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,84720.5,769.639,1.5517,0.706323,0.407835,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,84720.5,769.639,1.5517,0.330843,0.407835,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,84720.5,769.639,1.5517,0.356042,0.407835,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,84720.5,769.639,1.5517,0.53703,0.407835,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,84720.5,769.639,1.5517,0.512825,0.407835,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,84720.5,769.639,1.5517,0.355024,0.407835,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,84720.5,769.639,1.5517,0.341234,0.407835,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,84720.5,766.878,-0.397621,1.6547,0.407835,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,84720.5,766.878,-0.397621,12.9009,0.407835,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,84720.5,766.878,-0.397621,53.2557,0.407835,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,84720.5,766.878,-0.397621,6486.86,0.407835,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,84720.5,766.878,-0.397621,3.57442,0.407835,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,84720.5,766.878,-0.397621,0.0711349,0.407835,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,84720.5,766.878,-0.397621,1.10885,0.407835,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,84720.5,766.878,-0.397621,0.00327595,0.407835,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,84720.5,766.878,-0.397621,0.0172525,0.407835,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,84720.5,766.878,-0.397621,0.0779606,0.407835,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,84720.5,766.878,-0.397621,0.332893,0.407835,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,84720.5,766.878,-0.397621,1.6099,0.407835,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,84720.5,766.878,-0.397621,1.40546,0.407835,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,84720.5,766.878,-0.397621,0.272058,0.407835,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,84720.5,766.878,-0.397621,0.882756,0.407835,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,84720.5,766.878,-0.397621,0.0199761,0.407835,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,84720.6,768.338,0.129707,3.53031e-06,1.61563,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,84720.6,768.338,0.129707,1.66192e-05,1.61563,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,84720.6,768.338,0.129707,2.38815e-05,1.61563,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,84720.6,768.338,0.129707,5.4087e-06,1.61563,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,84720.6,768.338,0.129707,3.39848e-05,1.61563,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,84720.6,768.338,0.129707,2.2303e-05,1.61563,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,84720.6,768.338,2.23335,0.0588239,1.61563,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,84720.6,768.338,2.23335,0.0772586,1.61563,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,84720.6,768.338,2.23335,0.269681,1.61563,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,84720.6,768.338,2.23335,0.090113,1.61563,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,84720.6,766.519,1.29276,6.68671,1.61563,False,69.0|233,705
