id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,9.49939e-10,7.93097e-12,-3.85563e-09,0,0,0,0,-9.98987e-12,4.57641e-11,2.99951e-11,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,7.27306e-11,2.54554e-09,7.67185e-09,0,0,0,0,-5.72202e-11,1.34701e-11,5.90874e-11,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,6.40291e-09,1.5755e-09,3.90287e-09,0,0,0,0,4.07201e-11,-2.76277e-11,1.68932e-11,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-2.23142e-09,-1.14562e-09,-3.1768e-09,0,0,0,0,5.6419e-11,3.45901e-12,-1.71161e-11,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,-4.01067e-09,3.42289e-10,-3.86841e-09,0,0,0,0,-6.90436e-11,-8.41474e-11,2.74918e-11,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,1.00225e-08,4.76587e-09,5.89308e-09,0,0,0,0,-5.26111e-11,-3.7216e-11,1.37561e-11,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,5.19576e-09,1.86082e-09,-9.87395e-09,0,0,0,0,3.18218e-14,1.14331e-11,4.20552e-11,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-1.20867e-09,4.28965e-10,-2.20017e-10,0,0,0,0,-3.44671e-11,2.61213e-12,-6.36247e-12,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-2.13886e-09,9.81595e-10,-3.99422e-09,0,0,0,0,9.32429e-12,-2.1843e-11,1.18634e-11,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,4.22419e-10,-1.61493e-09,-7.97956e-09,0,0,0,0,3.45223e-11,-1.81475e-11,-2.10303e-11,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-7.30819e-10,3.09568e-09,3.93997e-09,0,0,0,0,-2.02067e-11,-2.25867e-11,-1.29257e-11,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-1.29289e-09,1.00109e-09,-1.75136e-09,0,0,0,0,-1.03746e-11,-2.09284e-11,1.78474e-11,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-2.80226e-09,1.29341e-09,-7.03535e-09,0,0,0,0,1.79747e-11,1.14818e-11,-4.49976e-11,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,4.2266e-09,-1.31731e-09,-3.57352e-09,0,0,0,0,-1.6638e-11,-8.57048e-12,-4.58137e-11,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-3.77932e-09,-2.66356e-09,1.40281e-09,0,0,0,0,4.81919e-11,2.36517e-11,-1.62627e-11,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,4.54844e-09,-6.38833e-10,-1.86958e-09,0,0,0,0,4.71057e-11,5.85909e-12,-2.59395e-11,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-5.05941e-11,1.73188e-10,-5.35158e-09,0,0,0,0,2.21443e-11,9.45288e-12,1.26962e-11,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-4.97978e-09,6.92098e-10,-3.08127e-09,0,0,0,0,2.57716e-11,1.79182e-11,-2.53749e-11,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,1.72241e-09,4.93839e-09,7.23564e-10,0,0,0,0,-2.79201e-11,-3.12249e-11,-1.14249e-11,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,7.44522e-09,-2.96381e-09,2.4523e-09,0,0,0,0,-5.39369e-12,2.81153e-12,7.80385e-11,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,7.40588e-09,4.01374e-11,2.29511e-09,0,0,0,0,-3.99962e-11,-2.45124e-11,2.40693e-11,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,4.19568e-10,-2.91126e-09,1.16817e-09,0,0,0,0,-4.11131e-11,-6.55542e-12,-1.30901e-11,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,4.99915e-09,-1.94514e-09,-9.55536e-09,0,0,0,0,8.51963e-12,-1.6638e-11,4.63594e-11,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-4.17862e-09,-2.94014e-09,-8.74595e-09,0,0,0,0,-3.81772e-11,-1.71314e-11,-2.35312e-13,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,1.08778e-09,4.26833e-09,-2.93559e-09,0,0,0,0,6.1291e-12,9.66893e-13,2.43199e-11,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-3.25614e-09,-7.09304e-11,-3.85953e-09,0,0,0,0,2.14688e-11,-1.15793e-11,3.96403e-11,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,6.21408e-09,2.30031e-09,-1.09254e-08,0,0,0,0,-1.46613e-11,-2.31393e-11,-2.83942e-11,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,-1.2986e-09,4.18286e-09,3.77723e-09,0,0,0,0,2.53407e-11,2.06244e-11,1.43001e-11,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,1.8619e-09,1.41938e-09,-2.95797e-10,0,0,0,0,3.25295e-11,-1.72511e-11,-1.62168e-11,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,1.99581e-09,-2.62246e-09,5.578e-09,0,0,0,0,-2.7572e-11,3.47566e-11,1.69509e-11,0,0,True,6.0|71,783
