rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,706.479,1.93004,0.0496641,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|2|1|162,706.479,1.79616,0.0496648,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|3|1|162,706.479,1.71942,0.0496643,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|4|1|162,706.479,1.98072,0.0496652,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|5|1|162,706.479,1.75749,0.0496647,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|6|1|162,706.479,2.07595,0.049665,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|7|1|162,706.479,2.05422,0.0496648,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|cc|8|1|162,706.479,1.843,0.0496647,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|sample|10|162,706.479,0.714092,0.0588222,12.1563,49.4775,7.5002,True,32.0|162,84
1,8|84|sample|11|162,706.479,0.782519,0.0591365,12.1574,49.4775,7.5002,True,22.0|162,84
1,8|84|sample|12|162,706.479,0.753244,0.0591369,12.1574,49.4775,7.5002,True,22.0|162,84
1,8|84|sample|3|162,706.479,0.485624,0.00264165,12.1622,49.4775,7.5002,True,55.0|162,84
1,8|84|sample|4|162,706.479,0.446218,0.00264168,12.1622,49.4775,7.5002,True,55.0|162,84
1,8|84|sample|5|162,706.479,0.507024,0.00264163,12.1622,49.4775,7.5002,True,55.0|162,84
1,8|84|sample|6|162,706.479,0.509763,0.00264169,12.1622,49.4775,7.5002,True,55.0|162,84
1,8|84|sample|7|162,706.479,0.739591,0.0588217,12.1563,49.4775,7.5002,True,32.0|162,84
1,8|84|sample|8|162,706.479,0.734239,0.0588223,12.1563,49.4775,7.5002,True,32.0|162,84
1,8|84|sample|9|162,706.479,0.692585,0.0588215,12.1563,49.4775,7.5002,True,32.0|162,84
1,8|84|vc|1|2|162,706.479,1.88725,0.0496641,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|2|2|162,706.479,1.65912,0.0496656,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|3|2|162,706.479,1.994,0.0496655,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|4|2|162,706.479,1.89703,0.0496644,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|5|2|162,706.479,2.10688,0.0496647,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|6|2|162,706.479,1.77736,0.0496649,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|7|2|162,706.479,1.97856,0.0496657,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|84|vc|8|2|162,706.479,1.86163,0.0496648,12.1619,49.4775,7.5002,False,69.0|162,84
1,8|719|cc|1|1|274,706.479,1.99563,0.0228578,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|2|1|274,706.479,2.03623,0.0228578,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|3|1|274,706.479,2.06892,0.0228579,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|4|1|274,706.479,1.90032,0.0228578,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|5|1|274,706.479,2.00172,0.0228577,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|6|1|274,706.479,1.82921,0.0228579,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|7|1|274,706.479,1.62211,0.022858,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|cc|8|1|274,706.479,1.86244,0.0228577,12.1618,49.4775,7.50021,False,69.0|274,719
1,8|719|sample|10|274,706.479,0.873,0.212317,12.1403,49.4775,7.50021,True,32.0|274,719
1,8|719|sample|11|274,706.479,0.894136,0.292429,12.1604,49.4775,7.50021,True,22.0|274,719
1,8|719|sample|12|274,706.479,0.821159,0.292427,12.1604,49.4775,7.50021,True,22.0|274,719
1,8|719|sample|3|274,706.479,0.818093,0.0262476,12.1604,49.4775,7.50021,True,55.0|274,719
1,8|719|sample|4|274,706.479,0.81706,0.0262477,12.1604,49.4775,7.50021,True,55.0|274,719
