parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_pop,122610.37782465,,3796.79540214012,3.09663461568486,115169,130052
beta_U_mean_cc_643_5,37057.9954338894,,5748.79324964875,15.5129633493114,25790.6,48325.4
beta_U_mean_cc_654_75,33296.704703231,,5767.2992893477,17.3209311274219,21993,44600.4
beta_U_mean_cc_695_25,-26125.1531521329,,4869.7575948789,18.6401111852671,-35669.7,-16580.6
beta_U_mean_cc_713_75,-0.0031983525553822,,6084.12254751934,190226763.377944,-11924.7,11924.7
beta_U_mean_cc_910_0,-61865.5251364727,,4223.0215030359,6.8261305367086,-70142.5,-53588.6
L_pop,645.63594627379,,14.5357698014998,2.25138793547529,617.146,674.126
beta_L_mean_cc_643_5,-2.14350428496725,,20.6184626744171,961.904430003605,-42.5549,38.2679
beta_L_mean_cc_654_75,-7.34637034907526e-08,,20.769191815335,28271365080.2391,-40.7069,40.7069
beta_L_mean_cc_695_25,49.6229718147243,,20.4068141500993,41.12372436357,9.62635,89.6196
beta_L_mean_cc_713_75,68.1097207521225,,20.4054726518148,29.9597068178832,28.1157,108.104
beta_L_mean_cc_910_0,264.382551210951,,20.449836224847,7.73494170896705,224.302,304.463
alpha_pop,0.646954098659037,,0.0754584185054187,11.6636433190274,0.515918,0.811272
beta_alpha_mean_cc_643_5,0.130123860507395,,0.145301903682552,111.664304391195,-0.154663,0.41491
beta_alpha_mean_cc_654_75,-0.108055885249713,,0.170419564431472,157.714282787688,-0.442072,0.22596
beta_alpha_mean_cc_695_25,-1.85211620046938,,1.03316028711319,55.782692622167,-3.87707,0.172841
beta_alpha_mean_cc_713_75,-2.90750697387584,,3.43358713099682,118.09385710328,-9.63721,3.8222
beta_alpha_mean_cc_910_0,-1.26091027915164,,0.538420368252826,42.7009262399767,-2.31619,-0.205626
acc,40.6332087017236,,28.4627307865869,70.0479526377635,13.6939,120.569
bcc,2.22044604925031e-16,,0.0401100562435121,1.80639634352091e+16,2.94751e-21,1.67273e-11
avc,2.22044604925031e-16,,1408.3290611773,6.34255023513315e+20,5.56803e-22,8.85481e-11
bvc,0.0425354300250752,,0.0153684599661267,36.1309617818998,0.0221689,0.0816125
