id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0.168146,1.3662,0,0,0,0.165204,1.35137,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0.220146,0.845219,0,0,0,0.180562,0.801092,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0.112744,1.42021,0,0,0,0.0964229,1.37754,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-0.00875762,1.32126,0,0,0,-0.0174336,1.29453,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0.242748,1.15711,0,0,0,0.172115,1.10079,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0.18435,1.02808,0,0,0,0.195652,1.05717,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0.0804603,1.27898,0,0,0,0.060739,1.23994,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0.0902799,1.4079,0,0,0,0.098648,1.44091,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0.106184,0.878806,0,0,0,0.105613,0.886954,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0.185718,1.18443,0,0,0,0.122064,1.05957,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-0.0265244,-0.196207,0,0,0,4.07737e-08,-2.30698e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0.015117,0.107161,0,0,0,-6.26963e-08,1.5703e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-0.00683,0.0822766,0,0,0,3.61328e-08,-2.44319e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0.0310529,0.00807939,0,0,0,-9.3315e-09,3.77108e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-0.0270661,0.32689,0,0,0,-1.1996e-08,3.17514e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-0.0133963,0.107143,0,0,0,4.22934e-08,2.46526e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0.00452695,0.103992,0,0,0,-4.96151e-08,-5.00239e-08,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-0.0315251,0.0339066,0,0,0,5.66473e-09,-3.22027e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0.0554942,-0.0307221,0,0,0,4.54418e-08,-5.27542e-08,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0.0103795,0.213688,0,0,0,-1.23211e-07,-1.554e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0.0135582,0.320707,0,0,0,-5.32125e-08,-1.0889e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0.0686133,0.0573142,0,0,0,-6.62323e-08,-1.88338e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,-0.0371964,-0.0937651,0,0,0,-8.8766e-09,-2.54298e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,-0.00370329,-0.0620134,0,0,0,6.98726e-08,-4.44884e-07,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0.0696059,0.0294875,0,0,0,-5.54347e-08,-4.86956e-08,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0.0670088,-0.231512,0,0,0,7.33982e-08,2.10662e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,-0.532973,4.5689,0,0,0,-0.534379,4.40728,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,-0.62303,4.28244,0,0,0,-0.618609,4.24903,0,0,True,6.0|71,783
