id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,6.18088e-05,1.58996,0.623238,0.129849,0.860952,6.20804e-05,1.57952,0.602431,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,6.18088e-05,1.6769,0.371658,0.129849,0.860952,6.20804e-05,1.60397,0.347476,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,6.18088e-05,1.50092,0.656186,0.129849,0.860952,6.20804e-05,1.47454,0.618407,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,6.18088e-05,1.3343,0.598513,0.129849,0.860952,6.20804e-05,1.31585,0.569146,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,6.18088e-05,1.72005,0.513948,0.129849,0.860952,6.20804e-05,1.59048,0.468901,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,6.18088e-05,1.61635,0.448412,0.129849,0.860952,6.20804e-05,1.62836,0.448888,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,6.18088e-05,1.45376,0.57355,0.129849,0.860952,6.20804e-05,1.42285,0.538904,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,6.18088e-05,1.47134,0.651168,0.129849,0.860952,6.20804e-05,1.47782,0.658863,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,6.18088e-05,1.48975,0.38184,0.129849,0.860952,6.20804e-05,1.48815,0.378629,0.129497,0.868839,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,6.18088e-05,1.61589,0.519537,0.129849,0.860952,6.20804e-05,1.51283,0.449965,0.129497,0.868839,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,6.18098e-05,1.47599,1.66635,0.129849,0.860952,6.20815e-05,1.339,0.15596,0.129497,0.868839,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,6.18098e-05,1.47717,1.6268,0.129849,0.860952,6.20815e-05,1.339,0.15596,0.129497,0.868839,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,6.18098e-05,1.48453,1.81243,0.129849,0.860952,6.20815e-05,1.339,0.15596,0.129497,0.868839,False,69.0|274,411
