rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,2.76377,0.926189,3.37888,-3.07884,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.78316,0.926189,3.37888,-3.45346,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,3.00385,0.926189,3.37888,-3.33621,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,2.95651,0.926189,3.37888,-3.12193,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,2.11711,0.926189,3.37888,-3.36866,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.84789,0.926189,3.37888,-2.73978,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,2.63324,0.926189,3.37888,-3.16252,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,2.96232,0.926189,3.37888,-2.89384,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.82903,0.926189,3.37888,-3.77567,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,2.09331,0.926189,3.37888,-2.919,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.81408,0.926163,3.37887,-2.31265,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,2.39796,0.926163,3.37887,-3.06779,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.93408,0.926163,3.37887,-1.78029,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,2.66775,0.926163,3.37887,-4.20009,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.98604,0.926163,3.37887,-1.68391,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,2.29224,0.926163,3.37887,-3.23943,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.90213,0.926163,3.37887,-3.32241,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,2.15348,0.926163,3.37887,-3.19338,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.98072,0.926163,3.37887,-3.13761,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,3.00249,0.926163,3.37887,-2.76588,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,2.19072,0.926163,3.37887,-2.81748,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,2.14667,0.926163,3.37887,-2.50968,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.91661,0.926163,3.37887,-3.42128,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.99139,0.926163,3.37887,-3.71003,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,2.13549,0.926163,3.37887,-2.88336,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,2.28215,0.926163,3.37887,-3.01132,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,1.54231,0.631273,3.37887,-3.56057,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,1.66167,0.631273,3.37887,-4.5856,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,1.73627,0.631273,3.37887,-2.54308,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,1.68061,0.631273,3.37887,-3.09916,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.501682,0.631454,3.37887,-4.17567,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.56785,0.631454,3.37887,-3.3342,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.590365,0.631454,3.37887,-3.95073,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.72421,0.631454,3.37887,-3.52441,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,1.21034,0.631091,3.36676,-2.25518,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,1.22335,0.631091,3.36676,-2.85603,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,14.046,0.631278,3.37887,-2.5293,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,13.2532,0.631278,3.37887,-3.77166,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,11.137,0.631278,3.37887,-3.60116,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,11.1846,0.631278,3.37887,-4.53734,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,9.39425,0.631278,3.37887,-3.31367,69.0|322,152
