id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.63855,0.929333,2.50451,-2.07856,1.63619,0.929333,2.49998,-2.07856,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.63855,0.929333,3.59425,-2.07856,1.63619,0.929333,3.56067,-2.07856,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.63855,0.929333,2.33544,-2.07856,1.63619,0.929333,2.36054,-2.07856,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.63855,0.929333,2.25579,-2.07856,1.63619,0.929333,2.24554,-2.07856,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.63855,0.929333,2.95108,-2.07856,1.63619,0.929333,2.93057,-2.07856,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.63855,0.929333,3.08973,-2.07856,1.63619,0.929333,3.07788,-2.07856,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.63855,0.929333,2.45215,-2.07856,1.63619,0.929333,2.4641,-2.07856,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.63855,0.929333,2.23198,-2.07856,1.63619,0.929333,2.27143,-2.07856,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.63855,0.929333,3.06637,-2.07856,1.63619,0.929333,3.09084,-2.07856,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.63855,0.929333,2.89403,-2.07856,1.63619,0.929333,2.88254,-2.07856,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.63855,1.51783,5.80691,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.63855,1.51783,5.96087,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.63855,1.51783,8.0276,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.63855,1.51783,6.26453,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.63855,1.51783,5.95258,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.63855,1.51783,6.25141,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.63855,1.51783,6.32769,-2.79139,1.63619,1.51783,0.973463,-2.79139,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.63855,1.51783,5.9013,-2.79139,1.63619,1.51783,1,-2.79139,69.0|274,411
